entidad,nom_ent,mun,nom_mun,loc,nom_loc,longitud,latitud,altitud,pobtot,pobmas,pobfem
10,Durango,5,Durango,929,Rancho Corral de Piedra (Postes Negros),1044405,241728,1912,2,NA,NA
10,Durango,5,Durango,932,Rancho María Esther,1043319,240803,1871,1,NA,NA
10,Durango,5,Durango,936,María Dolores,1043456,240738,1868,2,NA,NA
10,Durango,5,Durango,941,El Borracho,1045403,235237,2298,2,NA,NA
10,Durango,5,Durango,951,La Luz [Granja],1043223,240942,1870,4,NA,NA
10,Durango,5,Durango,952,Rancho Santa Lucía,1043159,240815,1870,5,NA,NA
10,Durango,5,Durango,953,Rancho Dos Hermanos,1043243,240859,1870,28,13,15
10,Durango,5,Durango,955,Rancho Laguna Colorada de los Valenzuela,1050715,240924,2426,4,3,1
10,Durango,5,Durango,956,El Mezteño,1050339,234413,2499,4,NA,NA
10,Durango,5,Durango,959,Huerta Pomona,1043412,235941,1870,3,NA,NA
10,Durango,5,Durango,971,Rancho el Fresno,1043613,241027,1872,4,NA,NA
10,Durango,5,Durango,974,Ex-Hacienda de San Agustín (Familia Torres),1043705,235848,1870,6,NA,NA
10,Durango,5,Durango,982,El Pito Real,1045423,234117,2464,1,NA,NA
10,Durango,5,Durango,983,San Miguel,1043330,240438,1869,17,9,8
10,Durango,5,Durango,984,Santa Cruz de San Javier,1050248,240651,2354,91,51,40
10,Durango,5,Durango,987,La Fe,1042904,235700,1870,2,NA,NA
10,Durango,5,Durango,989,Rancho Nava,1042849,235628,1871,7,NA,NA
10,Durango,5,Durango,990,Rancho de la Cruz,1042926,235031,1930,16,7,9
10,Durango,5,Durango,997,Rancho el Milagro,1043417,240941,1870,5,NA,NA
10,Durango,5,Durango,1000,Rancho San Pablo,1042550,234700,1975,3,NA,NA
10,Durango,5,Durango,1004,Santa Mónica,1050503,241646,2472,2,NA,NA
10,Durango,5,Durango,1005,San Joaquín,1042855,235536,1876,1,NA,NA
10,Durango,5,Durango,1006,La Casita,1042843,235549,1873,4,NA,NA
10,Durango,5,Durango,1008,Pino Azul,1042813,235334,1887,5,NA,NA
10,Durango,5,Durango,1012,Ismael Ortíz Ávalos,1042831,235252,1893,4,NA,NA
10,Durango,5,Durango,1015,El Nuevo Vergel,1043534,240859,1870,25,12,13
10,Durango,5,Durango,1023,Rancho Ramírez (Sagrado Corazón),1043427,240927,1870,6,NA,NA
10,Durango,5,Durango,1024,San Francisco,1043402,240858,1870,1,NA,NA
10,Durango,5,Durango,1025,El Carmen (Rancho de Cano),1043332,240908,1871,2,NA,NA
10,Durango,5,Durango,1026,El Refugio,1043425,240804,1870,6,NA,NA
10,Durango,5,Durango,1027,Rancho Ramos,1043403,240734,1870,4,NA,NA
10,Durango,5,Durango,1029,Rancho la Palmita,1043140,241012,1869,1,NA,NA
10,Durango,5,Durango,1032,Rancho Ramos Vázquez,1043435,240912,1870,5,NA,NA
10,Durango,5,Durango,1033,Rancho Mendoza,1043439,240909,1870,5,NA,NA
10,Durango,5,Durango,1036,Los Pajaritos,1043313,240520,1870,7,NA,NA
10,Durango,5,Durango,1037,Río Escondido (La Loma),1043658,235314,1928,563,284,279
10,Durango,5,Durango,1039,Fábrica San José,1045509,235548,2381,9,NA,NA
10,Durango,5,Durango,1040,Don Héctor,1043311,240854,1870,3,NA,NA
10,Durango,5,Durango,1066,Bajío Verde,1044649,233127,2807,2,NA,NA
10,Durango,5,Durango,1068,Rancho los Pinos,1043046,240409,1859,3,NA,NA
10,Durango,5,Durango,1072,Rancho el Arco Iris,1043032,240902,1859,3,NA,NA
10,Durango,5,Durango,1082,El Guarda Ganado,1050308,235317,2536,4,NA,NA
10,Durango,5,Durango,1085,La Casita [Granja],1043714,240005,1875,8,NA,NA
10,Durango,5,Durango,1086,Caña Brava (La Quinta),1042301,240133,1859,6,NA,NA
10,Durango,5,Durango,1090,El Chilicote,1043400,240406,1869,9,NA,NA
10,Durango,5,Durango,1091,Ciénega de Ibarra,1050035,234903,2600,3,NA,NA
10,Durango,5,Durango,1096,La Cuenca,1044435,240029,1940,1,NA,NA
10,Durango,5,Durango,1098,La Curva,1042345,242043,1906,3,NA,NA
10,Durango,5,Durango,1101,El Doce,1043401,240032,1870,13,NA,NA
10,Durango,5,Durango,1107,Ex-Hacienda de San Agustín (Familia Reyes),1043640,235857,1870,12,NA,NA
10,Durango,5,Durango,1111,Rancho la Galera,1043143,240028,1870,12,NA,NA
10,Durango,5,Durango,1113,El Soldado [Gasolinera],1045516,235545,2380,1,NA,NA
10,Durango,5,Durango,1115,El Shaddai [Granja],1043646,235627,1878,8,4,4
10,Durango,5,Durango,1116,Los Riegos [Granja],1044228,240008,1899,6,NA,NA
10,Durango,5,Durango,1118,El Guajolote,1042943,240027,1870,5,NA,NA
10,Durango,5,Durango,1124,Industrias Llano Grande,1051313,235649,2515,1,NA,NA
10,Durango,5,Durango,1128,El Lagunero,1043517,240139,1880,4,NA,NA
10,Durango,5,Durango,1129,Colonia Liberación Social,1043538,240120,1869,463,222,241
10,Durango,5,Durango,1131,La Herradura,1043354,240443,1870,2,NA,NA
10,Durango,5,Durango,1149,El Valuarte,1042921,234546,2021,5,NA,NA
10,Durango,5,Durango,1151,San Isidro,1043537,235721,1872,4,NA,NA
10,Durango,5,Durango,1153,Las Brisas,1043447,235824,1872,10,NA,NA
10,Durango,5,Durango,1154,Gustavo Corral,1043433,235813,1872,6,NA,NA
10,Durango,5,Durango,1155,Ernesto Díaz Mercado,1043401,235734,1874,2,NA,NA
10,Durango,5,Durango,1158,El Rosario [Granja],1043307,235835,1869,4,NA,NA
10,Durango,5,Durango,1168,Rancho Lorena,1043301,240846,1869,6,NA,NA
10,Durango,5,Durango,1172,San Miguel de las Maravillas de Abajo,1043806,235315,1888,110,60,50
10,Durango,5,Durango,1179,Rancho el Monte,1043020,240854,1859,4,NA,NA
10,Durango,5,Durango,1180,La Nogalera,1043556,235850,1870,16,8,8
10,Durango,5,Durango,1188,El Peligro [Granja],1043319,240430,1871,4,NA,NA
10,Durango,5,Durango,1190,La Perlita,1050855,234149,2560,19,12,7
10,Durango,5,Durango,1193,Las Polleras,1043343,240421,1867,1,NA,NA
10,Durango,5,Durango,1194,Potrerillos,1050737,240811,2508,2,NA,NA
10,Durango,5,Durango,1195,El Potrillo,1043541,240923,1870,4,NA,NA
10,Durango,5,Durango,1209,Rancho Macías,1051048,235156,2454,5,NA,NA
10,Durango,5,Durango,1210,Rancho Tarahumara (Las Fresas),1044121,235735,1883,5,NA,NA
10,Durango,5,Durango,1212,Rancho los Rangeles,1043352,241029,1870,7,NA,NA
10,Durango,5,Durango,1213,Kary [Restaurante],1050326,235334,2534,11,NA,NA
10,Durango,5,Durango,1214,Carnitas Dany [Restaurante],1051013,235211,2480,5,NA,NA
10,Durango,5,Durango,1219,Rancho San Francisco,1043606,235614,1879,6,NA,NA
10,Durango,5,Durango,1220,San Ignacio,1043027,240404,1859,2,NA,NA
10,Durango,5,Durango,1221,San Ignacio (La Bodega),1042244,241033,1885,6,NA,NA
10,Durango,5,Durango,1226,San Jorge,1043322,240451,1870,3,NA,NA
10,Durango,5,Durango,1229,San José [Granja],1043201,240811,1870,1,NA,NA
10,Durango,5,Durango,1231,San Juan del Arenal,1044811,240027,2225,3,NA,NA
10,Durango,5,Durango,1232,San Luis,1043433,240002,1870,1,NA,NA
10,Durango,5,Durango,1237,Santa Fe Dos,1043508,240559,1884,5,NA,NA
10,Durango,5,Durango,1238,Santa Mónica [Granja],1043503,240124,1879,3,NA,NA
10,Durango,5,Durango,1240,Serena,1042948,240837,1859,1,NA,NA
10,Durango,5,Durango,1241,Familia Escandón,1043406,235735,1874,12,6,6
10,Durango,5,Durango,1251,Gilberto Escamilla,1043520,240838,1870,7,NA,NA
10,Durango,5,Durango,1252,Horacio Ruiz,1043348,241025,1870,5,NA,NA
10,Durango,5,Durango,1253,Rancho la Parcela,1043311,241047,1870,4,NA,NA
10,Durango,5,Durango,1255,El Potro [Granja],1043529,240906,1870,5,NA,NA
10,Durango,5,Durango,1259,La Soledad,1051403,233928,2523,68,36,32
10,Durango,5,Durango,1260,El Tanque,1052549,240611,2347,5,NA,NA
10,Durango,5,Durango,1263,El Potrillo,1043519,240835,1870,1,NA,NA
10,Durango,5,Durango,1266,Familia Torrecillas,1043103,240909,1859,5,NA,NA
10,Durango,5,Durango,1270,Rancho Tres Palos,1044216,240901,1948,3,NA,NA
10,Durango,5,Durango,1272,Rancho la Trinidad,1042741,241350,1860,7,NA,NA
10,Durango,5,Durango,1278,Arroyo Hondo,1044347,232914,2520,1,NA,NA
10,Durango,5,Durango,1282,Bajío Largo,1050825,234153,2560,8,NA,NA
10,Durango,5,Durango,1287,Don Luis,1043224,240017,1870,1,NA,NA
10,Durango,5,Durango,1289,El Entronque a Banderas del Águila,1052101,235505,2420,17,10,7
10,Durango,5,Durango,1291,María Luisa [Granja],1043438,240003,1870,7,NA,NA
10,Durango,5,Durango,1294,La Laguna Blanca,1043241,235809,1868,3,NA,NA
10,Durango,5,Durango,1297,Avelino Ávila Hernández,1043232,235741,1869,6,NA,NA
10,Durango,5,Durango,1305,La Regional [Granja],1044250,240032,1915,4,NA,NA
10,Durango,5,Durango,1307,La Rinconada,1043620,235358,1890,2,NA,NA
10,Durango,5,Durango,1309,Hacienda San Lorenzo,1043330,235536,1879,6,NA,NA
10,Durango,5,Durango,1310,Santa Cruz,1043307,235726,1870,4,NA,NA
10,Durango,5,Durango,1311,Las Yeguas,1052202,240356,2542,1,NA,NA
10,Durango,5,Durango,1313,Campo Alegre,1043328,241013,1870,7,NA,NA
10,Durango,5,Durango,1315,El Chubasco,1043328,240350,1859,1,NA,NA
10,Durango,5,Durango,1316,Colonia San Juan,1043453,240530,1869,348,174,174
10,Durango,5,Durango,1323,La Luz [Granja],1043438,240334,1871,7,NA,NA
10,Durango,5,Durango,1328,El Herradero,1044236,240015,1903,7,NA,NA
10,Durango,5,Durango,1329,Los Jabalines,1042829,240047,1870,1,NA,NA
10,Durango,5,Durango,1334,Alfredo Ledezma N.,1043312,240805,1871,5,NA,NA
10,Durango,5,Durango,1335,Alfredo Viveros,1043400,240545,1870,1,NA,NA
10,Durango,5,Durango,1347,Juan Sarmiento Flores,1044242,240000,1898,1,NA,NA
10,Durango,5,Durango,1351,Los Pinabetes,1042740,240108,1863,8,NA,NA
10,Durango,5,Durango,1352,Uriel Mejorado,1043233,235934,1860,3,NA,NA
10,Durango,5,Durango,1353,Antonio Puente,1044234,240019,1902,2,NA,NA
10,Durango,5,Durango,1355,Mario Ponce Regalado,1044120,240559,1940,1,NA,NA
10,Durango,5,Durango,1358,Potrero de Cañas,1042934,240823,1859,2,NA,NA
10,Durango,5,Durango,1360,La Purísima (Los Gutiérrez),1043254,240926,1871,9,NA,NA
10,Durango,5,Durango,1362,Rancho el Dorado,1043903,235758,1877,4,NA,NA
10,Durango,5,Durango,1365,Rancho la Nogalera,1044241,240013,1906,2,NA,NA
10,Durango,5,Durango,1368,Rancho las Nubes,1043231,240819,1866,5,NA,NA
10,Durango,5,Durango,1369,Rancho Montserrat,1043428,240922,1870,5,NA,NA
10,Durango,5,Durango,1373,Rancho Tierra Limpia,1043141,240927,1860,2,NA,NA
10,Durango,5,Durango,1381,Miguel Soto,1044240,241356,1897,3,NA,NA
10,Durango,5,Durango,1386,Las Gabrielas [Granja],1043428,240130,1869,6,NA,NA
10,Durango,5,Durango,1388,El Jacalito,1043126,240945,1859,1,NA,NA
10,Durango,5,Durango,1389,Bodega Blanca,1043224,235742,1869,4,NA,NA
10,Durango,5,Durango,1390,Casa de Arco,1043358,235730,1874,2,NA,NA
10,Durango,5,Durango,1393,Mauricio Antonio Pinal,1043602,240444,1873,11,NA,NA
10,Durango,5,Durango,1398,Rancho la Purísima,1043412,235659,1877,8,NA,NA
10,Durango,5,Durango,1399,Los 4 Potrillos,1042908,235530,1877,5,NA,NA
10,Durango,5,Durango,1414,Buenavista,1052141,235454,2439,2,NA,NA
10,Durango,5,Durango,1417,El Durango,1044023,241128,1898,3,NA,NA
10,Durango,5,Durango,1418,La Emboscada,1043446,235838,1871,1,NA,NA
10,Durango,5,Durango,1419,La Esperanza,1051747,235518,2302,1,NA,NA
10,Durango,5,Durango,1427,Federico Veloz,1043435,235844,1870,6,NA,NA
10,Durango,5,Durango,1429,Jorge Ramos Astorga,1043157,241214,1860,1,NA,NA
10,Durango,5,Durango,1432,Manuel Irigoyan,1043402,235530,1885,1,NA,NA
10,Durango,5,Durango,1434,Ninguno,1043442,240521,1870,3,NA,NA
10,Durango,5,Durango,1436,Ventura Salas,1044306,240035,1917,1,NA,NA
10,Durango,5,Durango,1442,Potrero el Refugio,1043442,235840,1871,6,NA,NA
10,Durango,5,Durango,1445,Rancho Camila,1044236,241041,1900,1,NA,NA
10,Durango,5,Durango,1451,Las Papas,1052236,240509,2540,8,NA,NA
10,Durango,5,Durango,1455,San Gabriel,1051728,240725,2547,41,24,17
10,Durango,5,Durango,1456,Satanejo,1043541,240457,1870,4,NA,NA
10,Durango,5,Durango,1464,El Cócono,1051403,233629,2463,4,NA,NA
10,Durango,5,Durango,1467,Martínez [Granja],1051535,235244,2370,4,NA,NA
10,Durango,5,Durango,1471,El Odilón,1051510,233952,2258,1,NA,NA
10,Durango,5,Durango,1476,San Juan,1045437,234232,2396,10,5,5
10,Durango,5,Durango,1477,El Varal,1044001,233118,2825,2,NA,NA
10,Durango,5,Durango,1478,Las Peñitas,1052618,240500,2383,18,10,8
10,Durango,5,Durango,1481,Los Ángeles,1043156,240008,1869,5,NA,NA
10,Durango,5,Durango,1483,La Candelaria,1043251,241056,1870,9,NA,NA
10,Durango,5,Durango,1506,Fraccionamiento la San Martina (Los Electricistas),1043459,240128,1878,6,NA,NA
10,Durango,5,Durango,1514,El Bajío [Granja],1043414,240148,1870,3,NA,NA
10,Durango,5,Durango,1515,La Maroma [Granja],1043418,240145,1872,2,NA,NA
10,Durango,5,Durango,1522,Manuel Soto,1043547,240040,1869,4,NA,NA
10,Durango,5,Durango,1524,Javier Saucedo Chaidez,1043505,240124,1879,6,NA,NA
10,Durango,5,Durango,1527,Rafael Alonso Cuellar,1043305,235921,1866,2,NA,NA
10,Durango,5,Durango,1528,Adrián Núñez Huerta,1043549,235911,1870,8,NA,NA
10,Durango,5,Durango,1535,José Manuel Reyes,1043700,235848,1870,2,NA,NA
10,Durango,5,Durango,1538,Juan José Jaramillo,1043734,235831,1870,6,NA,NA
10,Durango,5,Durango,1541,Luis Viera Gámiz,1043715,235831,1870,8,NA,NA
10,Durango,5,Durango,1550,Gustavo Herrera,1043007,235450,1888,1,NA,NA
10,Durango,5,Durango,1555,Familia Vasio,1043446,241052,1870,1,NA,NA
10,Durango,5,Durango,1557,Los Mezquites,1043018,235446,1890,5,NA,NA
10,Durango,5,Durango,1559,Los Nogales,1043037,235539,1881,4,NA,NA
10,Durango,5,Durango,1571,Erilis [Comedor],1045131,235603,2280,5,NA,NA
10,Durango,5,Durango,1578,Ex-Hacienda Dolores,1043406,240050,1869,5,NA,NA
10,Durango,5,Durango,1579,Finca Sánchez,1043311,235553,1876,1,NA,NA
10,Durango,5,Durango,1581,Fraccionamiento los Lobos,1045700,240650,2400,1,NA,NA
10,Durango,5,Durango,1583,Cristy [Granja],1043418,235816,1872,7,NA,NA
10,Durango,5,Durango,1589,Santa Carolina [Granja],1043250,240440,1870,1,NA,NA
10,Durango,5,Durango,1591,Tres Potrillos [Granja],1043242,235445,1880,3,NA,NA
10,Durango,5,Durango,1594,La Criba 2,1043330,241118,1870,6,NA,NA
10,Durango,5,Durango,1602,Predio la Campana,1043437,240155,1879,3,NA,NA
10,Durango,5,Durango,1607,Rancho las Flores,1043346,235932,1870,4,NA,NA
10,Durango,5,Durango,1608,Rancho San Francisco de Calleros,1043623,235909,1870,5,NA,NA
10,Durango,5,Durango,1609,Rancho los Portales Cabalgantes,1043418,240420,1870,3,NA,NA
10,Durango,5,Durango,1610,El Rincón,1043200,240009,1869,5,NA,NA
10,Durango,5,Durango,1615,El Jacal (Don Angel),1043524,240912,1870,1,NA,NA
10,Durango,5,Durango,1624,Rancho San Pedro,1043200,235936,1860,3,NA,NA
10,Durango,5,Durango,1626,Andrés Soto,1043232,235646,1872,8,NA,NA
10,Durango,5,Durango,1630,Efrén Ortega,1044154,240643,1977,4,NA,NA
10,Durango,5,Durango,1636,José Astorga Urbina,1043422,235758,1873,3,NA,NA
10,Durango,5,Durango,1640,José M. Márquez Martínez,1044217,241244,1897,1,NA,NA
10,Durango,5,Durango,1643,Mauricio Adame Venegas,1044251,241320,1897,2,NA,NA
10,Durango,5,Durango,1645,Primitivo Ochoa,1043355,240627,1870,8,NA,NA
10,Durango,5,Durango,1646,Santana Núñez Díaz,1043512,235657,1874,2,NA,NA
10,Durango,5,Durango,1648,Víctor Arroyo Reyes,1042954,240412,1859,2,NA,NA
10,Durango,5,Durango,1650,Los Corrales,1044402,235945,1966,5,NA,NA
10,Durango,5,Durango,1651,Los Lobos,1044142,240637,1988,9,NA,NA
10,Durango,5,Durango,1654,Predio los Papalotes,1043712,235942,1874,3,NA,NA
10,Durango,5,Durango,1656,Ranchito Quintero,1044901,235754,2316,6,NA,NA
10,Durango,5,Durango,1659,Rancho el Coro,1043003,235303,1905,5,NA,NA
10,Durango,5,Durango,1660,Rancho el Coyote (Don Melecio),1043324,235648,1875,2,NA,NA
10,Durango,5,Durango,1661,Rancho el Manzano,1050458,241709,2485,2,NA,NA
10,Durango,5,Durango,1662,Rancho el Norteño,1043559,241118,1877,1,NA,NA
10,Durango,5,Durango,1663,Rancho el Paisa,1043357,235550,1879,5,NA,NA
10,Durango,5,Durango,1664,Rancho el Paraíso,1044206,240719,2012,7,NA,NA
10,Durango,5,Durango,1667,Rancho la Herradura,1051522,235254,2360,15,NA,NA
10,Durango,5,Durango,1668,Rancho la Luna,1051127,235227,2440,1,NA,NA
10,Durango,5,Durango,1670,Rancho la Víbora,1050517,241542,2428,1,NA,NA
10,Durango,5,Durango,1671,Rancho las Potrancas,1044820,235756,2320,1,NA,NA
10,Durango,5,Durango,1675,Rancho los Girasoles,1043325,241029,1870,4,NA,NA
10,Durango,5,Durango,1679,Rancho Santa Martha,1042848,235727,1870,2,NA,NA
10,Durango,5,Durango,1682,Santa Isabel,1043614,241105,1877,7,NA,NA
10,Durango,5,Durango,1688,Rancho Rosarios,1044010,241134,1900,7,NA,NA
10,Durango,5,Durango,1689,Finca Valle Verde,1044018,241125,1898,2,NA,NA
10,Durango,5,Durango,1692,Rancho Don Paco,1044337,240811,1924,4,NA,NA
10,Durango,5,Durango,1703,Teodoro Soto,1044425,240804,1946,4,NA,NA
10,Durango,5,Durango,1708,Rancho las Palmas,1044248,240733,1953,2,NA,NA
10,Durango,5,Durango,1711,El Retoño,1044322,240819,1922,2,NA,NA
10,Durango,5,Durango,1714,Santa Anita [Granja],1044235,240800,1941,7,NA,NA
10,Durango,5,Durango,1721,Rancho San Lorenzo,1043616,235720,1873,4,NA,NA
10,Durango,5,Durango,1726,El Chiflón [Centro Ecoturístico],1045611,234001,2515,1,NA,NA
10,Durango,5,Durango,1727,Colonia Loma del Sur,1044200,235855,1894,16,5,11
10,Durango,5,Durango,1728,Colonia Fos la Virgen,1044238,235913,1904,81,41,40
10,Durango,5,Durango,1730,El Cárcamo,1043441,235835,1871,5,NA,NA
10,Durango,5,Durango,1732,El Rey,1043131,235913,1860,5,NA,NA
10,Durango,5,Durango,1736,Fraccionamiento el Manantial,1043630,235956,1870,41,20,21
10,Durango,5,Durango,1739,Fraccionamiento Villa Dorada,1043800,235947,1876,8,NA,NA
10,Durango,5,Durango,1741,La Esperanza [Granja],1043127,241222,1859,2,NA,NA
10,Durango,5,Durango,1744,Implementos Agrícolas y de Riego,1043417,240547,1860,3,NA,NA
10,Durango,5,Durango,1748,Las Aves,1043418,235655,1877,2,NA,NA
10,Durango,5,Durango,1752,Los Reyes,1043338,235852,1870,9,NA,NA
10,Durango,5,Durango,1765,Manuel Espino Alvarado,1044413,240052,1947,4,NA,NA
10,Durango,5,Durango,1767,Mario Soto,1043429,235833,1871,3,NA,NA
10,Durango,5,Durango,1768,Mario Palacios,1043307,240531,1870,9,NA,NA
10,Durango,5,Durango,1772,Ramón López,1042841,235735,1869,11,NA,NA
10,Durango,5,Durango,1774,Doña Rosenda,1043352,235838,1870,7,NA,NA
10,Durango,5,Durango,1775,Doña Rufina,1043403,235829,1870,9,NA,NA
10,Durango,5,Durango,1776,Teodoro Soto,1044219,240804,1960,4,NA,NA
10,Durango,5,Durango,1778,Paraje Oficial Cabañas,1045620,234000,2540,2,NA,NA
10,Durango,5,Durango,1779,Parque Industrial Ladrillero,1042831,235351,1886,118,66,52
10,Durango,5,Durango,1781,Predio la Pradera II,1044213,235855,1900,220,107,113
10,Durango,5,Durango,1783,Rancho Alegre,1043127,235912,1860,5,NA,NA
10,Durango,5,Durango,1786,Rancho el Bajío,1044233,241338,1897,5,NA,NA
10,Durango,5,Durango,1791,Rancho Monte de los Olivos,1044219,241728,1910,9,NA,NA
10,Durango,5,Durango,1792,Rancho River,1044859,235752,2316,1,NA,NA
10,Durango,5,Durango,1793,Rancho Yadier,1043030,235510,1886,1,NA,NA
10,Durango,5,Durango,1794,El Puente [Restaurante],1043415,240532,1862,5,NA,NA
10,Durango,5,Durango,1801,La Glorieta,1043210,241043,1870,1,NA,NA
10,Durango,5,Durango,9998,Localidades de una vivienda,,,,1141,627,514
10,Durango,5,Durango,9999,Localidades de dos viviendas,,,,385,198,187
10,Durango,6,General Simón Bolívar,0,Total del Municipio,,,,10629,5290,5339
10,Durango,6,General Simón Bolívar,1,General Simón Bolívar,1031340,244127,1521,1321,636,685
10,Durango,6,General Simón Bolívar,3,Antón Martín,1031613,244629,1480,169,79,90
10,Durango,6,General Simón Bolívar,4,Dieciocho de Marzo,1031705,244339,1511,387,188,199
10,Durango,6,General Simón Bolívar,5,Enrique Flores Magón,1032253,250750,1260,257,134,123
10,Durango,6,General Simón Bolívar,6,La Granja,1030411,243246,1705,135,73,62
10,Durango,6,General Simón Bolívar,7,Huarichic (Huariche),1030939,245055,1390,431,207,224
10,Durango,6,General Simón Bolívar,8,José Isabel Robles,1031736,243833,1606,738,364,374
10,Durango,6,General Simón Bolívar,9,José Trinidad García de la Cadena (San Rafael),1031043,244649,1433,393,198,195
10,Durango,6,General Simón Bolívar,10,Oriente Aguanaval,1031410,245401,1347,937,466,471
10,Durango,6,General Simón Bolívar,11,El Refugio,1031109,244643,1434,238,114,124
10,Durango,6,General Simón Bolívar,12,Ricardo Flores Magón,1031118,244513,1440,215,104,111
10,Durango,6,General Simón Bolívar,13,San Antonio de Zaragoza,1032453,251100,1240,467,230,237
10,Durango,6,General Simón Bolívar,14,San José de Reyes,1030752,242626,1966,877,414,463
10,Durango,6,General Simón Bolívar,15,San José de Zaragoza,1032800,251342,1234,1321,671,650
10,Durango,6,General Simón Bolívar,16,San Luis de Corea,1033023,251608,1202,135,62,73
10,Durango,6,General Simón Bolívar,17,Pedro Celestino Negrete,1030537,243641,1628,120,74,46
10,Durango,6,General Simón Bolívar,18,Santa Rosa,1030340,244842,1420,178,101,77
10,Durango,6,General Simón Bolívar,19,Santa Rosalía,1025630,244636,1450,190,95,95
10,Durango,6,General Simón Bolívar,20,San Vicente de Melones,1031206,243524,1691,331,168,163
10,Durango,6,General Simón Bolívar,21,San José de Sauces (Sauces),1030901,242950,1876,238,114,124
10,Durango,6,General Simón Bolívar,22,Sombreretillo del Alto,1031917,250524,1280,345,173,172
10,Durango,6,General Simón Bolívar,23,Ignacio Zaragoza,1032305,250810,1260,1019,521,498
10,Durango,6,General Simón Bolívar,28,La Nueva Reforma Agraria,1031645,245506,1347,1,NA,NA
10,Durango,6,General Simón Bolívar,30,La Prontitud,1031340,245310,1360,77,43,34
10,Durango,6,General Simón Bolívar,31,El Jazminal,1031155,245227,1374,9,3,6
10,Durango,6,General Simón Bolívar,32,El Recodo del Río,1031554,245528,1340,4,NA,NA
10,Durango,6,General Simón Bolívar,34,El Ensueño (El Papalote),1030220,242937,1750,4,NA,NA
10,Durango,6,General Simón Bolívar,41,La Esperanza,1032357,250820,1258,10,NA,NA
10,Durango,6,General Simón Bolívar,42,La Esperanza,1031604,250037,1302,35,21,14
10,Durango,6,General Simón Bolívar,58,El Paso de las Trocas,1031620,250138,1300,30,14,16
10,Durango,6,General Simón Bolívar,63,Sector Cuatro (El Rasguño),1032802,251419,1220,2,NA,NA
10,Durango,6,General Simón Bolívar,68,Cuatro Vientos (Vega Salada),1031117,245103,1380,1,NA,NA
10,Durango,6,General Simón Bolívar,69,Félix Gallardo,1025748,244657,1447,4,NA,NA
10,Durango,6,General Simón Bolívar,70,Las Angosturas (Rancho San Antonio),1032616,251157,1240,5,NA,NA
10,Durango,6,General Simón Bolívar,73,Sector Tres,1032745,251353,1232,2,NA,NA
10,Durango,6,General Simón Bolívar,74,Benjamín Hernández M.,1031358,244106,1554,1,NA,NA
10,Durango,6,General Simón Bolívar,78,Ignacio Carrillo Raveles,1032306,250806,1260,1,NA,NA
10,Durango,6,General Simón Bolívar,80,Macalen,1031319,244058,1528,1,NA,NA
10,Durango,6,General Simón Bolívar,9998,Localidades de una vivienda,,,,26,19,7
10,Durango,6,General Simón Bolívar,9999,Localidades de dos viviendas,,,,10,4,6
10,Durango,7,Gómez Palacio,0,Total del Municipio,,,,327985,161736,166249
10,Durango,7,Gómez Palacio,1,Gómez Palacio,1032954,253340,1138,257352,126001,131351
10,Durango,7,Gómez Palacio,29,Granja Ana [Propiedad Privada],1033001,253908,1120,6,NA,NA
10,Durango,7,Gómez Palacio,30,Los Ángeles,1032209,254702,1110,312,157,155
10,Durango,7,Gómez Palacio,31,Aquiles Serdán,1032608,253833,1125,274,137,137
10,Durango,7,Gómez Palacio,32,Arcinas,1032426,254634,1110,1629,842,787
10,Durango,7,Gómez Palacio,33,Arturo Martínez Adame,1032302,254954,1104,1251,640,611
10,Durango,7,Gómez Palacio,34,La Aurora,1033540,254446,1124,925,480,445
10,Durango,7,Gómez Palacio,35,Pequeña Bahía,1033143,254401,1110,5,NA,NA
10,Durango,7,Gómez Palacio,36,El Barro,1032342,255007,1107,745,375,370
10,Durango,7,Gómez Palacio,37,Bella Unión,1032452,253737,1120,260,120,140
10,Durango,7,Gómez Palacio,39,Berlín,1033444,254926,1108,219,101,118
10,Durango,7,Gómez Palacio,40,Brittingham,1033410,254527,1110,622,304,318
10,Durango,7,Gómez Palacio,41,Bucareli,1033206,253950,1120,505,243,262
10,Durango,7,Gómez Palacio,42,Colonia Agrícola Buendía,1033037,254249,1110,22,NA,NA
10,Durango,7,Gómez Palacio,44,California,1032235,254540,1110,1032,525,507
10,Durango,7,Gómez Palacio,45,El Cariño,1032631,253756,1129,576,269,307
10,Durango,7,Gómez Palacio,46,El Castillo,1032529,254000,1120,580,307,273
10,Durango,7,Gómez Palacio,49,La Competencia,1033140,254018,1119,658,320,338
10,Durango,7,Gómez Palacio,51,El Consuelo,1032822,254345,1110,474,238,236
10,Durango,7,Gómez Palacio,52,El Cortijo,1033603,253848,1139,13,7,6
10,Durango,7,Gómez Palacio,53,Cuatro de Diciembre (Sagundo),1033522,254258,1125,258,126,132
10,Durango,7,Gómez Palacio,56,Chihuahuita (Chihuahuita Viejo),1032232,254415,1110,321,169,152
10,Durango,7,Gómez Palacio,58,Dinamita,1033935,254321,1220,965,480,485
10,Durango,7,Gómez Palacio,60,El Duraznito,1033714,254108,1150,7,5,2
10,Durango,7,Gómez Palacio,63,San Carlos (La Escondida) [Propiedad Privada],1033121,254211,1113,3,NA,NA
10,Durango,7,Gómez Palacio,64,Esmeralda,1032551,254436,1118,2249,1093,1156
