ID_Solicitud,Riesgo,Ingreso_Estable,Buen_Historial,Tiene_Garantia
1093,Alto,0,0,0
1094,Muy alto,0,1,0
1095,Medio,1,1,0
1096,Bajo,1,0,1
1097,Medio,1,0,1
1098,Alto,0,0,0
1099,Medio,0,0,0
1100,Bajo,1,1,1
1101,Bajo,1,1,1
1102,Muy alto,1,0,0
1103,Medio,1,1,1
1104,Bajo,0,1,1
1105,Bajo,1,0,1
1106,Medio,1,1,1
1107,Medio,0,1,1
1108,Medio,1,1,0
1109,Medio,1,1,0
1110,Bajo,1,1,0
1111,Muy alto,1,1,0
1112,Medio,0,1,1
1113,Alto,0,0,0
1114,Medio,1,1,0
1115,Medio,1,0,1
1116,Medio,0,1,1
1117,Bajo,1,1,1
1118,Alto,0,0,1
1119,Bajo,1,1,1
1120,Bajo,1,1,1
1121,Bajo,1,1,0
1122,Alto,0,0,1
1123,Bajo,1,1,0
1124,Medio,0,1,0
1125,Bajo,1,1,1
1126,Medio,1,1,1
1127,Alto,1,1,0
1128,Alto,1,0,0
1129,Alto,1,1,1
1130,Bajo,1,1,1
1131,Alto,0,1,1
1132,Medio,1,0,0
1133,Muy alto,1,0,0
1134,Bajo,1,1,0
1135,Bajo,1,1,1
1136,Alto,0,0,1
1137,Bajo,1,1,1
1138,Medio,0,1,1
1139,Muy alto,0,0,0
1140,Medio,1,1,1
1141,Alto,0,0,1
1142,Alto,1,0,1
1143,Medio,1,0,0
1144,Muy alto,1,0,0
1145,Muy alto,0,1,0
1146,Medio,1,1,0
1147,Bajo,1,1,1
1148,Muy alto,0,0,0
1149,Bajo,1,1,1
1150,Bajo,1,1,0
1151,Muy alto,1,0,0
1152,Alto,1,0,0
1153,Alto,0,0,0
1154,Medio,0,1,1
1155,Muy alto,1,0,0
1156,Alto,1,0,0
1157,Alto,1,1,0
1158,Medio,1,0,0
1159,Alto,0,1,1
1160,Medio,1,0,1
1161,Medio,0,0,1
1162,Muy alto,1,0,1
1163,Medio,0,0,1
1164,Bajo,0,1,0
1165,Medio,1,1,1
1166,Medio,1,0,1
1167,Alto,1,0,0
1168,Alto,0,1,0
1169,Medio,1,0,0
1170,Bajo,1,1,0
1171,Medio,1,0,0
1172,Medio,1,0,1
1173,Alto,1,0,0
1174,Bajo,0,1,1
1175,Medio,0,0,1
1176,Medio,1,1,1
1177,Alto,0,0,0
1178,Bajo,0,1,0
1179,Alto,1,1,1
1180,Bajo,1,1,1
1181,Medio,1,0,0
1182,Bajo,1,1,1
1183,Bajo,1,1,1
1184,Bajo,1,1,1
1185,Alto,1,0,1
1186,Alto,0,0,0
1187,Medio,1,1,1
1188,Medio,0,1,1
1189,Muy alto,1,0,0
1190,Medio,0,0,1
1191,Muy alto,1,0,0
1192,Bajo,1,1,0
1193,Medio,1,1,1
1194,Bajo,1,1,1
1195,Medio,1,1,0
1196,Medio,1,1,1
1197,Alto,0,0,1
1198,Muy alto,1,0,0
1199,Bajo,1,1,1
1200,Muy alto,0,0,1
1201,Bajo,1,1,1
1202,Bajo,1,1,1
1203,Bajo,1,0,1
1204,Bajo,0,1,1
1205,Alto,0,0,1
1206,Alto,0,0,0
1207,Alto,1,0,0
1208,Alto,1,0,1
1209,Medio,0,1,0
1210,Bajo,1,0,1
1211,Medio,1,1,1
1212,Alto,1,1,1
1213,Medio,1,1,0
1214,Muy alto,0,0,0
1215,Alto,1,1,0
1216,Alto,1,0,1
1217,Alto,0,0,1
1218,Alto,0,0,1
1219,Medio,0,1,1
1220,Alto,0,1,0
1221,Alto,1,0,0
1222,Bajo,1,1,1
1223,Medio,1,1,1
1224,Medio,1,1,1
1225,Alto,0,0,0
1226,Bajo,1,1,1
1227,Alto,0,1,0
1228,Muy alto,0,1,0
1229,Medio,1,1,1
1230,Medio,0,1,0
1231,Medio,0,1,1
1232,Bajo,1,1,0
1233,Alto,1,1,1
1234,Medio,1,1,1
1235,Medio,0,1,1
1236,Medio,0,1,1
1237,Alto,1,0,0
1238,Bajo,1,0,0
1239,Alto,1,0,1
1240,Muy alto,1,0,1
1241,Bajo,1,1,0
1242,Muy alto,1,1,0
1243,Bajo,1,1,1
1244,Medio,1,0,0
1245,Alto,0,0,1
1246,Muy alto,0,0,1
1247,Muy alto,0,1,0
1248,Bajo,1,1,1
1249,Bajo,1,1,1
1250,Bajo,1,1,1
1251,Bajo,0,1,1
1252,Medio,1,1,0
1253,Bajo,0,1,1
1254,Medio,1,0,0
1255,Medio,1,1,1
1256,Medio,1,1,1
1257,Bajo,1,1,1
1258,Bajo,1,1,0
1259,Alto,0,0,1
1260,Muy alto,0,0,0
1261,Medio,1,1,0
1262,Bajo,1,1,1
1263,Medio,1,1,0
1264,Alto,1,0,0
1265,Muy alto,0,0,1
1266,Medio,1,0,1
1267,Muy alto,0,0,0
1268,Medio,0,0,0
1269,Bajo,1,1,1
1270,Medio,0,1,0
1271,Bajo,1,1,0
1272,Muy alto,1,0,0
1273,Medio,1,1,1
1274,Muy alto,1,0,0
1275,Muy alto,1,0,0
1276,Alto,1,0,0
1277,Medio,1,1,1
1278,Medio,0,0,1
1279,Bajo,1,1,0
1280,Bajo,1,1,0
1281,Alto,0,0,1
1282,Alto,0,0,1
1283,Medio,1,1,1
1284,Alto,1,1,0
1285,Medio,1,1,1
1286,Alto,1,0,1
1287,Bajo,0,1,1
1288,Alto,1,1,1
1289,Muy alto,0,0,0
1290,Medio,1,0,1
1291,Muy alto,0,1,0
1292,Medio,0,1,0
1293,Medio,0,1,0
1294,Alto,1,0,1
1295,Bajo,1,0,1
1296,Alto,1,0,0
1297,Bajo,1,1,0
1298,Alto,1,1,1
1299,Muy alto,0,0,0
1300,Muy alto,0,0,0
1301,Bajo,1,1,1
1302,Medio,1,1,0
1303,Muy alto,0,0,1
1304,Medio,1,1,1
1305,Bajo,1,1,1
1306,Alto,0,1,0
1307,Alto,1,1,0
1308,Alto,1,1,1
1309,Alto,1,1,1
1310,Bajo,1,1,0
1311,Medio,1,0,1
1312,Muy alto,0,0,0
1313,Alto,0,1,0
1314,Muy alto,0,1,1
1315,Medio,1,0,1
1316,Muy alto,0,0,1
1317,Medio,0,0,1
1318,Alto,0,0,0
1319,Alto,0,1,1
1320,Medio,0,1,0
1321,Medio,1,0,0
1322,Alto,0,0,0
1323,Alto,1,0,0
1324,Alto,0,0,0
1325,Bajo,0,1,0
1326,Medio,1,1,0
1327,Muy alto,1,0,0
1328,Medio,1,1,0
1329,Muy alto,0,0,0
1330,Medio,1,0,1
1331,Muy alto,1,0,0
1332,Bajo,1,1,0
1333,Bajo,1,1,1
1334,Muy alto,0,1,1
1335,Muy alto,0,0,0
1336,Bajo,1,1,0
1337,Bajo,1,1,1
1338,Muy alto,0,0,0
1339,Alto,0,0,0
1340,Bajo,0,1,1
1341,Alto,0,0,0
1342,Bajo,1,1,1
1343,Bajo,1,1,0
1344,Bajo,1,1,1
1345,Muy alto,1,0,1
1346,Muy alto,1,0,0
1347,Medio,1,1,0
1348,Bajo,1,1,0
1349,Bajo,1,1,1
1350,Alto,1,0,0
1351,Muy alto,0,0,0
1352,Medio,1,1,1
1353,Medio,1,1,1
1354,Muy alto,1,0,0
1355,Medio,1,1,1
1356,Alto,0,0,0
1357,Medio,0,1,1
1358,Medio,1,0,0
1359,Muy alto,0,0,0
1360,Medio,1,1,1
1361,Alto,0,0,0
1362,Medio,0,1,0
1363,Medio,1,1,1
1364,Bajo,0,1,1
1365,Alto,0,1,1
1366,Muy alto,0,0,1
1367,Medio,1,1,0
1368,Alto,1,0,0
1369,Muy alto,0,0,0
1370,Muy alto,0,0,0
1371,Muy alto,0,0,1
1372,Medio,0,1,1
1373,Medio,0,1,0
1374,Alto,0,1,0
1375,Bajo,0,1,1
1376,Medio,1,0,1
1377,Medio,1,0,1
1378,Alto,0,1,0
1379,Bajo,1,1,1
1380,Medio,0,1,0
1381,Muy alto,1,0,0
1382,Bajo,0,1,0
1383,Alto,0,0,0
1384,Bajo,1,1,1
1385,Bajo,0,1,1
1386,Alto,1,0,0
1387,Medio,1,0,0
1388,Bajo,1,1,0
1389,Medio,1,0,1
1390,Bajo,1,1,0
1391,Medio,1,1,0
1392,Bajo,1,1,1
1393,Muy alto,0,0,1
1394,Medio,0,0,0
1395,Medio,0,0,1
1396,Alto,1,0,1
1397,Medio,1,1,1
1398,Medio,1,0,0
1399,Bajo,1,1,1
1400,Medio,1,1,1
1401,Alto,0,1,1
1402,Muy alto,0,0,0
1403,Bajo,1,1,1
1404,Muy alto,0,0,0
1405,Muy alto,0,0,1
1406,Alto,1,0,1
1407,Muy alto,0,0,0
1408,Bajo,1,1,1
1409,Bajo,1,1,1
1410,Bajo,1,1,0
1411,Bajo,1,1,1
1412,Muy alto,0,0,0
1413,Bajo,1,1,1
1414,Muy alto,0,1,0
1415,Medio,1,1,0
1416,Bajo,1,1,0
1417,Muy alto,0,0,0
1418,Alto,0,0,1
1419,Bajo,1,1,1
1420,Alto,0,1,1
1421,Muy alto,0,0,1
1422,Medio,1,1,1
1423,Medio,1,1,0
1424,Bajo,1,1,0
1425,Bajo,1,1,1
1426,Bajo,1,1,1
1427,Medio,1,0,1
1428,Alto,1,0,1
1429,Medio,0,1,0
1430,Bajo,1,1,1
1431,Medio,0,1,1
1432,Muy alto,0,0,0
1433,Bajo,1,1,1
1434,Muy alto,0,0,1
1435,Bajo,1,0,0
1436,Muy alto,0,0,0
1437,Medio,1,0,1
1438,Alto,1,1,0
1439,Bajo,1,1,1
1440,Medio,0,0,0
1441,Bajo,1,1,0
1442,Medio,0,1,1
1443,Alto,0,0,0
1444,Alto,1,1,1
1445,Medio,1,0,0
1446,Medio,0,1,1
1447,Muy alto,0,0,0
1448,Medio,1,1,1
1449,Alto,0,0,1
1450,Medio,0,1,0
1451,Medio,0,1,0
1452,Medio,1,1,0
1453,Medio,1,0,1
1454,Alto,1,1,1
1455,Medio,1,0,0
1456,Muy alto,0,0,0
1457,Alto,0,0,0
1458,Bajo,1,1,0
1459,Alto,0,1,0
1460,Alto,0,0,0
1461,Bajo,1,1,1
1462,Alto,1,1,1
1463,Muy alto,0,0,0
1464,Medio,1,1,0
1465,Bajo,1,1,0
1466,Alto,1,1,0
1467,Alto,1,0,1
1468,Alto,0,0,0
1469,Medio,1,1,0
1470,Bajo,1,1,1
1471,Muy alto,0,0,0
1472,Muy alto,0,0,0
1473,Medio,1,0,0
1474,Muy alto,0,0,1
1475,Alto,0,0,0
1476,Medio,0,1,0
1477,Medio,1,1,0
1478,Bajo,0,1,1
1479,Muy alto,0,0,0
1480,Medio,1,1,0
1481,Alto,0,1,0
1482,Alto,1,0,1
1483,Alto,1,0,0
1484,Medio,1,0,0
1485,Bajo,1,1,1
1486,Bajo,1,1,0
1487,Bajo,1,1,1
1488,Alto,0,0,1
1489,Medio,0,0,0
1490,Alto,1,1,1
1491,Alto,1,0,1
1492,Alto,0,0,1
1493,Alto,1,0,0
1494,Alto,1,0,0
1495,Medio,1,1,1
1496,Muy alto,0,0,1
1497,Alto,1,1,0
1498,Alto,1,0,0
1499,Alto,0,0,1
1500,Bajo,1,1,0
1501,Muy alto,0,0,1
1502,Bajo,1,1,1
1503,Alto,1,0,0
1504,Bajo,0,1,1
1505,Medio,0,1,0
1506,Alto,0,1,0
1507,Muy alto,0,0,1
1508,Medio,0,0,0
1509,Muy alto,0,0,0
1510,Alto,1,0,1
1511,Medio,1,1,0
1512,Alto,1,0,1
1513,Muy alto,1,1,0
1514,Bajo,1,1,1
1515,Bajo,0,1,1
1516,Medio,1,1,1
1517,Bajo,1,1,0
1518,Alto,1,1,0
1519,Alto,0,0,0
1520,Muy alto,0,0,0
1521,Muy alto,1,0,0
1522,Bajo,1,1,1
1523,Medio,1,1,1
1524,Muy alto,0,1,0
1525,Medio,0,1,0
1526,Muy alto,1,0,0
1527,Bajo,1,1,0
1528,Muy alto,1,0,0
1529,Bajo,1,1,1
1530,Medio,0,0,0
1531,Alto,1,0,0
1532,Medio,1,0,0
1533,Alto,0,0,0
1534,Muy alto,0,0,1
1535,Alto,0,1,1
1536,Alto,0,1,0
1537,Alto,1,0,0
1538,Medio,0,0,0
1539,Muy alto,0,0,0
1540,Medio,0,1,1
1541,Medio,0,1,0
1542,Alto,1,1,0
1543,Medio,0,1,1
1544,Bajo,1,0,1
1545,Alto,0,1,0
1546,Muy alto,1,0,1
1547,Medio,1,1,1
1548,Medio,0,1,0
1549,Alto,1,1,0
1550,Medio,1,1,0
1551,Medio,1,1,0
1552,Alto,0,0,0
1553,Bajo,1,1,1
1554,Medio,1,0,1
1555,Bajo,1,1,1
1556,Alto,0,1,1
1557,Medio,1,1,0
1558,Muy alto,0,0,0
1559,Muy alto,0,0,1
1560,Alto,0,1,1
1561,Muy alto,0,0,0
1562,Alto,0,1,1
1563,Medio,0,1,1
1564,Bajo,1,1,1
1565,Muy alto,1,0,0
1566,Alto,1,0,1
1567,Medio,1,0,1
1568,Alto,0,0,0
1569,Medio,1,1,0
1570,Bajo,1,1,1
1571,Alto,0,1,0
1572,Alto,0,1,1
1573,Alto,0,1,1
1574,Alto,0,0,0
1575,Muy alto,0,0,1
1576,Muy alto,1,0,1
1577,Medio,1,1,1
1578,Bajo,1,1,1
1579,Bajo,1,1,1
1580,Bajo,1,1,1
1581,Bajo,1,0,1
1582,Medio,1,1,1
1583,Alto,0,1,0
1584,Medio,1,1,1
1585,Muy alto,0,1,1
1586,Muy alto,1,0,0
1587,Bajo,1,1,1
1588,Medio,1,1,1
1589,Muy alto,1,0,1
1590,Bajo,1,1,1
1591,Alto,0,0,1
1592,Medio,1,1,0
1593,Alto,1,0,0
1594,Muy alto,0,0,0
1595,Bajo,1,0,1
1596,Muy alto,0,0,1
1597,Bajo,1,1,1
1598,Alto,0,0,1
1599,Bajo,1,1,1
1600,Muy alto,1,0,0
1601,Alto,1,1,1
1602,Alto,0,0,0
1603,Medio,0,0,1
1604,Medio,1,1,0
1605,Medio,1,1,1
1606,Medio,1,0,0
1607,Medio,1,1,1
1608,Alto,1,0,0
1609,Muy alto,0,0,0
1610,Muy alto,0,1,0
1611,Alto,1,1,0
1612,Muy alto,0,0,0
1613,Alto,0,0,1
1614,Alto,1,0,1
1615,Medio,1,0,1
1616,Bajo,1,1,1
1617,Bajo,1,1,1
1618,Medio,1,1,1
1619,Alto,1,0,0
1620,Bajo,1,1,1
1621,Alto,1,0,0
1622,Bajo,1,0,1
1623,Medio,0,1,0
1624,Alto,1,0,0
1625,Alto,0,0,0
1626,Alto,0,0,0
1627,Medio,1,1,1
1628,Muy alto,0,0,0
1629,Bajo,0,1,1
1630,Muy alto,0,0,0
1631,Muy alto,1,0,0
1632,Bajo,1,1,1
1633,Medio,1,0,1
1634,Muy alto,0,0,0
1635,Alto,0,0,1
1636,Medio,1,1,1
1637,Alto,0,0,0
1638,Medio,1,1,0
1639,Medio,1,1,1
1640,Medio,1,0,1
1641,Alto,0,0,0
1642,Bajo,1,1,0
1643,Bajo,1,0,1
1644,Muy alto,0,0,0
1645,Bajo,1,1,1
1646,Medio,1,1,1
1647,Bajo,1,1,1
1648,Alto,1,0,1
1649,Muy alto,1,0,0
1650,Bajo,1,1,0
1651,Alto,1,0,0
1652,Alto,0,1,1
1653,Muy alto,0,0,0
1654,Bajo,1,1,1
1655,Alto,0,0,0
1656,Alto,0,0,0
1657,Medio,1,1,1
1658,Muy alto,0,0,0
1659,Bajo,1,1,1
1660,Bajo,1,1,1
1661,Muy alto,0,0,0
1662,Medio,1,1,1
1663,Muy alto,0,0,0
1664,Muy alto,0,0,0
1665,Muy alto,1,1,0
1666,Alto,1,0,1
1667,Alto,0,0,1
1668,Medio,1,1,1
1669,Alto,0,0,0
1670,Muy alto,1,1,0
1671,Bajo,1,1,1
1672,Bajo,1,1,1
1673,Bajo,1,0,1
1674,Bajo,1,1,1
1675,Alto,0,0,0
1676,Muy alto,0,1,0
1677,Alto,1,0,1
1678,Medio,0,1,0
1679,Alto,1,1,1
1680,Bajo,1,1,0
1681,Muy alto,0,0,0
1682,Medio,0,1,0
1683,Alto,1,0,0
1684,Muy alto,0,0,1
1685,Alto,0,0,0
1686,Medio,1,1,1
1687,Medio,1,1,0
1688,Alto,0,1,1
1689,Muy alto,0,0,0
1690,Bajo,1,1,1
1691,Medio,0,0,0
1692,Alto,0,1,1
1693,Alto,1,1,1
1694,Muy alto,1,1,0
1695,Muy alto,0,0,0
1696,Alto,0,1,1
1697,Muy alto,0,0,0
1698,Bajo,1,1,1
1699,Alto,1,0,1
1700,Medio,1,1,0
1701,Medio,0,1,1
1702,Bajo,1,1,1
1703,Medio,1,1,0
1704,Medio,1,1,0
1705,Medio,1,0,0
1706,Alto,1,1,0
1707,Medio,1,0,1
1708,Muy alto,0,0,0
1709,Medio,0,1,1
1710,Alto,0,1,0
1711,Medio,1,1,1
1712,Medio,1,1,0
1713,Muy alto,1,0,0
1714,Medio,1,1,0
1715,Bajo,0,1,1
1716,Alto,1,1,1
1717,Medio,1,0,1
1718,Bajo,1,1,0
1719,Alto,1,1,0
1720,Medio,1,1,1
1721,Bajo,1,1,1
1722,Bajo,1,1,1
1723,Bajo,1,1,1
1724,Alto,0,1,0
1725,Medio,1,1,1
1726,Alto,1,0,0
1727,Muy alto,1,0,0
1728,Medio,0,1,0
1729,Alto,0,1,1
1730,Alto,1,0,1
1731,Alto,0,1,0
1732,Alto,0,0,0
1733,Muy alto,0,0,1
1734,Bajo,1,1,1
1735,Alto,0,0,0
1736,Alto,0,1,1
1737,Alto,0,1,0
1738,Medio,0,0,0
1739,Bajo,1,1,1
1740,Medio,0,0,1
1741,Muy alto,1,0,0
1742,Bajo,1,1,1
1743,Alto,1,0,0
1744,Muy alto,0,0,0
1745,Muy alto,1,0,0
1746,Bajo,1,1,1
1747,Bajo,0,1,0
1748,Muy alto,1,0,0
1749,Alto,0,1,0
1750,Alto,0,0,0
1751,Medio,1,0,1
1752,Bajo,1,1,1
1753,Alto,0,1,1
1754,Medio,1,1,0
1755,Medio,1,0,0
1756,Alto,0,1,1
1757,Medio,1,1,1
1758,Medio,0,0,0
1759,Bajo,1,0,1
1760,Medio,1,0,0
1761,Muy alto,1,0,1
1762,Bajo,1,1,0
1763,Bajo,1,1,1
1764,Muy alto,0,0,0
1765,Bajo,1,1,1
1766,Medio,1,1,0
1767,Medio,0,0,0
1768,Bajo,1,1,1
1769,Muy alto,0,0,1
1770,Muy alto,0,0,0
1771,Alto,0,0,1
1772,Alto,0,0,1
1773,Medio,1,1,1
1774,Bajo,1,1,1
1775,Alto,0,0,0
1776,Medio,0,1,0
1777,Medio,1,1,1
1778,Medio,0,1,1
1779,Alto,0,1,1
1780,Alto,0,1,0
1781,Muy alto,0,0,0
1782,Muy alto,1,0,0
1783,Medio,1,1,0
1784,Muy alto,0,0,0
1785,Muy alto,0,0,0
1786,Medio,1,0,1
1787,Bajo,1,1,1
1788,Alto,0,1,0
1789,Muy alto,0,0,0
1790,Medio,0,0,1
1791,Muy alto,1,0,0
1792,Bajo,1,1,1
1793,Medio,1,1,1
1794,Alto,0,1,0
1795,Alto,0,1,1
1796,Alto,0,0,1
1797,Bajo,1,1,1
1798,Medio,1,1,1
1799,Bajo,1,1,1
1800,Medio,1,1,0
1801,Alto,1,0,1
1802,Medio,0,1,1
1803,Medio,1,0,1
1804,Medio,1,1,1
1805,Alto,1,0,0
1806,Bajo,1,1,1
1807,Bajo,1,1,1
1808,Alto,1,1,0
1809,Medio,1,1,0
1810,Medio,0,0,1
1811,Muy alto,0,0,1
1812,Muy alto,0,0,0
1813,Medio,1,1,0
1814,Bajo,1,1,1
1815,Alto,0,0,1
1816,Medio,1,0,1
1817,Bajo,1,1,0
1818,Alto,1,1,0
1819,Medio,0,1,0
1820,Medio,1,0,0
1821,Medio,1,0,0
1822,Alto,0,0,1
1823,Medio,1,1,0
1824,Alto,0,0,0
1825,Bajo,1,1,1
1826,Medio,1,0,1
1827,Bajo,1,0,1
1828,Medio,0,1,1
1829,Alto,0,1,0
1830,Bajo,1,1,0
1831,Muy alto,0,0,1
1832,Medio,1,1,0
1833,Medio,0,1,1
1834,Alto,0,1,1
1835,Alto,0,1,1
1836,Bajo,1,1,1
1837,Bajo,1,1,1
1838,Medio,0,0,0
1839,Medio,0,1,1
1840,Bajo,1,1,1
1841,Muy alto,0,0,1
1842,Medio,1,0,0
1843,Medio,0,0,1
1844,Alto,1,1,1
1845,Medio,1,1,1
1846,Alto,1,1,0
1847,Bajo,1,1,0
1848,Muy alto,0,0,0
1849,Muy alto,0,0,1
1850,Muy alto,1,0,1
1851,Muy alto,0,0,0
1852,Alto,1,0,1
1853,Medio,0,1,1
1854,Bajo,1,1,1
1855,Muy alto,0,1,1
1856,Muy alto,0,0,0
1857,Bajo,1,1,1
1858,Muy alto,0,0,1
1859,Medio,0,1,1
1860,Medio,0,1,0
1861,Medio,1,0,1
1862,Bajo,0,1,1
1863,Muy alto,0,0,0
1864,Bajo,1,1,1
1865,Muy alto,0,0,0
1866,Alto,1,1,1
1867,Alto,0,0,1
1868,Muy alto,1,0,0
1869,Medio,1,1,1
1870,Bajo,1,1,1
1871,Alto,0,0,1
1872,Medio,1,1,1
1873,Bajo,0,1,0
1874,Medio,1,1,1
1875,Muy alto,0,0,1
1876,Bajo,1,0,1
1877,Bajo,1,1,1
1878,Bajo,1,1,0
1879,Bajo,1,1,1
1880,Muy alto,0,1,1
1881,Alto,0,0,1
1882,Medio,1,1,0
1883,Alto,1,1,1
1884,Bajo,1,1,0
1885,Medio,0,1,1
1886,Bajo,1,1,0
1887,Muy alto,0,0,0
1888,Alto,0,1,0
1889,Bajo,1,1,1
1890,Medio,0,0,0
1891,Medio,1,0,1
1892,Medio,0,1,0
1893,Medio,1,1,0
1894,Medio,1,0,0
1895,Medio,0,1,1
1896,Bajo,1,1,1
1897,Muy alto,0,0,0
1898,Bajo,1,1,1
1899,Medio,1,1,0
1900,Alto,0,0,1
1901,Bajo,1,0,1
1902,Bajo,1,1,1
1903,Muy alto,0,0,0
1904,Bajo,1,1,0
1905,Medio,1,0,0
1906,Muy alto,1,0,0
1907,Alto,0,0,1
1908,Alto,0,0,1
1909,Muy alto,0,0,1
1910,Medio,1,0,1
1911,Muy alto,0,1,0
1912,Alto,0,0,1
1913,Medio,1,1,1
1914,Medio,1,1,1
1915,Medio,1,1,0
1916,Alto,0,0,0
1917,Muy alto,1,1,0
1918,Medio,0,1,1
1919,Muy alto,0,0,0
1920,Muy alto,0,0,0
1921,Bajo,1,1,1
1922,Alto,1,1,1
1923,Bajo,1,1,1
1924,Medio,1,1,0
1925,Bajo,1,0,1
1926,Medio,1,1,1
1927,Medio,0,1,1
1928,Alto,1,0,0
1929,Medio,1,1,0
1930,Alto,0,1,1
1931,Muy alto,0,1,0
1932,Bajo,1,1,1
1933,Alto,0,0,0
1934,Medio,1,1,1
1935,Medio,1,1,0
1936,Bajo,1,1,1
1937,Muy alto,0,0,0
1938,Medio,1,1,0
1939,Alto,1,1,0
1940,Alto,0,0,0
1941,Bajo,1,0,0
1942,Medio,0,1,0
1943,Alto,0,1,1
1944,Bajo,1,1,0
1945,Bajo,1,1,1
1946,Muy alto,0,0,0
1947,Medio,1,1,1
1948,Muy alto,0,0,0
1949,Muy alto,0,0,0
1950,Alto,1,1,1
1951,Medio,1,0,0
1952,Alto,0,0,1
1953,Medio,0,1,0
1954,Muy alto,1,0,0
1955,Muy alto,1,0,1
1956,Alto,0,0,0
1957,Medio,1,1,1
1958,Medio,1,1,1
1959,Muy alto,0,0,0
1960,Bajo,1,1,0
1961,Medio,0,0,1
1962,Muy alto,0,0,1
1963,Alto,1,0,0
1964,Muy alto,0,1,0
1965,Bajo,1,1,0
1966,Muy alto,0,0,0
1967,Alto,0,0,1
1968,Alto,0,0,0
1969,Muy alto,0,0,0
1970,Medio,1,1,0
1971,Bajo,1,1,1
1972,Medio,1,0,0
1973,Bajo,1,0,0
1974,Medio,1,1,0
1975,Alto,1,1,1
1976,Bajo,1,1,1
1977,Muy alto,0,0,0
1978,Muy alto,1,0,1
1979,Medio,0,1,1
1980,Bajo,1,1,1
1981,Bajo,0,1,1
1982,Muy alto,1,0,0
1983,Muy alto,0,0,0
1984,Medio,1,1,0
1985,Medio,1,1,1
1986,Alto,0,0,0
1987,Bajo,1,1,1
1988,Bajo,1,1,0
1989,Alto,1,0,0
1990,Alto,1,0,1
1991,Bajo,0,1,0
1992,Alto,1,0,0
1993,Alto,1,0,0
1994,Muy alto,1,1,0
1995,Muy alto,0,0,0
1996,Bajo,0,1,1
1997,Bajo,1,1,1
1998,Bajo,1,1,1
1999,Alto,1,0,0
2000,Bajo,1,0,1
2001,Muy alto,0,0,0
2002,Bajo,1,1,1
2003,Bajo,0,1,1
2004,Medio,0,1,1
2005,Alto,0,0,1
2006,Bajo,1,1,1
2007,Medio,1,1,1
2008,Muy alto,0,0,1
2009,Medio,1,1,0
2010,Medio,0,1,1
2011,Bajo,1,1,0
2012,Muy alto,0,0,0
2013,Medio,0,0,0
2014,Medio,1,1,0
2015,Alto,0,1,1
2016,Medio,1,1,1
2017,Muy alto,1,0,1
2018,Muy alto,1,1,0
2019,Bajo,1,1,1
2020,Bajo,1,1,0
2021,Muy alto,0,0,0
2022,Alto,0,0,0
2023,Muy alto,1,1,0
2024,Muy alto,0,0,0
2025,Alto,0,0,0
2026,Bajo,1,1,1
2027,Alto,0,1,0
2028,Bajo,1,1,0
2029,Medio,0,1,0
2030,Medio,1,0,0
2031,Medio,1,0,1
2032,Bajo,1,1,1
2033,Alto,1,1,1
2034,Muy alto,1,0,0
2035,Alto,0,0,0
2036,Bajo,0,0,1
2037,Alto,1,0,0
2038,Muy alto,0,1,0
2039,Bajo,1,1,1
2040,Muy alto,0,0,1
2041,Medio,1,1,0
2042,Bajo,0,1,1
2043,Muy alto,1,0,0
2044,Alto,0,1,0
2045,Alto,0,1,0
2046,Medio,1,1,1
2047,Bajo,1,1,0
2048,Medio,1,1,1
2049,Medio,1,1,1
2050,Alto,0,0,0
2051,Alto,0,0,0
2052,Medio,0,0,0
2053,Muy alto,1,0,0
2054,Alto,0,1,0
2055,Medio,1,1,1
2056,Medio,1,1,1
2057,Bajo,1,0,0
2058,Bajo,1,0,0
2059,Muy alto,0,0,0
2060,Medio,1,0,0
2061,Medio,1,1,1
2062,Medio,0,0,1
2063,Bajo,1,1,0
2064,Medio,1,1,1
2065,Alto,0,0,0
2066,Muy alto,0,1,0
2067,Muy alto,0,1,0
2068,Bajo,1,1,0
2069,Medio,1,0,0
2070,Bajo,1,1,0
2071,Alto,0,1,1
2072,Medio,1,0,1
2073,Medio,1,0,1
2074,Medio,0,1,0
2075,Muy alto,0,0,1
2076,Bajo,1,1,1
2077,Medio,1,1,0
2078,Medio,1,0,1
2079,Muy alto,0,0,1
2080,Alto,0,0,0
2081,Bajo,1,1,1
2082,Alto,0,0,1
2083,Medio,1,1,1
2084,Bajo,1,1,0
2085,Bajo,1,1,0
2086,Alto,0,0,0
2087,Bajo,1,0,1
2088,Muy alto,0,1,1
2089,Alto,0,0,1
2090,Bajo,0,1,1
2091,Bajo,1,1,1
2092,Medio,1,1,1
2093,Medio,1,1,1
2094,Alto,1,1,1
2095,Muy alto,1,0,0
2096,Alto,0,0,1
2097,Alto,1,1,0
2098,Alto,0,0,0
2099,Alto,0,0,0
2100,Medio,1,1,0
2101,Medio,1,0,0
2102,Bajo,0,1,0
2103,Alto,0,1,1
2104,Alto,0,0,1
2105,Muy alto,0,0,0
2106,Medio,0,1,1
2107,Bajo,1,1,1
2108,Bajo,0,0,1
2109,Muy alto,0,1,1
2110,Medio,1,0,0
2111,Medio,1,1,1
2112,Alto,1,0,0
2113,Bajo,1,1,0
2114,Medio,1,0,0
2115,Bajo,1,1,0
