ingreso_mensual,edad,horas_extra_mensuales,antiguedad_meses,nivel_educativo,area_trabajo
14001.83,34,4.0,1,Preparatoria,Procesamiento
18236.9,29,0.7,20,Universidad,Mantenimiento
15314.15,29,9.7,11,Secundaria,Administración
15580.33,34,17.2,16,Secundaria,Administración
13181.99,39,4.0,4,Universidad,Procesamiento
12939.66,43,2.1,7,Secundaria,Procesamiento
13115.81,30,4.0,22,Preparatoria,Extracción
15762.25,48,9.0,67,Universidad,Extracción
13152.85,34,0.1,1,Secundaria,Extracción
15427.28,36,6.2,44,Secundaria,Mantenimiento
21141.28,30,6.7,17,Universidad,Extracción
17287.6,18,7.1,17,Preparatoria,Extracción
13456.72,43,1.9,14,Posgrado,Administración
18343.88,42,8.8,1,Preparatoria,Extracción
13194.16,34,0.7,2,Secundaria,Extracción
8000.0,37,1.6,18,Universidad,Extracción
11274.12,40,14.7,8,Preparatoria,Procesamiento
8513.47,23,9.4,50,Secundaria,Procesamiento
13375.16,32,0.1,10,Universidad,Procesamiento
14558.94,42,2.0,3,Secundaria,Procesamiento
19864.6,26,1.7,25,Secundaria,Mantenimiento
15546.17,38,2.2,7,Secundaria,Mantenimiento
13798.88,25,2.0,15,Preparatoria,Administración
17154.1,40,0.5,24,Preparatoria,Mantenimiento
8000.0,36,4.3,46,Preparatoria,Procesamiento
15253.97,23,9.2,31,Universidad,Extracción
16966.77,45,6.5,23,Universidad,Extracción
9768.52,30,7.8,23,Secundaria,Extracción
18160.01,30,0.6,58,Secundaria,Mantenimiento
15583.19,38,21.2,7,Secundaria,Mantenimiento
13171.08,45,12.8,1,Secundaria,Procesamiento
16524.9,28,11.4,6,Universidad,Extracción
21766.22,36,12.1,5,Universidad,Procesamiento
15081.97,39,18.9,22,Universidad,Administración
15294.31,42,5.5,20,Secundaria,Procesamiento
13030.05,37,1.6,18,Preparatoria,Mantenimiento
11780.5,33,6.7,1,Preparatoria,Mantenimiento
17157.07,29,9.5,26,Secundaria,Administración
11760.53,37,9.4,8,Preparatoria,Mantenimiento
14729.01,27,5.2,22,Posgrado,Mantenimiento
12971.5,18,0.5,16,Preparatoria,Extracción
16032.74,39,3.2,8,Universidad,Extracción
15567.72,43,17.7,3,Preparatoria,Procesamiento
17820.13,18,6.1,2,Secundaria,Extracción
12867.95,28,5.4,36,Preparatoria,Administración
13636.4,41,2.2,50,Secundaria,Extracción
11367.96,52,3.2,21,Secundaria,Administración
13078.26,36,15.8,2,Preparatoria,Procesamiento
48500.0,30,7.7,10,Universidad,Extracción
16922.36,35,10.8,26,Preparatoria,Administración
11549.07,47,4.2,30,Preparatoria,Procesamiento
17282.74,31,7.0,3,Universidad,Procesamiento
18838.04,30,2.0,1,Universidad,Extracción
15822.99,32,8.6,25,Universidad,Mantenimiento
20505.75,28,65.0,9,Secundaria,Extracción
12023.87,37,4.1,6,Universidad,Procesamiento
10517.1,49,7.3,1,Secundaria,Procesamiento
8808.1,39,19.3,16,Preparatoria,Mantenimiento
19287.34,34,0.5,38,Secundaria,Mantenimiento
16593.97,34,12.2,63,Preparatoria,Procesamiento
14322.13,23,2.4,17,Secundaria,Extracción
15395.9,43,4.1,14,Preparatoria,Mantenimiento
10898.44,35,0.2,2,Preparatoria,Extracción
22326.41,35,2.5,16,Secundaria,Procesamiento
14913.51,62,4.9,10,Preparatoria,Procesamiento
14850.06,38,0.4,19,Universidad,Administración
16822.45,30,4.7,10,Posgrado,Procesamiento
16039.23,33,18.3,5,Secundaria,Procesamiento
15216.43,45,0.8,2,Universidad,Mantenimiento
11970.48,37,10.1,8,Universidad,Procesamiento
16008.7,24,3.7,2,Preparatoria,Extracción
20522.48,43,7.5,4,Secundaria,Procesamiento
18805.34,31,2.1,87,Universidad,Mantenimiento
19598.2,51,1.2,12,Posgrado,Administración
12864.11,45,1.2,15,Preparatoria,Procesamiento
11333.26,32,0.5,41,Preparatoria,Procesamiento
14097.48,46,1.4,108,Preparatoria,Extracción
14678.32,37,7.6,17,Secundaria,Administración
18001.41,43,14.9,33,Universidad,Mantenimiento
9084.11,40,11.8,8,Universidad,Extracción
19394.56,29,8.1,7,Secundaria,Extracción
13994.37,31,0.8,10,Universidad,Mantenimiento
13133.98,44,2.4,22,Secundaria,Extracción
11261.27,33,2.6,23,Posgrado,Extracción
9204.46,33,2.0,8,Preparatoria,Extracción
17134.15,28,5.1,3,Secundaria,Extracción
14734.62,39,5.4,20,Preparatoria,Procesamiento
10372.13,53,3.1,3,Preparatoria,Mantenimiento
10355.75,27,3.1,17,Secundaria,Extracción
13425.49,36,12.3,24,Preparatoria,Extracción
19840.87,47,10.9,24,Preparatoria,Extracción
13669.31,35,2.6,28,Universidad,Procesamiento
9689.94,40,17.2,41,Secundaria,Extracción
13713.62,28,21.4,14,Preparatoria,Procesamiento
13627.28,39,2.8,26,Secundaria,Mantenimiento
8000.0,35,3.1,19,Universidad,Extracción
14326.26,44,4.9,4,Secundaria,Extracción
13761.01,45,19.8,1,Universidad,Extracción
16727.86,57,14.6,7,Universidad,Procesamiento
20416.66,41,0.8,12,Preparatoria,Administración
18105.01,39,3.5,19,Preparatoria,Extracción
13639.56,38,5.6,38,Secundaria,Administración
10959.12,33,4.9,4,Secundaria,Extracción
22734.75,39,1.5,3,Universidad,Mantenimiento
14689.5,34,13.7,66,Universidad,Procesamiento
14544.57,37,7.9,2,Secundaria,Mantenimiento
14422.8,47,12.7,13,Preparatoria,Procesamiento
15133.87,28,13.7,18,Universidad,Procesamiento
14038.05,45,9.7,16,Preparatoria,Mantenimiento
12664.28,47,4.0,2,Secundaria,Mantenimiento
12750.05,35,6.6,1,Secundaria,Procesamiento
14395.19,19,1.2,2,Secundaria,Extracción
12761.04,31,7.8,18,Universidad,Extracción
12218.89,46,1.4,16,Preparatoria,Mantenimiento
14840.58,36,8.3,5,Preparatoria,Procesamiento
13684.07,28,1.8,20,Posgrado,Procesamiento
19312.78,32,0.9,34,Preparatoria,Mantenimiento
8000.0,43,1.3,1,Universidad,Administración
17992.82,40,0.0,14,Preparatoria,Procesamiento
18487.47,34,8.9,23,Secundaria,Mantenimiento
8000.0,33,9.2,6,Universidad,Mantenimiento
13403.4,33,5.1,7,Preparatoria,Procesamiento
13311.39,29,1.2,19,Secundaria,Extracción
9995.96,49,0.6,46,Preparatoria,Mantenimiento
12010.99,33,0.1,33,Secundaria,Procesamiento
10946.16,46,1.3,17,Preparatoria,Administración
20107.27,48,15.5,26,Universidad,Extracción
17494.17,44,1.9,9,Posgrado,Extracción
18568.98,33,3.1,20,Posgrado,Administración
16809.35,39,0.8,13,Secundaria,Mantenimiento
10887.03,36,1.8,4,Preparatoria,Procesamiento
12821.54,29,5.1,24,Secundaria,Mantenimiento
16066.0,39,6.6,16,Universidad,Mantenimiento
10589.19,27,2.0,9,Preparatoria,Procesamiento
16781.59,46,0.4,48,Preparatoria,Extracción
13730.96,32,3.5,1,Universidad,Mantenimiento
13300.57,38,1.9,8,Preparatoria,Administración
16775.07,38,1.7,1,Preparatoria,Extracción
15921.64,34,22.5,29,Posgrado,Administración
13344.91,41,6.7,24,Posgrado,Administración
18209.86,32,5.7,8,Secundaria,Procesamiento
11040.6,43,3.8,23,Preparatoria,Mantenimiento
16470.99,25,3.9,10,Posgrado,Procesamiento
16397.92,37,5.4,28,Secundaria,Extracción
13509.45,52,8.3,12,Preparatoria,Mantenimiento
15543.63,28,8.5,11,Secundaria,Administración
10496.44,31,1.3,55,Preparatoria,Mantenimiento
17456.89,40,4.9,6,Secundaria,Procesamiento
13908.31,37,3.7,3,Preparatoria,Extracción
12827.29,39,14.3,18,Secundaria,Extracción
17856.83,40,7.0,70,Preparatoria,Procesamiento
12246.1,41,5.3,9,Posgrado,Extracción
9992.92,45,0.9,1,Universidad,Procesamiento
9518.79,39,6.5,8,Universidad,Procesamiento
16439.23,34,0.9,14,Preparatoria,Mantenimiento
10402.63,41,2.9,4,Secundaria,Extracción
20115.34,51,1.1,21,Secundaria,Procesamiento
8000.0,35,8.2,122,Universidad,Procesamiento
19928.66,28,1.6,12,Preparatoria,Extracción
15175.26,45,3.5,9,Secundaria,Extracción
14190.52,35,15.8,10,Universidad,Extracción
12756.26,19,1.6,2,Secundaria,Administración
15777.24,43,5.0,43,Secundaria,Extracción
14379.57,32,3.8,11,Posgrado,Mantenimiento
18030.57,35,0.1,10,Universidad,Administración
14865.53,39,11.0,22,Preparatoria,Mantenimiento
14980.97,38,0.5,12,Posgrado,Extracción
13336.44,42,4.5,21,Universidad,Administración
14317.77,33,5.8,1,Universidad,Extracción
15484.97,40,6.9,34,Secundaria,Procesamiento
9027.46,34,8.2,56,Secundaria,Administración
10185.81,42,2.0,21,Preparatoria,Mantenimiento
16878.45,41,0.1,62,Universidad,Procesamiento
15046.77,29,9.0,3,Preparatoria,Extracción
13911.25,45,5.4,13,Secundaria,Procesamiento
14558.99,32,12.7,18,Secundaria,Procesamiento
15612.26,42,12.1,17,Universidad,Extracción
52000.0,39,13.0,10,Secundaria,Administración
12009.42,51,4.6,8,Preparatoria,Administración
15126.7,34,2.8,3,Secundaria,Administración
11369.21,33,11.0,10,Secundaria,Procesamiento
15806.41,36,4.2,4,Universidad,Mantenimiento
9051.73,34,1.4,27,Universidad,Administración
17793.3,42,13.5,5,Preparatoria,Administración
16012.31,23,15.0,1,Secundaria,Procesamiento
15319.3,28,4.4,16,Universidad,Extracción
17644.61,27,0.6,18,Secundaria,Extracción
19829.52,44,3.4,41,Preparatoria,Procesamiento
17745.98,50,11.4,17,Posgrado,Mantenimiento
8609.2,35,16.2,8,Secundaria,Mantenimiento
10405.35,35,1.6,32,Posgrado,Extracción
12500.58,37,0.5,16,Secundaria,Extracción
14583.49,45,14.7,2,Preparatoria,Procesamiento
16156.51,29,3.5,17,Preparatoria,Procesamiento
12177.62,38,5.5,48,Posgrado,Extracción
15097.65,44,24.1,10,Secundaria,Mantenimiento
12082.77,40,0.5,7,Preparatoria,Procesamiento
12543.14,38,7.3,3,Posgrado,Mantenimiento
9998.68,44,0.5,3,Preparatoria,Procesamiento
11545.65,18,3.3,11,Preparatoria,Extracción
10174.61,41,11.4,18,Secundaria,Procesamiento
11377.21,31,4.0,2,Universidad,Administración
17871.65,21,41.1,56,Secundaria,Extracción
11461.92,40,5.7,28,Secundaria,Mantenimiento
22923.62,47,2.7,18,Preparatoria,Procesamiento
16078.62,35,1.7,35,Preparatoria,Administración
15091.48,44,3.0,2,Posgrado,Mantenimiento
11753.26,49,3.3,13,Universidad,Extracción
16740.99,47,0.5,20,Universidad,Mantenimiento
12657.96,49,3.2,35,Universidad,Extracción
14890.43,42,4.4,31,Universidad,Administración
22692.27,37,9.0,6,Secundaria,Procesamiento
14192.61,23,7.5,57,Universidad,Procesamiento
18177.67,34,8.6,3,Secundaria,Mantenimiento
12249.84,29,0.1,42,Preparatoria,Mantenimiento
14388.04,53,1.7,71,Universidad,Extracción
20166.56,35,7.6,4,Preparatoria,Mantenimiento
12493.71,37,4.6,26,Universidad,Procesamiento
20299.84,40,0.0,1,Secundaria,Procesamiento
16764.81,36,11.4,10,Preparatoria,Mantenimiento
12700.11,50,10.4,15,Secundaria,Procesamiento
16523.7,31,5.6,17,Preparatoria,Extracción
17612.17,38,0.5,55,Universidad,Mantenimiento
16489.79,30,10.2,22,Preparatoria,Extracción
9475.28,25,6.1,13,Secundaria,Mantenimiento
12173.16,31,10.7,33,Secundaria,Extracción
13707.94,36,9.8,60,Secundaria,Extracción
14261.81,33,11.4,1,Preparatoria,Extracción
16486.15,30,5.1,81,Posgrado,Procesamiento
15068.64,25,1.1,2,Secundaria,Mantenimiento
10226.9,35,7.8,34,Universidad,Extracción
15716.63,24,6.8,7,Universidad,Extracción
16453.87,42,9.5,3,Preparatoria,Administración
16291.33,37,1.3,12,Universidad,Extracción
17958.5,24,1.5,21,Universidad,Administración
17168.55,34,15.5,10,Secundaria,Extracción
15969.38,30,9.7,1,Secundaria,Mantenimiento
14275.47,39,16.7,18,Secundaria,Extracción
9184.93,47,10.0,47,Posgrado,Administración
15874.78,21,6.4,10,Universidad,Mantenimiento
15164.6,37,7.4,5,Universidad,Procesamiento
15369.05,35,15.4,12,Secundaria,Extracción
10414.4,41,6.1,1,Preparatoria,Mantenimiento
11040.62,38,7.0,34,Secundaria,Procesamiento
17870.09,30,1.2,35,Secundaria,Extracción
14373.42,33,4.5,18,Preparatoria,Extracción
16680.8,30,8.8,9,Posgrado,Mantenimiento
14590.62,45,2.2,32,Universidad,Extracción
14595.22,36,1.6,16,Universidad,Mantenimiento
17502.51,51,2.6,35,Secundaria,Procesamiento
12848.66,36,1.9,20,Secundaria,Administración
14807.59,30,1.7,31,Preparatoria,Administración
13020.72,24,3.9,18,Universidad,Administración
13109.61,22,16.7,11,Universidad,Extracción
13510.65,23,5.0,63,Preparatoria,Administración
15210.83,38,1.5,16,Preparatoria,Extracción
12968.0,40,0.6,19,Secundaria,Procesamiento
18518.42,23,8.3,5,Secundaria,Procesamiento
11637.26,43,3.4,20,Preparatoria,Extracción
13902.01,32,12.1,17,Secundaria,Administración
13092.86,37,7.5,4,Preparatoria,Extracción
19130.33,49,11.1,1,Universidad,Mantenimiento
15128.98,43,2.2,19,Preparatoria,Mantenimiento
17801.9,34,8.3,29,Secundaria,Mantenimiento
9746.21,29,2.1,15,Secundaria,Extracción
15354.56,19,19.6,5,Preparatoria,Procesamiento
17346.82,30,7.1,22,Preparatoria,Mantenimiento
14763.31,34,2.7,2,Preparatoria,Extracción
17909.54,28,2.2,12,Preparatoria,Procesamiento
12844.68,35,1.5,4,Preparatoria,Extracción
19009.91,37,8.3,4,Universidad,Procesamiento
21856.47,34,1.7,5,Preparatoria,Administración
13338.92,31,6.3,10,Universidad,Procesamiento
13074.39,37,2.2,1,Preparatoria,Procesamiento
19150.83,40,7.6,10,Secundaria,Procesamiento
19554.63,27,11.8,14,Preparatoria,Procesamiento
12826.85,47,10.5,13,Preparatoria,Extracción
13155.4,35,10.0,10,Posgrado,Extracción
13598.29,36,1.5,37,Universidad,Procesamiento
10197.76,42,0.6,3,Universidad,Mantenimiento
11560.31,38,8.4,14,Universidad,Procesamiento
45000.0,44,3.2,1,Preparatoria,Extracción
12043.05,38,4.0,1,Preparatoria,Procesamiento
14389.01,31,0.2,17,Preparatoria,Extracción
15249.49,39,2.1,17,Posgrado,Administración
19461.6,27,0.2,42,Universidad,Procesamiento
11305.27,37,14.8,16,Secundaria,Extracción
17649.83,36,2.0,64,Universidad,Extracción
13815.24,34,5.7,1,Secundaria,Administración
14341.72,35,0.3,2,Preparatoria,Extracción
16659.42,21,7.7,1,Secundaria,Mantenimiento
10907.29,32,2.7,4,Universidad,Extracción
15723.71,37,16.0,16,Universidad,Administración
15032.65,37,15.3,21,Secundaria,Administración
16075.84,28,2.8,1,Secundaria,Procesamiento
15425.34,46,16.2,58,Secundaria,Extracción
22356.96,29,38.9,37,Universidad,Extracción
12459.23,44,12.2,7,Preparatoria,Procesamiento
12800.81,39,13.0,2,Secundaria,Procesamiento
12505.95,31,70.0,4,Secundaria,Extracción
12722.47,50,6.0,3,Preparatoria,Extracción
12460.36,26,0.5,3,Secundaria,Procesamiento
18304.85,43,0.7,15,Universidad,Procesamiento
19045.61,44,47.6,6,Secundaria,Extracción
12673.61,31,2.8,9,Universidad,Extracción
11836.46,47,9.7,91,Secundaria,Administración
16008.53,34,11.5,23,Preparatoria,Procesamiento
12732.89,38,13.7,60,Secundaria,Mantenimiento
16525.38,38,42.3,3,Universidad,Procesamiento
15149.35,35,1.9,10,Posgrado,Extracción
9649.62,42,0.3,16,Universidad,Extracción
19452.02,42,3.7,2,Preparatoria,Extracción
20246.81,22,1.0,1,Preparatoria,Mantenimiento
12539.08,46,0.2,22,Universidad,Mantenimiento
13259.36,23,3.1,21,Universidad,Extracción
15414.77,44,10.7,11,Secundaria,Administración
15570.26,45,5.8,13,Universidad,Extracción
16607.34,27,2.6,11,Preparatoria,Administración
20932.65,33,7.4,1,Secundaria,Administración
13933.77,27,1.8,8,Secundaria,Extracción
11945.45,34,0.1,4,Secundaria,Extracción
10086.18,34,10.1,2,Preparatoria,Procesamiento
12161.02,42,6.8,63,Secundaria,Mantenimiento
14393.99,46,10.1,18,Secundaria,Procesamiento
20242.59,47,0.3,26,Secundaria,Administración
12843.64,32,12.7,8,Preparatoria,Mantenimiento
15216.12,34,6.8,10,Universidad,Extracción
14447.45,23,5.8,5,Preparatoria,Extracción
18302.86,30,6.9,2,Secundaria,Mantenimiento
22586.18,44,14.0,4,Secundaria,Extracción
12801.22,49,6.2,32,Universidad,Mantenimiento
12933.79,26,6.1,23,Preparatoria,Extracción
17841.31,31,32.7,16,Preparatoria,Extracción
16682.05,36,9.9,13,Secundaria,Extracción
20409.46,38,4.1,51,Universidad,Mantenimiento
16368.57,30,8.6,2,Preparatoria,Extracción
13350.27,39,3.5,7,Secundaria,Mantenimiento
16390.1,32,1.8,9,Secundaria,Procesamiento
18047.85,36,6.4,31,Preparatoria,Mantenimiento
17125.54,40,18.4,98,Universidad,Procesamiento
16123.28,36,18.5,6,Universidad,Extracción
17913.36,33,2.9,41,Preparatoria,Mantenimiento
18241.75,35,5.3,36,Universidad,Extracción
18922.91,35,1.7,5,Secundaria,Procesamiento
16575.87,33,38.0,10,Preparatoria,Extracción
13965.22,34,27.8,11,Universidad,Mantenimiento
14969.48,49,7.3,77,Secundaria,Administración
18360.83,40,11.4,4,Universidad,Procesamiento
11885.81,34,8.8,32,Secundaria,Procesamiento
15679.75,42,6.3,8,Preparatoria,Mantenimiento
13241.32,33,0.4,26,Preparatoria,Extracción
14591.98,45,4.2,11,Preparatoria,Administración
18591.05,39,7.9,17,Universidad,Extracción
15111.52,35,7.9,36,Secundaria,Administración
14648.6,40,3.3,33,Universidad,Mantenimiento
10148.46,23,19.9,40,Preparatoria,Mantenimiento
16888.01,27,1.3,1,Preparatoria,Mantenimiento
16565.55,26,4.9,24,Posgrado,Procesamiento
21422.42,37,8.2,3,Universidad,Procesamiento
13515.11,50,8.4,11,Secundaria,Extracción
15201.28,54,7.3,16,Universidad,Procesamiento
15298.03,41,2.3,10,Secundaria,Procesamiento
19547.85,40,1.2,15,Secundaria,Administración
14195.05,22,7.1,113,Preparatoria,Procesamiento
15392.87,32,6.4,3,Posgrado,Extracción
16445.27,30,1.4,23,Secundaria,Extracción
15097.15,31,8.5,10,Universidad,Mantenimiento
13071.41,35,4.3,3,Secundaria,Extracción
15121.09,32,7.7,3,Universidad,Extracción
17935.62,20,12.7,60,Preparatoria,Mantenimiento
11215.15,42,1.3,42,Universidad,Procesamiento
14925.5,27,0.1,48,Secundaria,Procesamiento
12259.61,38,10.6,95,Universidad,Extracción
18324.15,53,6.6,5,Posgrado,Mantenimiento
9625.8,29,8.4,9,Universidad,Extracción
12711.45,18,12.7,22,Preparatoria,Mantenimiento
15707.08,34,11.4,13,Universidad,Extracción
19509.68,45,22.7,11,Secundaria,Administración
14289.6,52,5.4,9,Universidad,Procesamiento
12723.36,26,4.7,18,Universidad,Procesamiento
20519.7,40,3.6,17,Secundaria,Procesamiento
9866.36,32,1.2,4,Preparatoria,Procesamiento
8000.0,35,6.0,13,Secundaria,Extracción
15908.05,57,2.3,16,Preparatoria,Mantenimiento
12893.43,24,17.8,17,Preparatoria,Extracción
11232.05,38,6.1,5,Preparatoria,Administración
16766.74,40,6.3,27,Preparatoria,Mantenimiento
15280.16,45,3.1,1,Secundaria,Extracción
12694.95,37,0.4,9,Preparatoria,Mantenimiento
10403.03,38,0.2,30,Secundaria,Procesamiento
17291.86,33,3.9,17,Universidad,Extracción
16580.64,38,0.6,6,Secundaria,Administración
14182.64,33,6.5,24,Universidad,Mantenimiento
20409.24,41,14.9,17,Preparatoria,Procesamiento
11075.73,33,15.0,32,Preparatoria,Procesamiento
9618.32,39,7.5,27,Universidad,Extracción
12285.89,36,1.7,19,Preparatoria,Administración
14354.12,45,13.9,13,Preparatoria,Extracción
15278.69,36,15.2,3,Secundaria,Extracción
13728.04,22,1.5,6,Preparatoria,Procesamiento
15626.58,46,9.4,11,Secundaria,Procesamiento
10495.07,29,2.4,18,Secundaria,Procesamiento
19120.05,31,11.4,14,Preparatoria,Extracción
14237.12,31,41.2,7,Secundaria,Extracción
18075.35,47,0.2,1,Secundaria,Extracción
15596.72,19,15.9,14,Secundaria,Administración
15961.61,61,6.8,7,Secundaria,Extracción
16323.26,44,25.4,27,Secundaria,Mantenimiento
15932.67,38,4.4,1,Posgrado,Mantenimiento
16556.71,36,13.2,18,Secundaria,Mantenimiento
18753.29,38,0.5,57,Preparatoria,Administración
15128.87,40,2.9,4,Secundaria,Extracción
16768.81,41,0.5,13,Universidad,Extracción
14212.85,40,25.9,2,Secundaria,Procesamiento
19108.38,37,11.9,20,Posgrado,Extracción
12335.54,34,13.4,16,Preparatoria,Mantenimiento
20263.01,35,19.5,10,Secundaria,Mantenimiento
14371.49,34,0.6,15,Universidad,Administración
9921.52,45,3.4,45,Preparatoria,Extracción
14909.93,41,0.5,4,Secundaria,Administración
12320.63,18,1.7,1,Universidad,Extracción
17190.06,41,1.8,40,Universidad,Procesamiento
12411.6,38,4.4,17,Preparatoria,Procesamiento
13072.21,36,2.2,44,Preparatoria,Mantenimiento
8453.47,33,0.7,18,Universidad,Procesamiento
13052.62,45,1.3,33,Universidad,Administración
8000.0,44,1.1,11,Universidad,Administración
9431.51,30,25.3,28,Universidad,Administración
16933.33,39,10.0,49,Secundaria,Extracción
17014.56,28,24.0,17,Posgrado,Administración
15861.46,25,4.1,4,Secundaria,Mantenimiento
11405.68,31,2.3,6,Secundaria,Extracción
14347.32,43,11.2,4,Preparatoria,Extracción
14488.47,44,2.8,6,Preparatoria,Extracción
10793.23,40,2.5,7,Secundaria,Extracción
19310.87,42,1.9,16,Universidad,Procesamiento
17307.56,40,1.0,18,Preparatoria,Administración
13792.91,31,2.1,11,Preparatoria,Procesamiento
14586.03,39,3.1,19,Universidad,Procesamiento
15166.82,42,7.8,2,Preparatoria,Administración
8000.0,42,0.5,2,Secundaria,Extracción
13709.03,46,1.7,4,Secundaria,Administración
12317.65,42,11.6,15,Posgrado,Procesamiento
11294.82,39,1.1,5,Secundaria,Procesamiento
13600.48,45,2.9,7,Preparatoria,Extracción
20252.6,36,14.0,10,Preparatoria,Procesamiento
16550.7,29,1.2,33,Preparatoria,Extracción
12672.23,35,0.6,1,Secundaria,Mantenimiento
16332.26,30,4.6,21,Preparatoria,Extracción
