CARRERA,Semestre,Promedio
ARQUITECTURA,8,90.05
ARQUITECTURA,8,90.07
ARQUITECTURA,8,90.73
ARQUITECTURA,8,90.83
ARQUITECTURA,8,91.26
ARQUITECTURA,8,91.4
ARQUITECTURA,8,91.49
ARQUITECTURA,8,93.76
ARQUITECTURA,9,78.56
ARQUITECTURA,9,81.13
ARQUITECTURA,9,81.73
ARQUITECTURA,9,82.35
ARQUITECTURA,9,82.71
ARQUITECTURA,9,82.85
ARQUITECTURA,9,83.35
ARQUITECTURA,9,83.38
ARQUITECTURA,9,83.39
ARQUITECTURA,9,83.67
ARQUITECTURA,9,83.75
ARQUITECTURA,9,84.21
ARQUITECTURA,9,84.8
ARQUITECTURA,9,85.02
ARQUITECTURA,9,85.04
ARQUITECTURA,9,85.21
ARQUITECTURA,9,86
ARQUITECTURA,9,86.6
ARQUITECTURA,9,86.67
ARQUITECTURA,9,86.74
ARQUITECTURA,9,87.28
ARQUITECTURA,9,87.35
ARQUITECTURA,9,87.45
ARQUITECTURA,9,87.58
ARQUITECTURA,9,87.74
ARQUITECTURA,9,88
ARQUITECTURA,9,88.09
ARQUITECTURA,9,88.24
ARQUITECTURA,9,88.53
ARQUITECTURA,9,88.89
ARQUITECTURA,9,89.07
ARQUITECTURA,9,89.37
ARQUITECTURA,9,89.42
ARQUITECTURA,9,89.44
ARQUITECTURA,9,89.52
ARQUITECTURA,9,89.53
ARQUITECTURA,9,89.74
ARQUITECTURA,9,90.17
ARQUITECTURA,9,90.19
ARQUITECTURA,9,90.39
ARQUITECTURA,9,90.5
ARQUITECTURA,9,90.83
ARQUITECTURA,9,91.11
ARQUITECTURA,9,91.85
ARQUITECTURA,9,92.13
ARQUITECTURA,9,92.98
ARQUITECTURA,9,93.09
ARQUITECTURA,9,93.65
ARQUITECTURA,9,93.75
ARQUITECTURA,9,93.92
ARQUITECTURA,9,95.38
ARQUITECTURA,10,79.61
ARQUITECTURA,10,79.63
ARQUITECTURA,10,80.07
ARQUITECTURA,10,80.39
ARQUITECTURA,10,80.42
ARQUITECTURA,10,80.72
ARQUITECTURA,10,81.05
ARQUITECTURA,10,81.13
ARQUITECTURA,10,81.52
ARQUITECTURA,10,81.66
ARQUITECTURA,10,81.79
ARQUITECTURA,10,81.84
ARQUITECTURA,10,82
ARQUITECTURA,10,82.04
ARQUITECTURA,10,82.42
ARQUITECTURA,10,82.47
ARQUITECTURA,10,82.51
ARQUITECTURA,10,82.74
ARQUITECTURA,10,82.95
ARQUITECTURA,10,83.38
ARQUITECTURA,10,83.65
ARQUITECTURA,10,83.67
ARQUITECTURA,10,83.9
ARQUITECTURA,10,84.27
ARQUITECTURA,10,84.28
ARQUITECTURA,10,84.32
ARQUITECTURA,10,84.33
ARQUITECTURA,10,84.38
ARQUITECTURA,10,84.39
ARQUITECTURA,10,84.64
ARQUITECTURA,10,84.7
ARQUITECTURA,10,84.82
ARQUITECTURA,10,85.33
ARQUITECTURA,10,85.4
ARQUITECTURA,10,85.51
ARQUITECTURA,10,85.53
ARQUITECTURA,10,85.58
ARQUITECTURA,10,85.85
ARQUITECTURA,10,85.98
ARQUITECTURA,10,86.05
ARQUITECTURA,10,86.32
ARQUITECTURA,10,86.7
ARQUITECTURA,10,86.79
ARQUITECTURA,10,87.2
ARQUITECTURA,10,87.22
ARQUITECTURA,10,87.29
ARQUITECTURA,10,88.2
ARQUITECTURA,10,88.4
ARQUITECTURA,10,88.53
ARQUITECTURA,10,88.62
ARQUITECTURA,10,89.2
ARQUITECTURA,10,89.88
ARQUITECTURA,10,90.44
ARQUITECTURA,10,90.58
ARQUITECTURA,10,91.49
ARQUITECTURA,10,92.41
ARQUITECTURA,11,78.89
ARQUITECTURA,11,81.83
ARQUITECTURA,11,82.06
ARQUITECTURA,11,82.32
ARQUITECTURA,11,82.6
ARQUITECTURA,11,82.63
ARQUITECTURA,11,83.39
ARQUITECTURA,11,83.47
ARQUITECTURA,11,83.57
ARQUITECTURA,11,83.64
ARQUITECTURA,11,84.17
ARQUITECTURA,11,84.53
ARQUITECTURA,11,84.55
ARQUITECTURA,11,85.33
ARQUITECTURA,11,85.68
ARQUITECTURA,11,85.86
ARQUITECTURA,11,86.74
ARQUITECTURA,11,87.69
ARQUITECTURA,11,88.1
ARQUITECTURA,11,89.76
ARQUITECTURA,11,95.16
ARQUITECTURA,12,81.02
ARQUITECTURA,12,82.24
ARQUITECTURA,12,82.67
ARQUITECTURA,12,83.28
ARQUITECTURA,12,84.62
ARQUITECTURA,12,84.63
ARQUITECTURA,12,85.12
ARQUITECTURA,13,81.29
ARQUITECTURA,13,86.23
ARQUITECTURA,18,83.9
BIOQUIMICA,1,85.5
BIOQUIMICA,2,79.33
BIOQUIMICA,2,81
BIOQUIMICA,2,81.8
BIOQUIMICA,2,82.2
BIOQUIMICA,2,82.6
BIOQUIMICA,2,82.8
BIOQUIMICA,2,83.67
BIOQUIMICA,2,84.2
BIOQUIMICA,2,84.2
BIOQUIMICA,2,84.4
BIOQUIMICA,2,84.4
BIOQUIMICA,2,84.67
BIOQUIMICA,2,85
BIOQUIMICA,2,86.4
BIOQUIMICA,2,89
BIOQUIMICA,2,89.83
BIOQUIMICA,2,90.6
BIOQUIMICA,2,91.33
BIOQUIMICA,2,91.83
BIOQUIMICA,3,78.83
BIOQUIMICA,3,78.89
BIOQUIMICA,3,79.2
BIOQUIMICA,3,80.89
BIOQUIMICA,3,80.91
BIOQUIMICA,3,82.2
BIOQUIMICA,3,82.25
BIOQUIMICA,3,82.44
BIOQUIMICA,3,82.45
BIOQUIMICA,3,82.67
BIOQUIMICA,3,82.67
BIOQUIMICA,3,83.44
BIOQUIMICA,3,83.56
BIOQUIMICA,3,83.71
BIOQUIMICA,3,84.4
BIOQUIMICA,3,84.45
BIOQUIMICA,3,84.64
BIOQUIMICA,3,84.7
BIOQUIMICA,3,84.9
BIOQUIMICA,3,84.91
BIOQUIMICA,3,85
BIOQUIMICA,3,85.11
BIOQUIMICA,3,85.58
BIOQUIMICA,3,86
BIOQUIMICA,3,86.5
BIOQUIMICA,3,87.27
BIOQUIMICA,3,88.08
BIOQUIMICA,3,89.5
BIOQUIMICA,3,89.55
BIOQUIMICA,3,89.6
BIOQUIMICA,3,90
BIOQUIMICA,3,90
BIOQUIMICA,3,90.17
BIOQUIMICA,3,90.33
BIOQUIMICA,3,90.75
BIOQUIMICA,3,91.1
BIOQUIMICA,3,92.3
BIOQUIMICA,3,92.33
BIOQUIMICA,3,92.92
BIOQUIMICA,3,93.45
BIOQUIMICA,3,97.17
BIOQUIMICA,4,75.83
BIOQUIMICA,4,79.13
BIOQUIMICA,4,80.61
BIOQUIMICA,4,82.22
BIOQUIMICA,4,82.35
BIOQUIMICA,4,82.38
BIOQUIMICA,4,82.5
BIOQUIMICA,4,82.53
BIOQUIMICA,4,82.73
BIOQUIMICA,4,82.77
BIOQUIMICA,4,82.93
BIOQUIMICA,4,84.59
BIOQUIMICA,4,85.18
BIOQUIMICA,4,85.47
BIOQUIMICA,4,85.78
BIOQUIMICA,4,85.94
BIOQUIMICA,4,86.35
BIOQUIMICA,4,86.41
BIOQUIMICA,4,89.11
BIOQUIMICA,5,74.62
BIOQUIMICA,5,76.79
BIOQUIMICA,5,77.5
BIOQUIMICA,5,77.95
BIOQUIMICA,5,78.36
BIOQUIMICA,5,78.4
BIOQUIMICA,5,78.95
BIOQUIMICA,5,79.17
BIOQUIMICA,5,79.67
BIOQUIMICA,5,79.85
BIOQUIMICA,5,80
BIOQUIMICA,5,80
BIOQUIMICA,5,80.26
BIOQUIMICA,5,80.32
BIOQUIMICA,5,80.63
BIOQUIMICA,5,80.83
BIOQUIMICA,5,81.19
BIOQUIMICA,5,81.35
BIOQUIMICA,5,81.8
BIOQUIMICA,5,82.5
BIOQUIMICA,5,82.5
BIOQUIMICA,5,82.79
BIOQUIMICA,5,82.83
BIOQUIMICA,5,82.86
BIOQUIMICA,5,82.95
BIOQUIMICA,5,83.09
BIOQUIMICA,5,83.29
BIOQUIMICA,5,83.38
BIOQUIMICA,5,83.81
BIOQUIMICA,5,83.91
BIOQUIMICA,5,84.16
BIOQUIMICA,5,84.26
BIOQUIMICA,5,84.38
BIOQUIMICA,5,84.64
BIOQUIMICA,5,84.83
BIOQUIMICA,5,84.88
BIOQUIMICA,5,85
BIOQUIMICA,5,85.35
BIOQUIMICA,5,85.88
BIOQUIMICA,5,86.58
BIOQUIMICA,5,86.79
BIOQUIMICA,5,87.48
BIOQUIMICA,5,87.83
BIOQUIMICA,5,88.92
BIOQUIMICA,5,88.92
BIOQUIMICA,5,89.17
BIOQUIMICA,5,89.67
BIOQUIMICA,5,90.38
BIOQUIMICA,5,90.88
BIOQUIMICA,5,91.5
BIOQUIMICA,5,91.5
BIOQUIMICA,5,91.54
BIOQUIMICA,5,94.75
BIOQUIMICA,5,94.92
BIOQUIMICA,6,77.45
BIOQUIMICA,6,78
BIOQUIMICA,6,78.82
BIOQUIMICA,6,80.04
BIOQUIMICA,6,80.35
BIOQUIMICA,6,80.42
BIOQUIMICA,6,80.5
BIOQUIMICA,6,81.13
BIOQUIMICA,6,82
BIOQUIMICA,6,82.3
BIOQUIMICA,6,83
BIOQUIMICA,6,83.96
BIOQUIMICA,6,84.08
BIOQUIMICA,6,84.52
BIOQUIMICA,6,86.55
BIOQUIMICA,6,88.63
BIOQUIMICA,6,90.14
BIOQUIMICA,7,78
BIOQUIMICA,7,79.8
BIOQUIMICA,7,80.35
BIOQUIMICA,7,80.92
BIOQUIMICA,7,81.04
BIOQUIMICA,7,81.17
BIOQUIMICA,7,81.39
BIOQUIMICA,7,81.62
BIOQUIMICA,7,81.64
BIOQUIMICA,7,81.84
BIOQUIMICA,7,81.97
BIOQUIMICA,7,82.13
BIOQUIMICA,7,83.09
BIOQUIMICA,7,83.33
BIOQUIMICA,7,83.39
BIOQUIMICA,7,83.4
BIOQUIMICA,7,83.97
BIOQUIMICA,7,83.97
BIOQUIMICA,7,84.3
BIOQUIMICA,7,84.39
BIOQUIMICA,7,85.39
BIOQUIMICA,7,85.75
BIOQUIMICA,7,86
BIOQUIMICA,7,86.14
BIOQUIMICA,7,86.21
BIOQUIMICA,7,86.28
BIOQUIMICA,7,86.38
BIOQUIMICA,7,87.03
BIOQUIMICA,7,87.64
BIOQUIMICA,7,87.69
BIOQUIMICA,7,88.29
BIOQUIMICA,7,88.67
BIOQUIMICA,7,89
BIOQUIMICA,7,89.28
BIOQUIMICA,7,89.58
BIOQUIMICA,7,89.64
BIOQUIMICA,7,89.67
BIOQUIMICA,7,89.68
BIOQUIMICA,7,90.5
BIOQUIMICA,7,91.17
BIOQUIMICA,7,91.5
BIOQUIMICA,7,92.47
BIOQUIMICA,7,93.67
BIOQUIMICA,7,94.67
BIOQUIMICA,7,95.44
BIOQUIMICA,8,77.32
BIOQUIMICA,8,77.5
BIOQUIMICA,8,78.28
BIOQUIMICA,8,78.39
BIOQUIMICA,8,78.58
BIOQUIMICA,8,78.62
BIOQUIMICA,8,79.61
BIOQUIMICA,8,80.06
BIOQUIMICA,8,80.55
BIOQUIMICA,8,80.96
BIOQUIMICA,8,81
BIOQUIMICA,8,81
BIOQUIMICA,8,81.3
BIOQUIMICA,8,81.96
BIOQUIMICA,8,82.46
BIOQUIMICA,8,82.55
BIOQUIMICA,8,82.82
BIOQUIMICA,8,83.59
BIOQUIMICA,8,83.69
BIOQUIMICA,8,83.97
BIOQUIMICA,8,84.16
BIOQUIMICA,8,84.24
BIOQUIMICA,8,84.79
BIOQUIMICA,8,84.86
BIOQUIMICA,8,85.13
BIOQUIMICA,8,85.38
BIOQUIMICA,8,85.96
BIOQUIMICA,8,86.03
BIOQUIMICA,8,86.18
BIOQUIMICA,8,87.23
BIOQUIMICA,8,87.81
BIOQUIMICA,9,79.8
BIOQUIMICA,9,80.76
BIOQUIMICA,9,80.95
BIOQUIMICA,9,81.08
BIOQUIMICA,9,81.24
BIOQUIMICA,9,81.58
BIOQUIMICA,9,81.86
BIOQUIMICA,9,81.86
BIOQUIMICA,9,81.94
BIOQUIMICA,9,82.21
BIOQUIMICA,9,82.7
BIOQUIMICA,9,82.76
BIOQUIMICA,9,83.31
BIOQUIMICA,9,83.39
BIOQUIMICA,9,83.41
BIOQUIMICA,9,83.5
BIOQUIMICA,9,83.56
BIOQUIMICA,9,83.72
BIOQUIMICA,9,83.77
BIOQUIMICA,9,84.19
BIOQUIMICA,9,84.43
BIOQUIMICA,9,84.98
BIOQUIMICA,9,85.15
BIOQUIMICA,9,85.6
BIOQUIMICA,9,85.89
BIOQUIMICA,9,85.97
BIOQUIMICA,9,86.1
BIOQUIMICA,9,86.46
BIOQUIMICA,9,86.85
BIOQUIMICA,9,87.05
BIOQUIMICA,9,87.29
BIOQUIMICA,9,87.3
BIOQUIMICA,9,88.27
BIOQUIMICA,9,88.91
BIOQUIMICA,9,89.67
BIOQUIMICA,9,90.04
BIOQUIMICA,9,90.53
BIOQUIMICA,9,90.61
BIOQUIMICA,9,91.24
BIOQUIMICA,9,91.52
BIOQUIMICA,9,91.62
BIOQUIMICA,9,92.27
BIOQUIMICA,9,92.31
BIOQUIMICA,9,92.42
BIOQUIMICA,9,92.44
BIOQUIMICA,9,92.81
BIOQUIMICA,9,93.68
BIOQUIMICA,9,94.8
BIOQUIMICA,9,95.78
BIOQUIMICA,10,76.4
BIOQUIMICA,10,77.27
BIOQUIMICA,10,77.38
BIOQUIMICA,10,77.9
BIOQUIMICA,10,78.89
BIOQUIMICA,10,78.93
BIOQUIMICA,10,80.13
BIOQUIMICA,10,80.23
BIOQUIMICA,10,80.52
BIOQUIMICA,10,80.63
BIOQUIMICA,10,81.07
BIOQUIMICA,10,82.22
BIOQUIMICA,10,83.02
BIOQUIMICA,10,83.47
BIOQUIMICA,10,84.08
BIOQUIMICA,11,77.86
BIOQUIMICA,11,78.32
BIOQUIMICA,11,79.88
BIOQUIMICA,11,79.98
BIOQUIMICA,11,80.05
BIOQUIMICA,11,80.23
BIOQUIMICA,11,80.29
BIOQUIMICA,11,80.67
BIOQUIMICA,11,81.22
BIOQUIMICA,11,81.28
BIOQUIMICA,11,81.49
BIOQUIMICA,11,81.72
BIOQUIMICA,11,81.89
BIOQUIMICA,11,82.62
BIOQUIMICA,11,82.77
BIOQUIMICA,11,83.44
BIOQUIMICA,11,84.72
BIOQUIMICA,11,85.04
BIOQUIMICA,12,78.75
BIOQUIMICA,12,80.28
BIOQUIMICA,13,77.09
BIOQUIMICA,13,77.92
BIOQUIMICA,13,80.27
BIOQUIMICA,13,86.13
BIOQUIMICA,15,82.8
CIVIL,1,76.25
CIVIL,2,77.33
CIVIL,2,78.75
CIVIL,2,80
CIVIL,2,80.17
CIVIL,2,80.33
CIVIL,2,80.4
CIVIL,2,80.67
CIVIL,2,80.8
CIVIL,2,81
CIVIL,2,81
CIVIL,2,81
CIVIL,2,82.4
CIVIL,2,82.67
CIVIL,2,82.86
CIVIL,2,83
CIVIL,2,83.27
CIVIL,2,83.4
CIVIL,2,83.4
CIVIL,2,83.6
CIVIL,2,83.67
CIVIL,2,83.83
CIVIL,2,84.5
CIVIL,2,84.5
CIVIL,2,85.2
CIVIL,2,85.25
CIVIL,2,85.4
CIVIL,2,85.5
CIVIL,2,85.5
CIVIL,2,85.5
CIVIL,2,85.67
CIVIL,2,86
CIVIL,2,86
CIVIL,2,86.33
CIVIL,2,86.4
CIVIL,2,86.6
CIVIL,2,86.67
CIVIL,2,86.67
CIVIL,2,86.67
CIVIL,2,86.8
CIVIL,2,87.2
CIVIL,2,87.33
CIVIL,2,87.5
CIVIL,2,87.5
CIVIL,2,87.67
CIVIL,2,87.67
CIVIL,2,87.75
CIVIL,2,87.8
CIVIL,2,88.6
CIVIL,2,88.6
CIVIL,2,88.75
CIVIL,2,88.8
CIVIL,2,89.33
CIVIL,2,89.4
CIVIL,2,89.5
CIVIL,2,89.75
CIVIL,2,90.17
CIVIL,2,90.2
CIVIL,2,90.5
CIVIL,2,90.5
CIVIL,2,90.83
CIVIL,2,91
CIVIL,2,91
CIVIL,2,91.5
CIVIL,2,91.6
CIVIL,2,91.67
CIVIL,2,92
CIVIL,2,92.2
CIVIL,2,92.4
CIVIL,2,92.5
CIVIL,2,92.5
CIVIL,2,92.75
CIVIL,2,92.8
CIVIL,2,94.67
CIVIL,2,95.17
CIVIL,2,95.4
CIVIL,3,78.5
CIVIL,3,78.56
CIVIL,3,78.75
CIVIL,3,78.83
CIVIL,3,79.2
CIVIL,3,79.73
CIVIL,3,79.8
CIVIL,3,79.9
CIVIL,3,80
CIVIL,3,80.27
CIVIL,3,80.55
CIVIL,3,80.56
CIVIL,3,80.73
CIVIL,3,81
CIVIL,3,81.17
CIVIL,3,81.55
CIVIL,3,81.67
CIVIL,3,81.71
CIVIL,3,81.73
CIVIL,3,81.82
CIVIL,3,81.83
CIVIL,3,81.9
CIVIL,3,82.2
CIVIL,3,82.22
CIVIL,3,82.22
CIVIL,3,82.3
CIVIL,3,82.3
CIVIL,3,82.36
CIVIL,3,82.43
CIVIL,3,82.45
CIVIL,3,82.5
CIVIL,3,82.89
CIVIL,3,82.89
CIVIL,3,82.91
CIVIL,3,83
CIVIL,3,83.18
CIVIL,3,83.38
CIVIL,3,83.38
CIVIL,3,83.5
CIVIL,3,83.57
CIVIL,3,83.64
CIVIL,3,83.73
CIVIL,3,83.88
CIVIL,3,84.25
CIVIL,3,84.25
CIVIL,3,84.62
CIVIL,3,84.67
CIVIL,3,84.67
CIVIL,3,84.83
CIVIL,3,84.91
CIVIL,3,85.17
CIVIL,3,85.25
CIVIL,3,85.44
CIVIL,3,85.64
CIVIL,3,85.73
CIVIL,3,86.11
CIVIL,3,86.27
CIVIL,3,86.64
CIVIL,3,86.8
CIVIL,3,87.33
CIVIL,3,87.42
CIVIL,3,88.17
CIVIL,3,89.1
CIVIL,3,89.42
CIVIL,3,89.45
CIVIL,3,90.78
CIVIL,3,91.17
CIVIL,3,91.25
CIVIL,3,91.42
CIVIL,3,91.5
CIVIL,3,93.83
CIVIL,3,94
CIVIL,4,75.44
CIVIL,4,77.2
CIVIL,4,77.69
CIVIL,4,77.88
CIVIL,4,78.87
CIVIL,4,78.87
CIVIL,4,79.44
CIVIL,4,79.47
CIVIL,4,79.54
CIVIL,4,79.67
CIVIL,4,79.7
CIVIL,4,79.75
CIVIL,4,79.91
CIVIL,4,80
CIVIL,4,80
CIVIL,4,80.18
CIVIL,4,80.19
CIVIL,4,80.2
CIVIL,4,80.33
CIVIL,4,80.55
CIVIL,4,80.63
CIVIL,4,80.71
CIVIL,4,80.73
CIVIL,4,80.78
CIVIL,4,81.15
CIVIL,4,81.29
CIVIL,4,81.54
CIVIL,4,81.56
CIVIL,4,81.76
CIVIL,4,81.94
CIVIL,4,82
CIVIL,4,82.15
CIVIL,4,82.18
CIVIL,4,82.23
CIVIL,4,82.24
CIVIL,4,82.33
CIVIL,4,82.55
CIVIL,4,82.67
CIVIL,4,82.78
CIVIL,4,83
CIVIL,4,83.18
CIVIL,4,83.24
CIVIL,4,83.31
CIVIL,4,83.31
CIVIL,4,83.33
CIVIL,4,83.55
CIVIL,4,83.92
CIVIL,4,84.17
CIVIL,4,84.19
CIVIL,4,84.25
CIVIL,4,84.39
CIVIL,4,84.72
CIVIL,4,85.08
CIVIL,4,85.56
CIVIL,4,85.71
CIVIL,4,85.72
CIVIL,4,86.06
CIVIL,4,86.14
CIVIL,4,86.28
CIVIL,4,86.53
CIVIL,4,86.67
CIVIL,4,86.86
CIVIL,4,86.88
CIVIL,4,87.17
CIVIL,4,87.56
CIVIL,4,88.33
CIVIL,4,89.22
CIVIL,4,89.68
CIVIL,4,90.11
CIVIL,4,90.37
CIVIL,5,76.5
CIVIL,5,78.29
CIVIL,5,78.55
CIVIL,5,78.64
CIVIL,5,79.16
CIVIL,5,79.5
CIVIL,5,80.36
CIVIL,5,80.93
CIVIL,5,81.13
CIVIL,5,81.24
CIVIL,5,81.27
CIVIL,5,81.35
CIVIL,5,81.6
CIVIL,5,81.91
CIVIL,5,81.95
CIVIL,5,82.05
CIVIL,5,82.22
CIVIL,5,82.36
CIVIL,5,82.61
CIVIL,5,82.91
CIVIL,5,83.16
CIVIL,5,83.29
CIVIL,5,83.41
CIVIL,5,83.83
CIVIL,5,84.13
CIVIL,5,84.25
CIVIL,5,84.42
CIVIL,5,84.52
CIVIL,5,84.62
CIVIL,5,84.88
CIVIL,5,84.96
CIVIL,5,85
CIVIL,5,85.21
CIVIL,5,85.32
CIVIL,5,85.32
CIVIL,5,85.32
CIVIL,5,85.53
CIVIL,5,85.74
CIVIL,5,85.79
CIVIL,5,86
CIVIL,5,86.26
CIVIL,5,86.5
CIVIL,5,86.57
CIVIL,5,86.78
CIVIL,5,87.39
CIVIL,5,87.6
CIVIL,5,88.04
CIVIL,5,88.17
CIVIL,5,88.4
CIVIL,5,88.41
CIVIL,5,88.5
CIVIL,5,88.57
CIVIL,5,88.96
CIVIL,5,89.26
CIVIL,5,89.36
CIVIL,5,89.67
CIVIL,5,89.76
CIVIL,5,90.2
CIVIL,5,90.24
CIVIL,5,91
CIVIL,5,92.2
CIVIL,5,92.44
CIVIL,5,92.6
CIVIL,5,92.6
CIVIL,5,93.08
CIVIL,5,93.7
CIVIL,5,94.6
CIVIL,6,76.91
CIVIL,6,77.5
CIVIL,6,77.8
CIVIL,6,78.43
CIVIL,6,78.64
CIVIL,6,78.78
CIVIL,6,79.04
CIVIL,6,79.04
CIVIL,6,79.04
CIVIL,6,79.2
CIVIL,6,79.3
CIVIL,6,79.36
CIVIL,6,79.57
CIVIL,6,79.86
CIVIL,6,79.89
CIVIL,6,80
CIVIL,6,80.42
CIVIL,6,80.46
CIVIL,6,80.72
CIVIL,6,80.74
CIVIL,6,80.79
CIVIL,6,80.8
CIVIL,6,80.83
CIVIL,6,80.84
CIVIL,6,81.08
CIVIL,6,81.19
CIVIL,6,81.2
CIVIL,6,81.33
CIVIL,6,81.55
CIVIL,6,81.72
CIVIL,6,81.73
CIVIL,6,81.93
CIVIL,6,82.09
CIVIL,6,82.25
CIVIL,6,82.28
CIVIL,6,82.33
CIVIL,6,82.36
CIVIL,6,82.44
CIVIL,6,82.53
CIVIL,6,82.53
CIVIL,6,83
CIVIL,6,83.03
CIVIL,6,83.24
CIVIL,6,83.3
CIVIL,6,83.47
CIVIL,6,83.48
CIVIL,6,83.5
CIVIL,6,83.5
CIVIL,6,83.74
CIVIL,6,83.81
CIVIL,6,84.04
CIVIL,6,84.22
CIVIL,6,84.22
CIVIL,6,84.27
CIVIL,6,84.73
CIVIL,6,85.39
CIVIL,6,85.4
CIVIL,6,85.66
CIVIL,6,85.69
CIVIL,6,85.76
CIVIL,6,85.85
CIVIL,6,86.27
CIVIL,6,86.48
CIVIL,6,86.55
CIVIL,6,86.59
CIVIL,6,87.13
CIVIL,6,87.32
CIVIL,6,87.33
CIVIL,6,87.34
CIVIL,6,87.43
CIVIL,6,88.17
CIVIL,6,88.18
CIVIL,6,88.22
CIVIL,6,88.23
CIVIL,6,88.25
CIVIL,6,88.48
CIVIL,6,88.55
CIVIL,6,89.03
CIVIL,6,89.09
CIVIL,6,89.23
CIVIL,6,89.43
CIVIL,6,93.97
CIVIL,7,76.55
CIVIL,7,77.05
CIVIL,7,77.48
CIVIL,7,77.91
CIVIL,7,78.81
CIVIL,7,79.17
CIVIL,7,79.44
CIVIL,7,79.55
CIVIL,7,79.8
CIVIL,7,79.96
CIVIL,7,79.97
CIVIL,7,80.09
CIVIL,7,80.12
CIVIL,7,80.13
CIVIL,7,80.19
CIVIL,7,80.19
CIVIL,7,80.73
CIVIL,7,80.92
CIVIL,7,81.38
CIVIL,7,81.62
CIVIL,7,81.66
CIVIL,7,81.7
CIVIL,7,81.77
CIVIL,7,81.91
CIVIL,7,82.26
CIVIL,7,82.44
CIVIL,7,82.46
CIVIL,7,82.62
CIVIL,7,82.91
CIVIL,7,82.91
CIVIL,7,82.92
CIVIL,7,83.03
CIVIL,7,83.12
CIVIL,7,83.13
CIVIL,7,83.23
CIVIL,7,83.29
CIVIL,7,83.79
CIVIL,7,84.11
CIVIL,7,84.53
CIVIL,7,84.88
CIVIL,7,84.94
CIVIL,7,84.97
CIVIL,7,85.27
CIVIL,7,85.34
CIVIL,7,85.58
CIVIL,7,85.62
CIVIL,7,85.63
CIVIL,7,85.66
CIVIL,7,85.74
CIVIL,7,86.09
CIVIL,7,86.37
CIVIL,7,87.11
CIVIL,7,87.29
CIVIL,7,87.32
CIVIL,7,87.46
CIVIL,7,87.69
CIVIL,7,87.97
CIVIL,7,88.13
CIVIL,7,88.71
CIVIL,7,88.74
CIVIL,7,89.86
CIVIL,7,89.92
CIVIL,7,90.65
CIVIL,7,90.76
CIVIL,7,91.56
CIVIL,7,91.71
CIVIL,7,93.16
CIVIL,7,93.29
CIVIL,7,93.34
CIVIL,7,94.11
CIVIL,7,96.16
CIVIL,7,96.32
CIVIL,8,74.62
CIVIL,8,77.84
CIVIL,8,78.03
CIVIL,8,78.42
CIVIL,8,78.6
CIVIL,8,78.74
CIVIL,8,78.97
CIVIL,8,79.3
CIVIL,8,79.42
CIVIL,8,79.64
CIVIL,8,79.69
CIVIL,8,79.77
CIVIL,8,79.78
CIVIL,8,79.87
CIVIL,8,79.88
CIVIL,8,79.98
CIVIL,8,80.17
CIVIL,8,80.53
CIVIL,8,80.64
CIVIL,8,80.84
CIVIL,8,80.86
CIVIL,8,80.95
CIVIL,8,81.05
CIVIL,8,81.16
CIVIL,8,81.39
CIVIL,8,81.41
CIVIL,8,81.79
CIVIL,8,81.96
CIVIL,8,81.97
CIVIL,8,82.12
CIVIL,8,82.13
CIVIL,8,82.22
CIVIL,8,82.28
CIVIL,8,82.31
CIVIL,8,82.44
CIVIL,8,82.47
CIVIL,8,82.55
CIVIL,8,82.74
CIVIL,8,82.81
CIVIL,8,82.92
CIVIL,8,82.92
CIVIL,8,83
CIVIL,8,83
CIVIL,8,83.07
CIVIL,8,83.25
CIVIL,8,83.29
CIVIL,8,83.56
CIVIL,8,83.62
CIVIL,8,83.71
CIVIL,8,83.93
CIVIL,8,84.05
CIVIL,8,84.11
CIVIL,8,84.63
CIVIL,8,84.66
CIVIL,8,84.76
CIVIL,8,84.93
CIVIL,8,85.1
CIVIL,8,85.17
CIVIL,8,85.34
CIVIL,8,85.91
CIVIL,8,86.12
CIVIL,8,86.23
CIVIL,8,87.24
CIVIL,8,87.47
CIVIL,8,87.62
CIVIL,8,88.05
CIVIL,8,88.94
CIVIL,8,89.02
CIVIL,8,89.26
CIVIL,8,89.74
CIVIL,8,89.93
CIVIL,8,90.19
CIVIL,8,90.43
CIVIL,8,90.61
CIVIL,8,90.93
CIVIL,8,91.98
CIVIL,8,92.28
CIVIL,8,93.32
CIVIL,8,94.53
CIVIL,8,96.02
CIVIL,8,97.27
CIVIL,9,75.43
CIVIL,9,77.78
CIVIL,9,78.79
CIVIL,9,79
CIVIL,9,79.05
CIVIL,9,79.17
CIVIL,9,79.21
CIVIL,9,79.28
CIVIL,9,79.3
CIVIL,9,79.39
CIVIL,9,79.47
CIVIL,9,79.52
CIVIL,9,79.58
CIVIL,9,79.88
CIVIL,9,79.93
CIVIL,9,80.16
CIVIL,9,80.18
CIVIL,9,80.33
CIVIL,9,80.49
CIVIL,9,80.7
CIVIL,9,80.82
CIVIL,9,80.97
CIVIL,9,81.22
CIVIL,9,81.52
CIVIL,9,81.65
CIVIL,9,81.66
CIVIL,9,82.84
CIVIL,9,82.94
CIVIL,9,83
CIVIL,9,83.1
CIVIL,9,83.12
CIVIL,9,83.3
CIVIL,9,83.35
CIVIL,9,83.38
CIVIL,9,83.92
CIVIL,9,84.38
CIVIL,9,84.39
