"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"249","100050533","10","Durango","Dgo.","005","Durango","0533","Parque Temático del Viejo Oeste","R","24°06´33.774""N","104°41´56.177""W",24.109382,-104.698938,1970,"G13D81","0","0","0","0"
"250","100050534","10","Durango","Dgo.","005","Durango","0534","Canoas","R","23°58´00.401""N","105°04´32.291""W",23.966778,-105.075636,2560,"F13A19","9","*","*","2"
"251","100050537","10","Durango","Dgo.","005","Durango","0537","El Capulín","R","24°10´39.828""N","104°33´42.480""W",24.17773,-104.5618,1865,"G13D82","0","0","0","0"
"252","100050538","10","Durango","Dgo.","005","Durango","0538","Los Caballeros (El Carmen)","R","24°10´25.739""N","104°30´04.471""W",24.173816,-104.501242,1857,"G13D82","4","*","*","1"
"253","100050539","10","Durango","Dgo.","005","Durango","0539","El Carmen","R","24°09´46.918""N","104°32´32.796""W",24.163033,-104.542443,1861,"G13D82","3","*","*","1"
"254","100050550","10","Durango","Dgo.","005","Durango","0550","El Ciprés","R","24°04´00.756""N","104°38´50.036""W",24.066877,-104.647232,1910,"G13D82","0","0","0","0"
"255","100050551","10","Durango","Dgo.","005","Durango","0551","Ciudad de los Niños","R","24°04´21.538""N","104°34´23.895""W",24.072649,-104.573304,1860,"G13D82","17","7","10","5"
"256","100050556","10","Durango","Dgo.","005","Durango","0556","Las Cuatas","R","23°53´08.382""N","104°48´25.496""W",23.885662,-104.807082,2344,"F13B11","0","0","0","0"
"257","100050559","10","Durango","Dgo.","005","Durango","0559","Rancho los Díaz","R","24°10´49.430""N","104°42´08.266""W",24.180397,-104.702296,1900,"G13D81","0","0","0","0"
"258","100050561","10","Durango","Dgo.","005","Durango","0561","Dos Arbolitos [Granja]","R","24°04´44.080""N","104°33´59.974""W",24.078911,-104.566659,1860,"G13D82","7","3","4","3"
"259","100050562","10","Durango","Dgo.","005","Durango","0562","Echeverría de la Sierra","R","23°48´59.817""N","105°01´11.704""W",23.816616,-105.019918,2621,"F13A19","75","41","34","22"
"260","100050563","10","Durango","Dgo.","005","Durango","0563","Rancho las Margaritas","R","24°08´22.060""N","104°34´00.892""W",24.139461,-104.566914,1845,"G13D82","0","0","0","0"
"261","100050564","10","Durango","Dgo.","005","Durango","0564","La Esperanza","R","24°05´37.953""N","104°39´33.495""W",24.093876,-104.659304,1916,"G13D82","5","*","*","1"
"262","100050566","10","Durango","Dgo.","005","Durango","0566","Fierabrás","R","24°03´46.338""N","104°57´37.998""W",24.062872,-104.960555,2293,"G13D81","1","*","*","1"
"263","100050567","10","Durango","Dgo.","005","Durango","0567","La Flor","R","23°50´18.377""N","105°13´06.480""W",23.838438,-105.218467,2434,"F13A19","0","0","0","0"
"264","100050573","10","Durango","Dgo.","005","Durango","0573","Guijarro","R","23°31´41.850""N","104°46´41.963""W",23.528292,-104.778323,2840,"F13B21","2","*","*","1"
"265","100050575","10","Durango","Dgo.","005","Durango","0575","Rancho Jacarandas","R","24°00´19.992""N","104°42´56.084""W",24.005553,-104.715579,1910,"G13D81","6","*","*","1"
"266","100050576","10","Durango","Dgo.","005","Durango","0576","Queca (El Jagüey) [Granja]","R","24°10´04.421""N","104°44´07.866""W",24.167895,-104.735518,1926,"G13D81","0","0","0","0"
"267","100050577","10","Durango","Dgo.","005","Durango","0577","Vegas de Jesús María","R","24°15´36.016""N","105°14´16.108""W",24.260004,-105.237808,2340,"G13C79","0","0","0","0"
"268","100050578","10","Durango","Dgo.","005","Durango","0578","Balleza (José Irigoyen) [Rancho]","R","23°54´34.303""N","104°33´34.742""W",23.909529,-104.559651,1886,"F13B12","7","*","*","2"
"269","100050579","10","Durango","Dgo.","005","Durango","0579","Rancho la Joya","R","24°14´55.619""N","104°43´22.406""W",24.248783,-104.722891,1915,"G13D81","7","*","*","2"
"270","100050582","10","Durango","Dgo.","005","Durango","0582","Ninguno [Gas Plus]","R","24°04´54.799""N","104°33´44.422""W",24.081889,-104.562339,1860,"G13D82","0","0","0","0"
"271","100050583","10","Durango","Dgo.","005","Durango","0583","Familia López","R","24°09´28.279""N","104°33´25.070""W",24.157855,-104.556964,1859,"G13D82","0","0","0","0"
"272","100050584","10","Durango","Dgo.","005","Durango","0584","Potrerillos (El Lucero)","R","24°00´25.536""N","104°31´48.462""W",24.007093,-104.530128,1863,"G13D82","0","0","0","0"
"273","100050585","10","Durango","Dgo.","005","Durango","0585","Rancho el Maguey","R","24°05´11.062""N","104°34´04.800""W",24.086406,-104.568,1860,"G13D82","6","*","*","2"
"274","100050589","10","Durango","Dgo.","005","Durango","0589","El Milagro","R","24°05´21.695""N","104°34´31.843""W",24.08936,-104.575512,1862,"G13D82","0","0","0","0"
"275","100050592","10","Durango","Dgo.","005","Durango","0592","La Paloma","R","24°08´43.185""N","104°30´50.096""W",24.145329,-104.513916,1858,"G13D82","3","*","*","1"
"276","100050594","10","Durango","Dgo.","005","Durango","0594","Rancho Nativitas","R","24°03´38.329""N","104°34´38.221""W",24.060647,-104.577284,1860,"G13D82","7","*","*","1"
"277","100050596","10","Durango","Dgo.","005","Durango","0596","Los Obscuros","R","24°03´34.663""N","105°16´44.228""W",24.059629,-105.278952,2605,"G13C89","0","0","0","0"
"278","100050598","10","Durango","Dgo.","005","Durango","0598","Ojos Azules","R","24°07´14.414""N","104°31´43.301""W",24.120671,-104.528695,1862,"G13D82","0","0","0","0"
"279","100050601","10","Durango","Dgo.","005","Durango","0601","La Palmita","R","24°14´40.677""N","104°25´34.250""W",24.244633,-104.426181,1869,"G13D82","0","0","0","0"
"280","100050602","10","Durango","Dgo.","005","Durango","0602","Fraccionamiento Paraíso de la Sierra","R","23°51´01.291""N","105°16´28.154""W",23.850359,-105.274487,2410,"F13A19","10","5","5","4"
"281","100050606","10","Durango","Dgo.","005","Durango","0606","El Pinole","R","24°04´22.574""N","105°00´17.848""W",24.072937,-105.004958,2399,"G13C89","0","0","0","0"
"282","100050608","10","Durango","Dgo.","005","Durango","0608","El Presidio (El Pollo)","R","24°09´22.467""N","104°28´54.480""W",24.156241,-104.4818,1855,"G13D82","0","0","0","0"
"283","100050610","10","Durango","Dgo.","005","Durango","0610","El Porvenir","R","24°08´38.428""N","104°29´57.695""W",24.144008,-104.49936,1855,"G13D82","15","9","6","4"
"284","100050611","10","Durango","Dgo.","005","Durango","0611","Las Praderas","R","24°01´16.489""N","104°31´57.688""W",24.021247,-104.532691,1865,"G13D82","0","0","0","0"
"285","100050612","10","Durango","Dgo.","005","Durango","0612","Potrerillos","R","24°16´05.016""N","104°52´47.975""W",24.26806,-104.879993,2493,"G13D71","3","*","*","1"
"286","100050613","10","Durango","Dgo.","005","Durango","0613","Praxedis G. Guerrero Nuevo (La Loma)","R","23°56´29.083""N","104°33´59.897""W",23.941412,-104.566638,1880,"F13B12","682","329","353","158"
"287","100050620","10","Durango","Dgo.","005","Durango","0620","La Quinta","R","24°08´35.369""N","104°31´46.959""W",24.143158,-104.529711,1861,"G13D82","1","*","*","1"
"288","100050623","10","Durango","Dgo.","005","Durango","0623","Real de San Andrés","R","24°05´24.445""N","105°01´49.122""W",24.090124,-105.030312,2350,"G13C89","0","0","0","0"
"289","100050628","10","Durango","Dgo.","005","Durango","0628","San Blas","R","23°35´21.517""N","105°11´23.622""W",23.58931,-105.189895,2420,"F13A29","35","17","18","9"
"290","100050630","10","Durango","Dgo.","005","Durango","0630","San Felipe","R","23°59´55.204""N","104°35´06.642""W",23.998668,-104.585178,1867,"F13B12","0","0","0","0"
"291","100050632","10","Durango","Dgo.","005","Durango","0632","San Jerónimo de Corral de Piedra","R","23°53´19.856""N","105°14´54.211""W",23.888849,-105.248392,2337,"F13A19","2","*","*","1"
"292","100050634","10","Durango","Dgo.","005","Durango","0634","San Juan [Balneario]","R","24°03´17.889""N","104°32´43.132""W",24.054969,-104.545314,1858,"G13D82","3","*","*","1"
"293","100050636","10","Durango","Dgo.","005","Durango","0636","San Antonio","R","24°05´28.127""N","104°36´09.663""W",24.091146,-104.602684,1878,"G13D82","0","0","0","0"
"294","100050637","10","Durango","Dgo.","005","Durango","0637","Hacienda San Martina","R","24°01´19.568""N","104°34´19.298""W",24.022102,-104.572027,1868,"G13D82","0","0","0","0"
"295","100050638","10","Durango","Dgo.","005","Durango","0638","San Miguel","R","24°03´32.545""N","104°32´10.114""W",24.05904,-104.536143,1861,"G13D82","0","0","0","0"
"296","100050640","10","Durango","Dgo.","005","Durango","0640","La Virgen","R","24°00´54.456""N","105°26´41.955""W",24.015127,-105.444988,2141,"G13C88","0","0","0","0"
"297","100050641","10","Durango","Dgo.","005","Durango","0641","Santa Cruz del Aguaje","R","23°53´36.873""N","104°29´40.722""W",23.893576,-104.494645,1891,"F13B12","5","*","*","1"
"298","100050645","10","Durango","Dgo.","005","Durango","0645","Santa Lucía","R","24°05´32.398""N","105°26´53.927""W",24.092333,-105.448313,2371,"G13C88","159","82","77","41"
"299","100050647","10","Durango","Dgo.","005","Durango","0647","Santa Rosalía","R","23°57´23.836""N","105°20´01.180""W",23.956621,-105.333661,2387,"F13A18","0","0","0","0"
"300","100050649","10","Durango","Dgo.","005","Durango","0649","Rancho el Sauz","R","24°10´09.435""N","104°36´04.091""W",24.169288,-104.601136,1869,"G13D82","5","*","*","1"
"301","100050650","10","Durango","Dgo.","005","Durango","0650","El Soldado","R","23°55´31.453""N","104°56´27.277""W",23.925404,-104.94091,2380,"F13B11","10","*","*","2"
"302","100050651","10","Durango","Dgo.","005","Durango","0651","Rancho San Vicente","R","24°12´06.077""N","104°34´56.679""W",24.201688,-104.582411,1870,"G13D82","3","*","*","1"
"303","100050652","10","Durango","Dgo.","005","Durango","0652","Tableteros","R","23°41´18.502""N","104°43´40.142""W",23.688473,-104.727817,2464,"F13B21","0","0","0","0"
"304","100050655","10","Durango","Dgo.","005","Durango","0655","Tapias de la Vaca (José Salas)","R","24°01´09.698""N","105°04´10.831""W",24.019361,-105.069675,2709,"G13C89","0","0","0","0"
"305","100050656","10","Durango","Dgo.","005","Durango","0656","Rancho el Tecolote","R","24°05´28.218""N","104°33´31.667""W",24.091172,-104.558796,1859,"G13D82","1","*","*","1"
"306","100050657","10","Durango","Dgo.","005","Durango","0657","La Tijera","R","24°00´49.211""N","105°19´42.006""W",24.01367,-105.328335,2454,"G13C89","0","0","0","0"
"307","100050658","10","Durango","Dgo.","005","Durango","0658","Las Tinajas","R","23°55´37.950""N","105°22´57.316""W",23.927208,-105.382588,2382,"F13A18","0","0","0","0"
"308","100050659","10","Durango","Dgo.","005","Durango","0659","La Torre","R","23°34´58.028""N","105°01´06.349""W",23.582786,-105.01843,2481,"F13A29","2","*","*","1"
"309","100050660","10","Durango","Dgo.","005","Durango","0660","Rancho los Torres","R","24°11´53.637""N","104°35´01.625""W",24.198233,-104.583785,1872,"G13D82","2","*","*","1"
"310","100050661","10","Durango","Dgo.","005","Durango","0661","San Juan de Laguitos (Laguitos)","R","24°04´29.271""N","105°12´30.372""W",24.074798,-105.208437,2537,"G13C89","6","*","*","1"
"311","100050669","10","Durango","Dgo.","005","Durango","0669","Los Yesqueros","R","24°08´05.139""N","105°26´26.614""W",24.134761,-105.440726,2318,"G13C88","105","53","52","20"
"312","100050671","10","Durango","Dgo.","005","Durango","0671","La Coyotera (La Nogalera)","R","23°58´18.353""N","104°35´30.781""W",23.971765,-104.591884,1872,"F13B12","0","0","0","0"
"313","100050673","10","Durango","Dgo.","005","Durango","0673","La Purísima","R","24°17´10.218""N","105°05´05.481""W",24.286172,-105.084856,2491,"G13C79","0","0","0","0"
"314","100050674","10","Durango","Dgo.","005","Durango","0674","El Salitrillo","R","24°19´33.654""N","105°02´48.851""W",24.326015,-105.046903,2503,"G13C79","3","*","*","1"
"315","100050675","10","Durango","Dgo.","005","Durango","0675","Los Lirios","R","24°14´28.848""N","104°44´12.983""W",24.241347,-104.73694,1926,"G13D81","0","0","0","0"
"316","100050677","10","Durango","Dgo.","005","Durango","0677","Garate","R","24°15´37.073""N","104°42´59.695""W",24.260298,-104.716582,1904,"G13D71","3","*","*","1"
"317","100050678","10","Durango","Dgo.","005","Durango","0678","El Carmen","R","24°16´38.480""N","104°43´10.208""W",24.277356,-104.719502,1905,"G13D71","1","*","*","1"
"318","100050679","10","Durango","Dgo.","005","Durango","0679","Rancho la Hortensia","R","24°17´03.546""N","104°43´17.825""W",24.284318,-104.721618,1905,"G13D71","4","*","*","1"
"319","100050680","10","Durango","Dgo.","005","Durango","0680","La Magdalena","R","24°10´01.024""N","105°10´49.854""W",24.166951,-105.180515,2459,"G13C89","1","*","*","1"
"320","100050681","10","Durango","Dgo.","005","Durango","0681","La Providencia","R","24°08´52.974""N","105°07´44.539""W",24.148048,-105.129039,2468,"G13C89","1","*","*","1"
"321","100050682","10","Durango","Dgo.","005","Durango","0682","Rancho San Martín","R","24°08´46.475""N","105°10´04.240""W",24.146243,-105.167844,2455,"G13C89","0","0","0","0"
"322","100050683","10","Durango","Dgo.","005","Durango","0683","Paseo de la Sierra","R","24°07´58.657""N","105°03´43.905""W",24.13296,-105.062196,2384,"G13C89","0","0","0","0"
"323","100050684","10","Durango","Dgo.","005","Durango","0684","Agua Blanca Dos","R","24°06´49.036""N","104°57´49.071""W",24.113621,-104.963631,2412,"G13D81","0","0","0","0"
"324","100050685","10","Durango","Dgo.","005","Durango","0685","La Cieneguita","R","24°03´52.834""N","104°45´10.552""W",24.064676,-104.752931,2040,"G13D81","0","0","0","0"
"325","100050686","10","Durango","Dgo.","005","Durango","0686","Ex-Hacienda de San Vicente (La Hacienda)","R","24°07´10.019""N","104°43´05.905""W",24.11945,-104.718307,1962,"G13D81","6","*","*","1"
"326","100050687","10","Durango","Dgo.","005","Durango","0687","La Quinta","R","24°08´51.088""N","104°43´25.416""W",24.147524,-104.723727,1918,"G13D81","0","0","0","0"
"327","100050688","10","Durango","Dgo.","005","Durango","0688","La Teja","R","24°10´55.283""N","104°44´46.259""W",24.182023,-104.746183,1922,"G13D81","0","0","0","0"
"328","100050690","10","Durango","Dgo.","005","Durango","0690","Rancho el Camino","R","24°09´27.964""N","104°42´20.426""W",24.157768,-104.705674,1925,"G13D81","0","0","0","0"
"329","100050692","10","Durango","Dgo.","005","Durango","0692","Rancho Nuevo (Los Rangeles)","R","24°10´12.322""N","104°33´40.383""W",24.170089,-104.561218,1863,"G13D82","0","0","0","0"
"330","100050693","10","Durango","Dgo.","005","Durango","0693","Santa Teresa [Granja]","R","24°09´47.745""N","104°34´11.058""W",24.163263,-104.569738,1864,"G13D82","1","*","*","1"
"331","100050694","10","Durango","Dgo.","005","Durango","0694","La Escondida","R","24°10´18.436""N","104°33´42.578""W",24.171788,-104.561827,1864,"G13D82","0","0","0","0"
"332","100050696","10","Durango","Dgo.","005","Durango","0696","San Andrés [Granja]","R","24°10´46.930""N","104°34´05.879""W",24.179703,-104.5683,1866,"G13D82","8","*","*","1"
"333","100050697","10","Durango","Dgo.","005","Durango","0697","El Jacal","R","24°09´02.732""N","104°35´00.232""W",24.150759,-104.583398,1866,"G13D82","6","*","*","1"
"334","100050699","10","Durango","Dgo.","005","Durango","0699","Santa Eugenia","R","24°11´05.255""N","104°34´17.322""W",24.184793,-104.571478,1867,"G13D82","0","0","0","0"
"335","100050700","10","Durango","Dgo.","005","Durango","0700","Rancho los Corrales","R","24°11´01.098""N","104°29´46.943""W",24.183638,-104.496373,1855,"G13D82","0","0","0","0"
"336","100050704","10","Durango","Dgo.","005","Durango","0704","La Colgada","R","24°06´29.558""N","105°20´33.762""W",24.108211,-105.342712,2511,"G13C88","5","*","*","2"
"337","100050705","10","Durango","Dgo.","005","Durango","0705","El Cardo Santo","R","24°03´33.776""N","105°26´46.225""W",24.059382,-105.446174,2326,"G13C88","0","0","0","0"
"338","100050708","10","Durango","Dgo.","005","Durango","0708","Rancho Mesas del Oso","R","24°01´50.968""N","105°04´45.194""W",24.030824,-105.079221,2601,"G13C89","0","0","0","0"
"339","100050710","10","Durango","Dgo.","005","Durango","0710","Campestre Rancho el Oso [Fraccionamiento]","R","24°02´35.154""N","105°05´34.503""W",24.043098,-105.092918,2561,"G13C89","3","*","*","1"
"340","100050711","10","Durango","Dgo.","005","Durango","0711","El Oso Uno","R","24°02´59.750""N","105°06´17.729""W",24.049931,-105.104925,2529,"G13C89","5","*","*","2"
"341","100050712","10","Durango","Dgo.","005","Durango","0712","Estación Río Chico","R","24°03´02.921""N","104°57´50.551""W",24.050811,-104.964042,2306,"G13D81","0","0","0","0"
"342","100050713","10","Durango","Dgo.","005","Durango","0713","La Huerta [Fraccionamiento]","R","23°58´52.456""N","104°50´03.932""W",23.981238,-104.834426,2299,"F13B11","-","-","-","-"
"343","100050714","10","Durango","Dgo.","005","Durango","0714","La Laguna [Rancho]","R","23°58´27.789""N","104°49´40.146""W",23.974386,-104.827818,2297,"F13B11","1","*","*","1"
"344","100050717","10","Durango","Dgo.","005","Durango","0717","Microondas el Tecolote","R","24°03´08.909""N","104°51´06.767""W",24.052475,-104.85188,2499,"G13D81","0","0","0","0"
"345","100050718","10","Durango","Dgo.","005","Durango","0718","General Lázaro Cárdenas (Garabito Viejo)","R","24°00´45.717""N","104°44´20.610""W",24.012699,-104.739058,1920,"G13D81","188","99","89","43"
"346","100050719","10","Durango","Dgo.","005","Durango","0719","El Astillero","R","24°01´03.023""N","104°51´04.043""W",24.017506,-104.851123,2348,"G13D81","3","*","*","2"
"347","100050721","10","Durango","Dgo.","005","Durango","0721","Rancho Espino","R","24°00´38.533""N","104°44´29.532""W",24.010704,-104.741537,1923,"G13D81","0","0","0","0"
"348","100050724","10","Durango","Dgo.","005","Durango","0724","Club de Caza y Tiro de Durango","R","24°04´14.589""N","104°40´34.698""W",24.070719,-104.676305,1932,"G13D81","5","*","*","1"
"349","100050725","10","Durango","Dgo.","005","Durango","0725","El Refugio","R","24°05´54.507""N","104°34´51.702""W",24.098474,-104.581028,1876,"G13D82","1","*","*","1"
"350","100050726","10","Durango","Dgo.","005","Durango","0726","La Cruz (Sayula)","R","24°07´08.358""N","104°34´27.838""W",24.118988,-104.574399,1867,"G13D82","0","0","0","0"
"351","100050727","10","Durango","Dgo.","005","Durango","0727","San Isidro de las Glorias (Los Escalera)","R","24°07´52.501""N","104°34´12.158""W",24.13125,-104.570044,1860,"G13D82","0","0","0","0"
"352","100050728","10","Durango","Dgo.","005","Durango","0728","Pókar de Ases","R","24°08´41.838""N","104°34´57.027""W",24.144955,-104.582508,1858,"G13D82","6","*","*","2"
"353","100050730","10","Durango","Dgo.","005","Durango","0730","Rancho Hidalgo","R","24°08´42.464""N","104°34´53.497""W",24.145129,-104.581527,1857,"G13D82","3","*","*","1"
"354","100050731","10","Durango","Dgo.","005","Durango","0731","Rancho Emilia","R","24°08´46.790""N","104°35´00.448""W",24.146331,-104.583458,1862,"G13D82","4","*","*","1"
"355","100050732","10","Durango","Dgo.","005","Durango","0732","Rancho Santiesteban","R","24°09´24.069""N","104°33´52.081""W",24.156686,-104.564467,1860,"G13D82","4","*","*","1"
"356","100050733","10","Durango","Dgo.","005","Durango","0733","Granjas del Río","R","24°07´42.545""N","104°34´01.051""W",24.128485,-104.566959,1859,"G13D82","21","13","8","6"
"357","100050734","10","Durango","Dgo.","005","Durango","0734","El Texano (El Pasto)","R","24°03´53.328""N","104°32´30.815""W",24.064813,-104.541893,1858,"G13D82","0","0","0","0"
"358","100050735","10","Durango","Dgo.","005","Durango","0735","Alto de Guadalupe","R","24°04´23.079""N","104°31´55.606""W",24.073078,-104.532113,1859,"G13D82","-","-","-","-"
"359","100050736","10","Durango","Dgo.","005","Durango","0736","Casas de Alto","R","24°04´11.893""N","104°32´09.719""W",24.06997,-104.536033,1859,"G13D82","6","*","*","1"
"360","100050737","10","Durango","Dgo.","005","Durango","0737","Las Morenitas [Colonia]","R","24°05´04.635""N","104°34´21.548""W",24.084621,-104.572652,1861,"G13D82","0","0","0","0"
"361","100050738","10","Durango","Dgo.","005","Durango","0738","Rancho el Pino","R","24°04´49.539""N","104°34´06.302""W",24.080428,-104.568417,1860,"G13D82","7","5","2","3"
"362","100050739","10","Durango","Dgo.","005","Durango","0739","La Loma del Cinco de Mayo","R","24°05´36.111""N","104°34´28.299""W",24.093364,-104.574528,1860,"G13D82","21","12","9","5"
"363","100050742","10","Durango","Dgo.","005","Durango","0742","Rancho el Apuro","R","24°08´29.175""N","104°32´21.610""W",24.141438,-104.539336,1862,"G13D82","4","*","*","1"
"364","100050743","10","Durango","Dgo.","005","Durango","0743","Rancho el Consuelo","R","24°08´38.078""N","104°33´01.330""W",24.143911,-104.550369,1856,"G13D82","0","0","0","0"
"365","100050744","10","Durango","Dgo.","005","Durango","0744","Málaga [Rancho]","R","24°09´52.611""N","104°30´13.185""W",24.164614,-104.503663,1858,"G13D82","0","0","0","0"
"366","100050746","10","Durango","Dgo.","005","Durango","0746","El Tejaban","R","24°08´55.392""N","104°30´06.565""W",24.14872,-104.501824,1855,"G13D82","3","*","*","1"
"367","100050748","10","Durango","Dgo.","005","Durango","0748","Rancho la Noria","R","24°08´16.792""N","104°32´18.889""W",24.137998,-104.53858,1864,"G13D82","3","*","*","1"
"368","100050749","10","Durango","Dgo.","005","Durango","0749","Don Luis Sandoval [Granja]","R","24°08´12.290""N","104°32´22.735""W",24.136747,-104.539649,1864,"G13D82","6","*","*","1"
"369","100050752","10","Durango","Dgo.","005","Durango","0752","La Herradura","R","24°10´28.500""N","104°31´45.369""W",24.174583,-104.529269,1861,"G13D82","0","0","0","0"
"370","100050755","10","Durango","Dgo.","005","Durango","0755","La Purísima","R","24°07´17.795""N","104°23´33.087""W",24.12161,-104.392524,1870,"G13D82","0","0","0","0"
"371","100050756","10","Durango","Dgo.","005","Durango","0756","Santa Isabel","R","24°05´26.274""N","104°28´42.740""W",24.090632,-104.478539,1852,"G13D82","0","0","0","0"
"372","100050758","10","Durango","Dgo.","005","Durango","0758","El Tule","R","23°56´35.212""N","105°21´41.440""W",23.943114,-105.361511,2440,"F13A18","0","0","0","0"
"373","100050761","10","Durango","Dgo.","005","Durango","0761","Los Coconos","R","23°56´36.682""N","105°14´06.715""W",23.943523,-105.235199,2394,"F13A19","0","0","0","0"
"374","100050762","10","Durango","Dgo.","005","Durango","0762","La Virgen (La Esperanza)","R","23°56´13.386""N","105°15´55.435""W",23.937052,-105.265399,2343,"F13A19","24","13","11","7"
"375","100050764","10","Durango","Dgo.","005","Durango","0764","Patos","R","23°55´24.420""N","105°13´30.859""W",23.92345,-105.225239,2345,"F13A19","0","0","0","0"
"376","100050768","10","Durango","Dgo.","005","Durango","0768","El Madroño","R","23°53´06.819""N","105°04´45.673""W",23.885228,-105.079354,2640,"F13A19","34","18","16","10"
"377","100050769","10","Durango","Dgo.","005","Durango","0769","Rancho el Pájaro","R","23°50´42.360""N","105°10´33.402""W",23.8451,-105.175945,2443,"F13A19","0","0","0","0"
"378","100050771","10","Durango","Dgo.","005","Durango","0771","Parque Nacional el Tecuán","R","23°54´29.045""N","105°01´54.043""W",23.908068,-105.031679,2528,"F13A19","5","*","*","1"
"379","100050772","10","Durango","Dgo.","005","Durango","0772","Arroyo de Mimbres","R","23°55´55.523""N","104°57´20.186""W",23.93209,-104.955607,2287,"F13B11","0","0","0","0"
"380","100050773","10","Durango","Dgo.","005","Durango","0773","Cabañas Regino","R","23°55´22.076""N","104°55´55.022""W",23.922799,-104.931951,2348,"F13B11","0","0","0","0"
"381","100050774","10","Durango","Dgo.","005","Durango","0774","Alejandrina [Granja]","R","23°55´29.811""N","104°56´01.974""W",23.924948,-104.933882,2362,"F13B11","6","*","*","1"
"382","100050776","10","Durango","Dgo.","005","Durango","0776","Río Chico","R","23°56´52.498""N","104°51´13.774""W",23.947916,-104.853826,2088,"F13B11","8","*","*","2"
"383","100050778","10","Durango","Dgo.","005","Durango","0778","Fraccionamiento las Quebradas","R","23°55´16.554""N","104°56´32.997""W",23.921265,-104.942499,2375,"F13B11","5","3","2","3"
"384","100050779","10","Durango","Dgo.","005","Durango","0779","Puerta de Santa Bárbara","R","23°55´00.862""N","104°57´07.000""W",23.916906,-104.951944,2379,"F13B11","2","*","*","1"
"385","100050780","10","Durango","Dgo.","005","Durango","0780","Las Campiñas","R","23°56´01.827""N","104°51´26.810""W",23.933841,-104.857447,2277,"F13B11","5","*","*","1"
"386","100050781","10","Durango","Dgo.","005","Durango","0781","Finca el Tlalpeño","R","23°55´36.262""N","104°55´41.664""W",23.926739,-104.92824,2372,"F13B11","2","*","*","1"
"387","100050785","10","Durango","Dgo.","005","Durango","0785","Cheyan","R","23°57´51.729""N","104°44´01.054""W",23.964369,-104.733626,1891,"F13B11","0","0","0","0"
"388","100050787","10","Durango","Dgo.","005","Durango","0787","Los Duraznos [Rancho]","R","23°54´37.367""N","104°32´19.644""W",23.91038,-104.53879,1882,"F13B12","5","*","*","1"
"389","100050789","10","Durango","Dgo.","005","Durango","0789","El Milagro","R","24°03´18.626""N","104°34´35.410""W",24.055174,-104.576503,1862,"G13D82","0","0","0","0"
"390","100050791","10","Durango","Dgo.","005","Durango","0791","Pradera las Güeras","R","24°03´56.858""N","104°34´50.465""W",24.065794,-104.580685,1861,"G13D82","5","*","*","1"
"391","100050793","10","Durango","Dgo.","005","Durango","0793","Los Arcos [Granja]","R","24°04´22.560""N","104°34´15.379""W",24.072933,-104.570939,1860,"G13D82","0","0","0","0"
"392","100050797","10","Durango","Dgo.","005","Durango","0797","Cerro Blanco","R","23°38´03.221""N","105°13´30.781""W",23.634228,-105.225217,2527,"F13A29","8","*","*","2"
"393","100050800","10","Durango","Dgo.","005","Durango","0800","San Juan de Ávila","R","23°59´57.701""N","104°30´50.730""W",23.999361,-104.514092,1862,"F13B12","0","0","0","0"
"394","100050801","10","Durango","Dgo.","005","Durango","0801","Puente Gavilanes","R","24°00´51.108""N","104°29´31.752""W",24.014197,-104.492153,1862,"G13D82","5","*","*","1"
"395","100050802","10","Durango","Dgo.","005","Durango","0802","Campamento Tres Lagunas (Cebollas)","R","23°36´45.631""N","104°58´56.408""W",23.612675,-104.982336,2620,"F13B21","0","0","0","0"
"396","100050804","10","Durango","Dgo.","005","Durango","0804","Ingeniero Pastor Rouaix","R","23°42´26.094""N","105°05´53.580""W",23.707248,-105.098217,2624,"F13A29","51","26","25","11"
"397","100050806","10","Durango","Dgo.","005","Durango","0806","Constituyentes de 1917","R","23°46´02.115""N","104°51´56.622""W",23.767254,-104.865728,2403,"F13B11","9","*","*","2"
"398","100050809","10","Durango","Dgo.","005","Durango","0809","Bajío Seco","R","23°36´11.895""N","104°59´09.766""W",23.603304,-104.986046,2595,"F13B21","0","0","0","0"
"399","100050810","10","Durango","Dgo.","005","Durango","0810","Fraccionamiento San José de la Casita","R","23°48´32.898""N","104°45´59.388""W",23.809138,-104.766497,2515,"F13B11","0","0","0","0"
"400","100050814","10","Durango","Dgo.","005","Durango","0814","El Zagal","R","24°12´06.933""N","104°21´04.918""W",24.201926,-104.351366,1909,"G13D82","0","0","0","0"
"401","100050815","10","Durango","Dgo.","005","Durango","0815","Metates","R","24°13´43.338""N","104°13´23.461""W",24.228705,-104.223184,1929,"G13D83","0","0","0","0"
"402","100050839","10","Durango","Dgo.","005","Durango","0839","Tres Marías (El Papalote)","R","23°57´20.134""N","104°56´24.112""W",23.955593,-104.940031,2422,"F13B11","3","*","*","1"
"403","100050843","10","Durango","Dgo.","005","Durango","0843","Unión Ganadera","R","24°10´02.829""N","104°29´53.748""W",24.167453,-104.498263,1856,"G13D82","0","0","0","0"
