RAMO,RAMO SIGLAS,RAMO DESCRIPCION,INSTITUCION SIGLAS,INSTITUCION NOMBRE,UR,AÑO,INDICE DE SATISFACCIÓN LABORAL
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,UACH,Universidad Autónoma de Chapingo,A1I,2013,75
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,UACH,Universidad Autónoma de Chapingo,A1I,2014,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,UACH,Universidad Autónoma de Chapingo,A1I,2015,81
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,UACH,Universidad Autónoma de Chapingo,A1I,2016,69
9,SCT,Secretaría de Comunicaciones y Transporte,AEM,Agencia Espacial Mexicana,JZN,2013,83
9,SCT,Secretaría de Comunicaciones y Transporte,AEM,Agencia Espacial Mexicana,JZN,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,AEM,Agencia Espacial Mexicana,JZN,2015,91
9,SCT,Secretaría de Comunicaciones y Transporte,AEM,Agencia Espacial Mexicana,JZN,2016,86
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2011,74
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2012,76
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2013,78
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2014,79
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2015,79
9,SCT,Secretaría de Comunicaciones y Transporte,AICM,Aeropuerto Internacional de la Ciudad de México S.A. de C.V.,KDN,2016,75
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2010,78
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2011,78
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2012,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2013,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2015,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_ALTAMIRA,"Administración Portuaria Integral de Altamira, S.A. de C.V.",J2Y,2016,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2010,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2011,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2012,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2013,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2015,80
9,SCT,Secretaría de Comunicaciones y Transporte,API_COATZACOALCOS,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",J3F,2016,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2010,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2011,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2012,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2013,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2014,94
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2015,94
9,SCT,Secretaría de Comunicaciones y Transporte,API_DOS_BOCAS,"Administración Portuaria Integral de Dos Bocas, S.A. de C.V.",J2P,2016,96
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2010,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2011,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2012,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2013,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2014,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2015,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_ENSENADA,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",J2R,2016,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2010,80
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2011,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2012,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2013,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2014,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2015,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_GUAYMAS,"Administración Portuaria Integral de Guaymas, S.A. de C.V. ",J2Z,2016,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2010,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2011,92
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2012,92
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2013,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2014,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2015,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_LAZARO_CARDENAS,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",J3A,2016,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2010,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2011,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2012,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2013,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2014,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2015,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_MADERO,"Administración Portuaria Integral de Puerto Madero, S.A. de C.V.",J3C,2016,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2010,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2011,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2012,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2013,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2015,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_MANZANILLO,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",J3B,2016,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2010,82
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2011,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2012,82
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2013,82
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2014,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2015,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_MAZATLAN,"Administración Portuaria Integral de Mazatlán, S.A. de C.V. ",J2T,2016,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2010,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2011,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2012,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2013,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2014,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2015,92
9,SCT,Secretaría de Comunicaciones y Transporte,API_PROGRESO,"Administración Portuaria Integral de Progreso, S.A. de C.V.",J2U,2016,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2010,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2011,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2012,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2013,91
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2014,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2015,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_SALINA_CRUZ,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",J3G,2016,78
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2011,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2012,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2013,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2014,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2015,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_TAMPICO,"Administración Portuaria Integral de Tampico, S.A. de C.V.",J3D,2016,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2010,77
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2011,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2012,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2013,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2014,92
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2015,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_TOPOLOBAMPO,"Administración Portuaria Integral de Topolobampo, S.A. de C.V. ",J2W,2016,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2010,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2011,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2012,90
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2013,91
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2014,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2015,88
9,SCT,Secretaría de Comunicaciones y Transporte,API_TUXPAN,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",J2X,2016,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2010,83
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2011,82
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2012,87
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2013,89
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2014,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2015,86
9,SCT,Secretaría de Comunicaciones y Transporte,API_VALLARTA,"Administración Portuaria Integral de Puerto Vallarta, S.A. de C.V. ",J2V,2016,82
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2010,79
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2011,80
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2012,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2013,81
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2015,85
9,SCT,Secretaría de Comunicaciones y Transporte,API_VERACRUZ,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",J3E,2016,86
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2010,84
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2011,85
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2012,86
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2013,86
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2014,87
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2015,87
9,SCT,Secretaría de Comunicaciones y Transporte,ASA,Aeropuertos y Servicios Auxiliares  ,JZL,2016,84
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2011,76
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2012,77
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2013,78
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2014,79
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2015,81
9,SCT,Secretaría de Comunicaciones y Transporte,CAPUFE,Caminos y Puentes Federales de Ingresos y Servicios Conexos,J0U,2016,81
9,SCT,Secretaría de Comunicaciones y Transporte,COFETEL,Comisión Federal de Telecomunicaciones,D00,2010,70
9,SCT,Secretaría de Comunicaciones y Transporte,COFETEL,Comisión Federal de Telecomunicaciones,D00,2011,73
9,SCT,Secretaría de Comunicaciones y Transporte,COFETEL,Comisión Federal de Telecomunicaciones,D00,2012,76
9,SCT,Secretaría de Comunicaciones y Transporte,COFETEL,Comisión Federal de Telecomunicaciones,D00,2013,76
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2010,77
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2011,76
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2012,78
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2013,78
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2014,79
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2015,80
9,SCT,Secretaría de Comunicaciones y Transporte,FIDENA,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,J4V,2016,76
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2010,87
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2011,91
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2012,94
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2013,81
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2014,88
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2015,82
9,SCT,Secretaría de Comunicaciones y Transporte,FIT,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",J3L,2016,79
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2011,77
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2012,77
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2013,77
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2014,80
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2015,83
9,SCT,Secretaría de Comunicaciones y Transporte,IMT,Instituto Mexicano del Transporte,A00,2016,79
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2010,77
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2011,80
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2012,79
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2013,82
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2014,84
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2015,87
9,SCT,Secretaría de Comunicaciones y Transporte,SACM,"Servicios Aeroportuarios de la Ciudad de México, S.A. de C.V.",KDK,2016,85
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2010,78
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2011,80
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2012,80
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2013,80
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2014,81
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2015,82
9,SCT,Secretaría de Comunicaciones y Transporte,SCT,Secretaría de Comunicaciones y Transporte,100,2016,80
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2011,76
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2012,82
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2013,80
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2014,79
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2015,79
9,SCT,Secretaría de Comunicaciones y Transporte,SENEAM,Servicios a la Navegación en el Espacio Aéreo Mexicano,C00,2016,79
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2011,76
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2012,74
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2013,76
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2014,78
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2015,78
9,SCT,Secretaría de Comunicaciones y Transporte,SEPOMEX,Servicio Postal Mexicano,J9E,2016,77
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2010,76
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2011,42
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2012,75
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2013,76
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2014,80
9,SCT,Secretaría de Comunicaciones y Transporte,TELECOMM,Telecomunicaciones de México,KCZ,2015,75
