"d_codigo","d_asenta","D_mnpio","d_ciudad","d_estado","CIUDADASENTA"
34167,"Colibrí","Durango","Victoria de Durango","Durango","Victoria de Durango,Colibrí"
34167,"Orquídea","Durango","Victoria de Durango","Durango","Victoria de Durango,Orquídea"
34167,"Locutores","Durango","Victoria de Durango","Durango","Victoria de Durango,Locutores"
34167,"Bicentenario","Durango","Victoria de Durango","Durango","Victoria de Durango,Bicentenario"
34167,"Colibrí II","Durango","Victoria de Durango","Durango","Victoria de Durango,Colibrí II"
34167,"Privada San Martín","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada San Martín"
34167,"El Alacrán","Durango","Victoria de Durango","Durango","Victoria de Durango,El Alacrán"
34167,"Vivah Reforma I","Durango","Victoria de Durango","Durango","Victoria de Durango,Vivah Reforma I"
34167,"Constituyentes","Durango","Victoria de Durango","Durango","Victoria de Durango,Constituyentes"
34167,"Edmundo Ravelo Duarte","Durango","Victoria de Durango","Durango","Victoria de Durango,Edmundo Ravelo Duarte"
34167,"Toledo","Durango","Victoria de Durango","Durango","Victoria de Durango,Toledo"
34167,"Aranza","Durango","Victoria de Durango","Durango","Victoria de Durango,Aranza"
34167,"Geraldine","Durango","Victoria de Durango","Durango","Victoria de Durango,Geraldine"
34167,"Ignacio Zaragoza","Durango","Victoria de Durango","Durango","Victoria de Durango,Ignacio Zaragoza"
34168,"El Paraíso","Durango","Victoria de Durango","Durango","Victoria de Durango,El Paraíso"
34168,"San Carlos","Durango","Victoria de Durango","Durango","Victoria de Durango,San Carlos"
34168,"Bicentenario","Durango","Victoria de Durango","Durango","Victoria de Durango,Bicentenario"
34168,"Real Vizcaya","Durango","Victoria de Durango","Durango","Victoria de Durango,Real Vizcaya"
34168,"Real Victoria II","Durango","Victoria de Durango","Durango","Victoria de Durango,Real Victoria II"
34168,"Ampliación Las Rosas","Durango","Victoria de Durango","Durango","Victoria de Durango,Ampliación Las Rosas"
34169,"Genaro Vázquez","Durango","Victoria de Durango","Durango","Victoria de Durango,Genaro Vázquez"
34169,"Miramar","Durango","Victoria de Durango","Durango","Victoria de Durango,Miramar"
34170,"Camino Real","Durango","Victoria de Durango","Durango","Victoria de Durango,Camino Real"
34170,"El Refugio","Durango","Victoria de Durango","Durango","Victoria de Durango,El Refugio"
34170,"Jalisco","Durango","Victoria de Durango","Durango","Victoria de Durango,Jalisco"
34170,"Los Fuentes","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Fuentes"
34170,"Las Misiones (Edificios de Departamentos)","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Misiones (Edificios de Departamentos)"
34170,"Privada las Quintas","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada las Quintas"
34175,"José Martí","Durango","Victoria de Durango","Durango","Victoria de Durango,José Martí"
34176,"Providencia II FOVISSSTE","Durango","Victoria de Durango","Durango","Victoria de Durango,Providencia II FOVISSSTE"
34176,"Villas Alpinas","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas Alpinas"
34176,"Privada Casuarinas","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada Casuarinas"
34179,"Providencia I","Durango","Victoria de Durango","Durango","Victoria de Durango,Providencia I"
34180,"Domingo Arrieta","Durango","Victoria de Durango","Durango","Victoria de Durango,Domingo Arrieta"
34185,"Senderos","Durango","Victoria de Durango","Durango","Victoria de Durango,Senderos"
34185,"Real de Privanzas","Durango","Victoria de Durango","Durango","Victoria de Durango,Real de Privanzas"
34185,"Torres Toscana","Durango","Victoria de Durango","Durango","Victoria de Durango,Torres Toscana"
34185,"Las Quintas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Quintas"
34186,"Cerrada Privanzas","Durango","Victoria de Durango","Durango","Victoria de Durango,Cerrada Privanzas"
34186,"Valle Alegre","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle Alegre"
34186,"Villa Jardín","Durango","Victoria de Durango","Durango","Victoria de Durango,Villa Jardín"
34186,"Diana Laura R de Colosio","Durango","Victoria de Durango","Durango","Victoria de Durango,Diana Laura R de Colosio"
34186,"Villas Alpinas","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas Alpinas"
34186,"Mireles","Durango","Victoria de Durango","Durango","Victoria de Durango,Mireles"
34186,"Claveles II","Durango","Victoria de Durango","Durango","Victoria de Durango,Claveles II"
34186,"Claveles 1 (Ampliación Luis Donaldo Colosio)","Durango","Victoria de Durango","Durango","Victoria de Durango,Claveles 1 (Ampliación Luis Donaldo Colosio)"
34186,"Campo Alegre","Durango","Victoria de Durango","Durango","Victoria de Durango,Campo Alegre"
34186,"Las Esperanzas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Esperanzas"
34186,"Las Privanzas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Privanzas"
34186,"Villas Doradas II","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas Doradas II"
34187,"Ejidal","Durango","Victoria de Durango","Durango","Victoria de Durango,Ejidal"
34187,"Niños Héroes","Durango","Victoria de Durango","Durango","Victoria de Durango,Niños Héroes"
34188,"Constitución","Durango","Victoria de Durango","Durango","Victoria de Durango,Constitución"
34188,"Dolores del Río","Durango","Victoria de Durango","Durango","Victoria de Durango,Dolores del Río"
34188,"Juan Lira Bracho","Durango","Victoria de Durango","Durango","Victoria de Durango,Juan Lira Bracho"
34188,"Las Auroras","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Auroras"
34188,"Luis Donaldo Colosio","Durango","Victoria de Durango","Durango","Victoria de Durango,Luis Donaldo Colosio"
34188,"Jesús María","Durango","Victoria de Durango","Durango","Victoria de Durango,Jesús María"
34189,"La Arboleda","Durango","Victoria de Durango","Durango","Victoria de Durango,La Arboleda"
34190,"Azteca","Durango","Victoria de Durango","Durango","Victoria de Durango,Azteca"
34190,"El Naranjal","Durango","Victoria de Durango","Durango","Victoria de Durango,El Naranjal"
34190,"Real del Naranjal","Durango","Victoria de Durango","Durango","Victoria de Durango,Real del Naranjal"
34190,"SAHOP","Durango","Victoria de Durango","Durango","Victoria de Durango,SAHOP"
34190,"Granja Graciela","Durango","Victoria de Durango","Durango","Victoria de Durango,Granja Graciela"
34190,"Santa Cruz Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Santa Cruz Residencial"
34190,"Los Ángeles Villas","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Ángeles Villas"
34193,"Residencial los Laureles","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial los Laureles"
34193,"El Lago","Durango","Victoria de Durango","Durango","Victoria de Durango,El Lago"
34193,"El Atardecer Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,El Atardecer Residencial"
34193,"Cotto de Asturias","Durango","Victoria de Durango","Durango","Victoria de Durango,Cotto de Asturias"
34193,"El Roble Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,El Roble Residencial"
34193,"Potrero los Abonos","Durango","Victoria de Durango","Durango","Victoria de Durango,Potrero los Abonos"
34193,"Linda Vista","Durango","Victoria de Durango","Durango","Victoria de Durango,Linda Vista"
34193,"Los Nogales Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Nogales Residencial"
34193,"Embotelladora de Coca Cola","Durango","Victoria de Durango","Durango","Victoria de Durango,Embotelladora de Coca Cola"
34193,"El Lago","Durango","","Durango",",El Lago"
34193,"Los Cedros Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Cedros Residencial"
34193,"El Bosque Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,El Bosque Residencial"
34194,"Arantzazu II","Durango","Victoria de Durango","Durango","Victoria de Durango,Arantzazu II"
34194,"Rancho San Miguel","Durango","Victoria de Durango","Durango","Victoria de Durango,Rancho San Miguel"
34194,"Las Flores Sur","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Flores Sur"
34194,"México","Durango","Victoria de Durango","Durango","Victoria de Durango,México"
34194,"Santa Anita","Durango","Victoria de Durango","Durango","Victoria de Durango,Santa Anita"
34194,"Valle Verde Sur","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle Verde Sur"
34194,"Villas Campestre","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas Campestre"
34194,"Real Campestre","Durango","Victoria de Durango","Durango","Victoria de Durango,Real Campestre"
34194,"Campestre Amanecer","Durango","Victoria de Durango","Durango","Victoria de Durango,Campestre Amanecer"
34194,"O DAM","Durango","Victoria de Durango","Durango","Victoria de Durango,O DAM"
34194,"San Vicente","Durango","Victoria de Durango","Durango","Victoria de Durango,San Vicente"
34194,"Hacienda del Nogal","Durango","Victoria de Durango","Durango","Victoria de Durango,Hacienda del Nogal"
34194,"Justicia Social","Durango","Victoria de Durango","Durango","Victoria de Durango,Justicia Social"
34194,"Valle de México","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle de México"
34194,"Campestre de Durango","Durango","Victoria de Durango","Durango","Victoria de Durango,Campestre de Durango"
34194,"Artemisas","Durango","Victoria de Durango","Durango","Victoria de Durango,Artemisas"
34194,"Haciendas del Campestre","Durango","Victoria de Durango","Durango","Victoria de Durango,Haciendas del Campestre"
34194,"El Ensueño","Durango","Victoria de Durango","Durango","Victoria de Durango,El Ensueño"
34194,"Girasoles","Durango","Victoria de Durango","Durango","Victoria de Durango,Girasoles"
34194,"Promotores Sociales","Durango","Victoria de Durango","Durango","Victoria de Durango,Promotores Sociales"
34194,"Delicias","Durango","","Durango",",Delicias"
34194,"Arantzazú","Durango","Victoria de Durango","Durango","Victoria de Durango,Arantzazú"
34195,"Benigno Montoya","Durango","Victoria de Durango","Durango","Victoria de Durango,Benigno Montoya"
34195,"Campestre Martinica","Durango","Victoria de Durango","Durango","Victoria de Durango,Campestre Martinica"
34195,"Villa Universitaria","Durango","Victoria de Durango","Durango","Victoria de Durango,Villa Universitaria"
34195,"Ricardo Rosales (SCT)","Durango","Victoria de Durango","Durango","Victoria de Durango,Ricardo Rosales (SCT)"
34196,"8 de Septiembre","Durango","Victoria de Durango","Durango","Victoria de Durango,8 de Septiembre"
34196,"Rinconada Bugambilias","Durango","Victoria de Durango","Durango","Victoria de Durango,Rinconada Bugambilias"
34197,"Morelos Sur","Durango","Victoria de Durango","Durango","Victoria de Durango,Morelos Sur"
34197,"Praderas del Sur","Durango","Victoria de Durango","Durango","Victoria de Durango,Praderas del Sur"
34197,"Loma Bonita","Durango","Victoria de Durango","Durango","Victoria de Durango,Loma Bonita"
34197,"Ampliación Morelos Sur","Durango","Victoria de Durango","Durango","Victoria de Durango,Ampliación Morelos Sur"
34198,"La Ciénega","Durango","Victoria de Durango","Durango","Victoria de Durango,La Ciénega"
34198,"Los Betabeles","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Betabeles"
34198,"Misión Real Castilla","Durango","Victoria de Durango","Durango","Victoria de Durango,Misión Real Castilla"
34198,"Veranda Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Veranda Residencial"
34198,"Universidad Tecnológica de Durango","Durango","","Durango",",Universidad Tecnológica de Durango"
34198,"Ancira","Durango","","Durango",",Ancira"
34198,"Guadalupe (Natera)","Durango","","Durango",",Guadalupe (Natera)"
34198,"La Casita","Durango","","Durango",",La Casita"
34198,"Laura","Durango","","Durango",",Laura"
34198,"Rancho Alaska 1","Durango","","Durango",",Rancho Alaska 1"
34198,"Rancho las Nubes","Durango","","Durango",",Rancho las Nubes"
34198,"Rancho San Francisco de Calleros","Durango","","Durango",",Rancho San Francisco de Calleros"
34198,"Villas del Manantial (Ameyal)","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Manantial (Ameyal)"
34199,"Real del Mezquital","Durango","Victoria de Durango","Durango","Victoria de Durango,Real del Mezquital"
34199,"Privada Vista del Sol","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada Vista del Sol"
34199,"Villa Jacarandas","Durango","Victoria de Durango","Durango","Victoria de Durango,Villa Jacarandas"
34199,"El Potrero (Los Parra)","Durango","","Durango",",El Potrero (Los Parra)"
34200,"Jardines de Durango","Durango","Victoria de Durango","Durango","Victoria de Durango,Jardines de Durango"
34200,"Las Américas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Américas"
34200,"Hacienda de Fray Diego","Durango","Victoria de Durango","Durango","Victoria de Durango,Hacienda de Fray Diego"
34204,"La Cima","Durango","Victoria de Durango","Durango","Victoria de Durango,La Cima"
34204,"Los Eucaliptos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Eucaliptos"
34204,"Puerta de San Ignacio","Durango","Victoria de Durango","Durango","Victoria de Durango,Puerta de San Ignacio"
34204,"San José","Durango","Victoria de Durango","Durango","Victoria de Durango,San José"
34204,"San José II","Durango","Victoria de Durango","Durango","Victoria de Durango,San José II"
34204,"San Daniel","Durango","Victoria de Durango","Durango","Victoria de Durango,San Daniel"
34204,"Villas de Zambrano","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas de Zambrano"
34204,"Paso Real","Durango","Victoria de Durango","Durango","Victoria de Durango,Paso Real"
34204,"Antigua Hacienda","Durango","Victoria de Durango","Durango","Victoria de Durango,Antigua Hacienda"
34204,"FSTSE","Durango","Victoria de Durango","Durango","Victoria de Durango,FSTSE"
34204,"Cerrada las Torres","Durango","Victoria de Durango","Durango","Victoria de Durango,Cerrada las Torres"
34204,"San Carlo","Durango","Victoria de Durango","Durango","Victoria de Durango,San Carlo"
34204,"Acueducto","Durango","Victoria de Durango","Durango","Victoria de Durango,Acueducto"
34204,"Privadas San Ignacio","Durango","Victoria de Durango","Durango","Victoria de Durango,Privadas San Ignacio"
34204,"Granja Mis Ilusiones","Durango","Victoria de Durango","Durango","Victoria de Durango,Granja Mis Ilusiones"
34205,"Carlos Luna","Durango","Victoria de Durango","Durango","Victoria de Durango,Carlos Luna"
34205,"Santa Amelia","Durango","Victoria de Durango","Durango","Victoria de Durango,Santa Amelia"
34205,"Versalles","Durango","Victoria de Durango","Durango","Victoria de Durango,Versalles"
34205,"Villas San Ignacio","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas San Ignacio"
34206,"José Ángel Leal","Durango","Victoria de Durango","Durango","Victoria de Durango,José Ángel Leal"
34207,"La Glorieta","Durango","Victoria de Durango","Durango","Victoria de Durango,La Glorieta"
34208,"Ciudad Industrial","Durango","Victoria de Durango","Durango","Victoria de Durango,Ciudad Industrial"
34208,"Villa Blanca","Durango","Victoria de Durango","Durango","Victoria de Durango,Villa Blanca"
34208,"Villas del Guadiana IV","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Guadiana IV"
34208,"San Juan","Durango","Victoria de Durango","Durango","Victoria de Durango,San Juan"
34209,"Español","Durango","Victoria de Durango","Durango","Victoria de Durango,Español"
34209,"Alejandría Jardines","Durango","Victoria de Durango","Durango","Victoria de Durango,Alejandría Jardines"
34209,"Predio Tayafe","Durango","Victoria de Durango","Durango","Victoria de Durango,Predio Tayafe"
34209,"Tres Misiones","Durango","Victoria de Durango","Durango","Victoria de Durango,Tres Misiones"
34210,"Adolfo López Mateos","Durango","Victoria de Durango","Durango","Victoria de Durango,Adolfo López Mateos"
34210,"Francisco Zarco","Durango","Victoria de Durango","Durango","Victoria de Durango,Francisco Zarco"
34210,"Aserradero","Durango","Victoria de Durango","Durango","Victoria de Durango,Aserradero"
34214,"Armando del Castillo Franco","Durango","Victoria de Durango","Durango","Victoria de Durango,Armando del Castillo Franco"
34214,"Francisco Sarabia","Durango","Victoria de Durango","Durango","Victoria de Durango,Francisco Sarabia"
34215,"Rincón del Lobo","Durango","Victoria de Durango","Durango","Victoria de Durango,Rincón del Lobo"
34215,"Fundo Legal San Ignacio","Durango","Victoria de Durango","Durango","Victoria de Durango,Fundo Legal San Ignacio"
34215,"Cortijo Residencial Plus","Durango","Victoria de Durango","Durango","Victoria de Durango,Cortijo Residencial Plus"
34215,"Las Huertas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Huertas"
34215,"San Ignacio de Loyola","Durango","Victoria de Durango","Durango","Victoria de Durango,San Ignacio de Loyola"
34215,"Cumbres Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Cumbres Residencial"
34215,"Cortijo Residencial","Durango","Victoria de Durango","Durango","Victoria de Durango,Cortijo Residencial"
34216,"Fray Diego de La Cadena","Durango","Victoria de Durango","Durango","Victoria de Durango,Fray Diego de La Cadena"
34217,"La Ponderosa","Durango","Victoria de Durango","Durango","Victoria de Durango,La Ponderosa"
34217,"Boodamtam","Durango","Victoria de Durango","Durango","Victoria de Durango,Boodamtam"
34217,"El Ciprés","Durango","Victoria de Durango","Durango","Victoria de Durango,El Ciprés"
34217,"La Forestal","Durango","Victoria de Durango","Durango","Victoria de Durango,La Forestal"
34217,"Predio Rústico la Tinaja y los Lugos","Durango","Victoria de Durango","Durango","Victoria de Durango,Predio Rústico la Tinaja y los Lugos"
34217,"Cerrada Rosas","Durango","Victoria de Durango","Durango","Victoria de Durango,Cerrada Rosas"
34217,"Abetos","Durango","Victoria de Durango","Durango","Victoria de Durango,Abetos"
34217,"Predio el Tule","Durango","Victoria de Durango","Durango","Victoria de Durango,Predio el Tule"
34217,"Juan Escutia","Durango","Victoria de Durango","Durango","Victoria de Durango,Juan Escutia"
34217,"Chulas Fronteras","Durango","Victoria de Durango","Durango","Victoria de Durango,Chulas Fronteras"
34217,"Massie","Durango","Victoria de Durango","Durango","Victoria de Durango,Massie"
34217,"Industrial Nuevo Durango","Durango","Victoria de Durango","Durango","Victoria de Durango,Industrial Nuevo Durango"
34217,"Industrial Korian","Durango","Victoria de Durango","Durango","Victoria de Durango,Industrial Korian"
34217,"Haciendas","Durango","Victoria de Durango","Durango","Victoria de Durango,Haciendas"
34218,"Arturo Gamiz","Durango","Victoria de Durango","Durango","Victoria de Durango,Arturo Gamiz"
34219,"José Revueltas","Durango","Victoria de Durango","Durango","Victoria de Durango,José Revueltas"
34220,"Guadalupe","Durango","Victoria de Durango","Durango","Victoria de Durango,Guadalupe"
34220,"Guadalupe Victoria INFONAVIT","Durango","Victoria de Durango","Durango","Victoria de Durango,Guadalupe Victoria INFONAVIT"
34220,"Las Fuentes","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Fuentes"
34220,"Predio Granados","Durango","Victoria de Durango","Durango","Victoria de Durango,Predio Granados"
34220,"Cibeles","Durango","Victoria de Durango","Durango","Victoria de Durango,Cibeles"
34220,"Girasoles","Durango","Victoria de Durango","Durango","Victoria de Durango,Girasoles"
34220,"Privada Alejandrina","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada Alejandrina"
34220,"Privada Villa Jardín","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada Villa Jardín"
34224,"Valle Oriente","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle Oriente"
34224,"Las Nubes","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Nubes"
34224,"El Renacimiento","Durango","Victoria de Durango","Durango","Victoria de Durango,El Renacimiento"
34224,"San Luis","Durango","Victoria de Durango","Durango","Victoria de Durango,San Luis"
34224,"Une","Durango","Victoria de Durango","Durango","Victoria de Durango,Une"
34224,"Villas del Guadiana II","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Guadiana II"
34224,"Villas del Guadiana III","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Guadiana III"
34224,"Valle de Guadalupe","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle de Guadalupe"
34224,"Los Arbolitos I","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Arbolitos I"
34224,"Las Vegas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Vegas"
34224,"María Luisa","Durango","Victoria de Durango","Durango","Victoria de Durango,María Luisa"
34224,"Villas del Guadiana I","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Guadiana I"
34224,"Villas del Guadiana V (Mixto)","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Guadiana V (Mixto)"
34224,"Villas de Guadiana VI","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas de Guadiana VI"
34224,"Los Arbolitos III","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Arbolitos III"
34224,"Florencia","Durango","Victoria de Durango","Durango","Victoria de Durango,Florencia"
34224,"Villas de Guadiana VII","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas de Guadiana VII"
34224,"Nuevo Pedregal III","Durango","Victoria de Durango","Durango","Victoria de Durango,Nuevo Pedregal III"
34225,"Valle del Rocío","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle del Rocío"
34225,"San Fernando","Durango","Victoria de Durango","Durango","Victoria de Durango,San Fernando"
34225,"San Marcos","Durango","Victoria de Durango","Durango","Victoria de Durango,San Marcos"
34225,"San Mateo","Durango","Victoria de Durango","Durango","Victoria de Durango,San Mateo"
34225,"Nuevo Imperio","Durango","Victoria de Durango","Durango","Victoria de Durango,Nuevo Imperio"
34225,"Jardines del Real","Durango","Victoria de Durango","Durango","Victoria de Durango,Jardines del Real"
34225,"Tenochtitlan","Durango","Victoria de Durango","Durango","Victoria de Durango,Tenochtitlan"
34225,"Valle de Cristo","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle de Cristo"
34225,"Los Encinos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Encinos"
34225,"Los Arbolitos II","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Arbolitos II"
34225,"La Luz","Durango","Victoria de Durango","Durango","Victoria de Durango,La Luz"
34225,"Valle del Paseo","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle del Paseo"
34225,"Nuevo Valle","Durango","Victoria de Durango","Durango","Victoria de Durango,Nuevo Valle"
34226,"Roma","Durango","Victoria de Durango","Durango","Victoria de Durango,Roma"
34226,"Democracia Sindical","Durango","Victoria de Durango","Durango","Victoria de Durango,Democracia Sindical"
34227,"Bosques del Valle","Durango","Victoria de Durango","Durango","Victoria de Durango,Bosques del Valle"
34227,"Jardines de San Antonio I","Durango","Victoria de Durango","Durango","Victoria de Durango,Jardines de San Antonio I"
34227,"Villas del Pedregal I","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Pedregal I"
34227,"Los Agaves","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Agaves"
34227,"Rinconada del Paraíso","Durango","Victoria de Durango","Durango","Victoria de Durango,Rinconada del Paraíso"
34227,"Villas del Carmen","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Carmen"
34227,"Villas del Pedregal II","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Pedregal II"
34228,"Rinconada Sol","Durango","Victoria de Durango","Durango","Victoria de Durango,Rinconada Sol"
34229,"Fidel Velázquez I","Durango","Victoria de Durango","Durango","Victoria de Durango,Fidel Velázquez I"
34229,"Fidel Velázquez II","Durango","Victoria de Durango","Durango","Victoria de Durango,Fidel Velázquez II"
34229,"Fideicomiso Ciudad Industrial","Durango","Victoria de Durango","Durango","Victoria de Durango,Fideicomiso Ciudad Industrial"
34229,"Real de Villas","Durango","Victoria de Durango","Durango","Victoria de Durango,Real de Villas"
34230,"Emiliano Zapata","Durango","Victoria de Durango","Durango","Victoria de Durango,Emiliano Zapata"
34230,"Máximo Gamiz Fernández","Durango","Victoria de Durango","Durango","Victoria de Durango,Máximo Gamiz Fernández"
34233,"Bosques","Durango","Victoria de Durango","Durango","Victoria de Durango,Bosques"
34233,"Las Brisas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Brisas"
34234,"California","Durango","Victoria de Durango","Durango","Victoria de Durango,California"
34234,"20 de Noviembre II","Durango","Victoria de Durango","Durango","Victoria de Durango,20 de Noviembre II"
34234,"Octavio Paz","Durango","Victoria de Durango","Durango","Victoria de Durango,Octavio Paz"
34234,"Residencial del Valle","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial del Valle"
34234,"Valle Florido","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle Florido"
34234,"Las Bugambilias","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Bugambilias"
34235,"Unidad Habitacional Labor de Guadalupe","Durango","Victoria de Durango","Durango","Victoria de Durango,Unidad Habitacional Labor de Guadalupe"
34235,"Residencial del Marques","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial del Marques"
34235,"Atenas","Durango","Victoria de Durango","Durango","Victoria de Durango,Atenas"
34235,"Aranjuez","Durango","Victoria de Durango","Durango","Victoria de Durango,Aranjuez"
34235,"Brisas Diamante","Durango","Victoria de Durango","Durango","Victoria de Durango,Brisas Diamante"
34235,"Quinta del Real","Durango","Victoria de Durango","Durango","Victoria de Durango,Quinta del Real"
34236,"Ampliación 20 de Noviembre","Durango","Victoria de Durango","Durango","Victoria de Durango,Ampliación 20 de Noviembre"
34236,"20 de Noviembre Fundo Legal","Durango","Victoria de Durango","Durango","Victoria de Durango,20 de Noviembre Fundo Legal"
34236,"20 de Noviembre","Durango","","Durango",",20 de Noviembre"
34236,"Fraccionamiento Industrial Scorpio","Durango","Victoria de Durango","Durango","Victoria de Durango,Fraccionamiento Industrial Scorpio"
34236,"Los Agaves","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Agaves"
34236,"Caminos del Sol","Durango","Victoria de Durango","Durango","Victoria de Durango,Caminos del Sol"
34236,"Haciendas del Pedregal I","Durango","Victoria de Durango","Durango","Victoria de Durango,Haciendas del Pedregal I"
34236,"Nuevo Pedregal","Durango","Victoria de Durango","Durango","Victoria de Durango,Nuevo Pedregal"
34236,"Rinconada las Flores","Durango","Victoria de Durango","Durango","Victoria de Durango,Rinconada las Flores"
34236,"Los Duraznos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Duraznos"
34236,"Haciendas del Pedregal II","Durango","Victoria de Durango","Durango","Victoria de Durango,Haciendas del Pedregal II"
34236,"Residencial Santa Clara","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial Santa Clara"
34237,"Joyas del Valle","Durango","Victoria de Durango","Durango","Victoria de Durango,Joyas del Valle"
34237,"Las Alamedas MT","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Alamedas MT"
34237,"La Noria","Durango","Victoria de Durango","Durango","Victoria de Durango,La Noria"
34237,"San Gabriel","Durango","Victoria de Durango","Durango","Victoria de Durango,San Gabriel"
34237,"Villas del Sol","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas del Sol"
34237,"Privada San Vicente II","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada San Vicente II"
34237,"Conjunto Habitacional Departamentos Jade","Durango","Victoria de Durango","Durango","Victoria de Durango,Conjunto Habitacional Departamentos Jade"
34237,"Monte Bello","Durango","Victoria de Durango","Durango","Victoria de Durango,Monte Bello"
34237,"Las Bugambilias III","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Bugambilias III"
34237,"San Jorge","Durango","Victoria de Durango","Durango","Victoria de Durango,San Jorge"
34237,"Ágata","Durango","Victoria de Durango","Durango","Victoria de Durango,Ágata"
34237,"Residencial Casa Blanca","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial Casa Blanca"
34238,"La Hacienda","Durango","Victoria de Durango","Durango","Victoria de Durango,La Hacienda"
34239,"Provincial","Durango","Victoria de Durango","Durango","Victoria de Durango,Provincial"
34239,"Privada las Hortencias","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada las Hortencias"
34240,"Del Maestro","Durango","Victoria de Durango","Durango","Victoria de Durango,Del Maestro"
34240,"Santa Fe","Durango","Victoria de Durango","Durango","Victoria de Durango,Santa Fe"
34250,"Luis Echeverría Alvarez","Durango","Victoria de Durango","Durango","Victoria de Durango,Luis Echeverría Alvarez"
34260,"Las Playas","Durango","Victoria de Durango","Durango","Victoria de Durango,Las Playas"
34260,"Porfirio Díaz","Durango","Victoria de Durango","Durango","Victoria de Durango,Porfirio Díaz"
