"semestre","carrera","promedio"
"12","SISTEMAS",79.84
"13","SISTEMAS",82.55
"10","SISTEMAS",95.16
"13","SISTEMAS",79.32
"10","SISTEMAS",92.67
"10","SISTEMAS",91.25
"13","SISTEMAS",82.46
"11","SISTEMAS",83.72
"11","SISTEMAS",85.37
"10","SISTEMAS",85.12
"12","SISTEMAS",78.22
"10","SISTEMAS",91.25
"11","SISTEMAS",84.59
"10","SISTEMAS",89.16
"13","SISTEMAS",82.51
"12","SISTEMAS",81.58
"12","SISTEMAS",82.63
"12","SISTEMAS",87.18
"10","SISTEMAS",89.55
"9","SISTEMAS",86.27
"12","SISTEMAS",84.02
"10","SISTEMAS",82.23
"14","SISTEMAS",83.37
"10","SISTEMAS",92.67
"11","SISTEMAS",82.75
"10","SISTEMAS",95.94
"10","SISTEMAS",91.27
"10","SISTEMAS",89.33
"11","SISTEMAS",86.02
"10","SISTEMAS",83.45
"11","SISTEMAS",80.81
"11","SISTEMAS",78.33
"10","SISTEMAS",89.35
"10","SISTEMAS",83.76
"12","SISTEMAS",80.42
"10","SISTEMAS",94.43
"12","SISTEMAS",83.29
"10","SISTEMAS",87.72
"12","SISTEMAS",85.25
"10","SISTEMAS",93.16
"11","SISTEMAS",81.88
"11","SISTEMAS",80.86
"13","SISTEMAS",82.24
"10","SISTEMAS",87.78
"2","SISTEMAS",81.6
"2","SISTEMAS",84.83
"9","SISTEMAS",83.71
"4","SISTEMAS",90.44
"8","SISTEMAS",90.79
"9","SISTEMAS",89.08
"8","SISTEMAS",89.88
"2","SISTEMAS",94.33
"8","SISTEMAS",83.95
"2","SISTEMAS",86.67
"8","SISTEMAS",89.95
"4","SISTEMAS",89.67
"5","SISTEMAS",90.17
"5","SISTEMAS",86.88
"8","SISTEMAS",93.47
"6","SISTEMAS",88.97
"8","SISTEMAS",85.72
"9","SISTEMAS",84.67
"6","SISTEMAS",81.84
"3","SISTEMAS",88.42
"5","SISTEMAS",84.7
"3","SISTEMAS",93.42
"9","SISTEMAS",83.74
"4","SISTEMAS",89
"8","SISTEMAS",92.75
"2","SISTEMAS",78
"5","SISTEMAS",87.38
"5","SISTEMAS",85.04
"6","SISTEMAS",88.1
"2","SISTEMAS",83.4
"6","SISTEMAS",88.47
"6","SISTEMAS",81.48
"4","SISTEMAS",85.41
"8","SISTEMAS",93.5
"2","SISTEMAS",87
"4","SISTEMAS",89.06
"4","SISTEMAS",93.5
"4","SISTEMAS",88.63
"2","SISTEMAS",84.83
"5","SISTEMAS",84.94
"2","SISTEMAS",80
"2","SISTEMAS",95.5
"5","SISTEMAS",79.78
"9","SISTEMAS",85.74
"5","SISTEMAS",90.27
"4","SISTEMAS",81
"2","SISTEMAS",84.33
"2","SISTEMAS",89.67
"8","SISTEMAS",83.44
"6","SISTEMAS",85.63
"10","SISTEMAS",79.08
"9","SISTEMAS",89.16
"9","SISTEMAS",92.12
"8","SISTEMAS",93.77
"6","SISTEMAS",82
"8","SISTEMAS",92.42
"2","SISTEMAS",96.5
"2","SISTEMAS",90.33
"8","SISTEMAS",87.55
"8","SISTEMAS",84.44
"6","SISTEMAS",82.87
"6","SISTEMAS",83.52
"5","SISTEMAS",85.71
"3","SISTEMAS",80.86
"5","SISTEMAS",86.63
"2","SISTEMAS",98.67
"5","SISTEMAS",85.04
"2","SISTEMAS",92.83
"8","SISTEMAS",89.74
"2","SISTEMAS",89
"2","SISTEMAS",85.83
"9","SISTEMAS",82.82
"8","SISTEMAS",83.97
"3","SISTEMAS",82.09
"4","SISTEMAS",94
"8","SISTEMAS",89
"9","SISTEMAS",90.76
"8","SISTEMAS",91.93
"9","SISTEMAS",90.93
"9","SISTEMAS",83.07
"8","SISTEMAS",88.33
"8","SISTEMAS",91.65
"2","SISTEMAS",97.67
"2","SISTEMAS",94.83
"8","SISTEMAS",88.64
"9","SISTEMAS",85
"2","SISTEMAS",92
"4","SISTEMAS",88.67
"2","SISTEMAS",90.67
"9","SISTEMAS",92.58
"9","SISTEMAS",82.97
"5","SISTEMAS",85.33
"3","SISTEMAS",89.82
"8","SISTEMAS",88.51
"5","SISTEMAS",84.08
"6","SISTEMAS",93.59
"5","SISTEMAS",86.04
"4","SISTEMAS",86.13
"8","SISTEMAS",88.84
"9","SISTEMAS",83.07
"2","SISTEMAS",88.5
"5","SISTEMAS",88.67
"8","SISTEMAS",84.2
"4","SISTEMAS",86.06
"9","SISTEMAS",87.33
"9","SISTEMAS",89.45
"8","SISTEMAS",93.37
"5","SISTEMAS",84.68
"2","SISTEMAS",97
"8","SISTEMAS",80.15
"8","SISTEMAS",86.87
"4","SISTEMAS",82.19
"9","SISTEMAS",82.43
"3","SISTEMAS",85.08
"4","SISTEMAS",84.71
"7","SISTEMAS",88.4
"6","SISTEMAS",83.86
"5","SISTEMAS",81.89
"7","SISTEMAS",86.26
"6","SISTEMAS",86.3
"2","SISTEMAS",94.67
"5","SISTEMAS",83.7
"5","SISTEMAS",84.18
"2","SISTEMAS",93.33
"2","SISTEMAS",88.83
"7","SISTEMAS",84.92
"9","SISTEMAS",86.06
"6","SISTEMAS",85.6
"9","SISTEMAS",83.04
"5","SISTEMAS",81.27
"7","SISTEMAS",90.34
"7","SISTEMAS",84.79
"4","SISTEMAS",82.35
"4","SISTEMAS",87.06
"4","SISTEMAS",87
"9","SISTEMAS",89.9
"8","SISTEMAS",88.26
"4","SISTEMAS",79.7
"8","SISTEMAS",84.67
"2","SISTEMAS",96
"2","SISTEMAS",90.33
"6","SISTEMAS",89.2
"7","SISTEMAS",85.71
"3","SISTEMAS",93.83
"6","SISTEMAS",92.5
"8","SISTEMAS",91.95
"9","SISTEMAS",88.83
"6","SISTEMAS",89.03
"8","SISTEMAS",89.12
"2","SISTEMAS",85.5
"3","SISTEMAS",86.09
"8","SISTEMAS",88.58
"6","SISTEMAS",92.57
"9","SISTEMAS",88.91
"9","SISTEMAS",84.51
"2","SISTEMAS",90.5
"4","SISTEMAS",81.6
"9","SISTEMAS",90.6
"6","SISTEMAS",89
"4","SISTEMAS",92.33
"6","SISTEMAS",82.29
"6","SISTEMAS",88.79
"2","SISTEMAS",87.33
"5","SISTEMAS",82.96
"9","SISTEMAS",87.11
"2","SISTEMAS",92
"9","SISTEMAS",80.08
"6","SISTEMAS",89.9
"4","SISTEMAS",87.94
"4","SISTEMAS",94.06
"8","SISTEMAS",86.16
"6","SISTEMAS",93.93
"2","SISTEMAS",82.67
"9","SISTEMAS",81.47
"8","SISTEMAS",82.16
"9","SISTEMAS",86.94
"8","SISTEMAS",90
"6","SISTEMAS",87.8
"3","SISTEMAS",87.25
"9","SISTEMAS",88.78
"2","SISTEMAS",90.25
"4","SISTEMAS",86.15
"5","SISTEMAS",82.86
"9","SISTEMAS",86.21
"2","SISTEMAS",91.2
"8","SISTEMAS",84.87
"8","SISTEMAS",84
"2","SISTEMAS",81.4
"2","SISTEMAS",88.33
"5","SISTEMAS",86.79
"6","SISTEMAS",88.89
"2","SISTEMAS",87.83
"4","SISTEMAS",94.83
"5","SISTEMAS",86.64
"2","SISTEMAS",89.67
"6","SISTEMAS",85.33
"2","SISTEMAS",90.33
"8","SISTEMAS",84.61
"2","SISTEMAS",84.8
"4","SISTEMAS",93.82
"2","SISTEMAS",88.5
"2","SISTEMAS",96.83
"8","SISTEMAS",92.43
"6","SISTEMAS",86.97
"5","SISTEMAS",94.58
"3","SISTEMAS",79.5
"5","SISTEMAS",91.83
"4","SISTEMAS",91.67
"8","SISTEMAS",83.84
"4","SISTEMAS",97.21
"5","SISTEMAS",91.28
"4","SISTEMAS",89.67
"8","SISTEMAS",85.78
"6","SISTEMAS",91.1
"2","SISTEMAS",95.33
"6","SISTEMAS",86.38
"6","SISTEMAS",89.13
"8","SISTEMAS",89.44
"4","SISTEMAS",91.59
"8","SISTEMAS",83.51
"4","SISTEMAS",85.44
"8","SISTEMAS",85.6
"3","SISTEMAS",81.18
"9","SISTEMAS",84.44
"2","SISTEMAS",94.83
"8","SISTEMAS",83.1
"4","SISTEMAS",89.39
"3","SISTEMAS",91.17
"5","SISTEMAS",86.67
"4","SISTEMAS",90.89
"6","SISTEMAS",82.32
"6","SISTEMAS",87.67
"4","SISTEMAS",82.21
"2","SISTEMAS",93.5
"3","SISTEMAS",86.6
"7","SISTEMAS",86.77
"2","SISTEMAS",95
"5","SISTEMAS",84.26
"7","SISTEMAS",84.6
"9","SISTEMAS",81
"2","SISTEMAS",83.5
"5","SISTEMAS",88.39
"6","SISTEMAS",93.83
"6","SISTEMAS",91.72
"6","SISTEMAS",81
"8","SISTEMAS",83.38
"2","SISTEMAS",85.25
"4","SISTEMAS",86.17
"9","SISTEMAS",80.25
"3","SISTEMAS",88.58
"9","SISTEMAS",84.67
"8","SISTEMAS",93.16
"4","SISTEMAS",93.06
"4","SISTEMAS",85.7
"4","SISTEMAS",81.5
"9","SISTEMAS",89.58
"6","SISTEMAS",87.04
"4","SISTEMAS",81.56
"7","SISTEMAS",89.06
"2","SISTEMAS",89.67
"7","SISTEMAS",89.83
"2","SISTEMAS",84.17
"6","SISTEMAS",88.93
"6","SISTEMAS",89.59
"2","SISTEMAS",95.17
"5","SISTEMAS",83.91
"2","SISTEMAS",97
"8","SISTEMAS",81.62
"8","SISTEMAS",87.18
"3","SISTEMAS",90.58
"8","SISTEMAS",86.88
"4","SISTEMAS",92.17
"6","SISTEMAS",88.6
"6","SISTEMAS",89.82
"8","SISTEMAS",83.38
"5","SISTEMAS",79.75
"6","SISTEMAS",87.4
"3","SISTEMAS",86.08
"4","SISTEMAS",87.22
"6","SISTEMAS",93.19
"9","SISTEMAS",84.04
"3","SISTEMAS",87.7
"6","SISTEMAS",86.88
"3","SISTEMAS",88.75
"6","SISTEMAS",81.23
"3","SISTEMAS",85.58
"9","SISTEMAS",81.75
"4","SISTEMAS",94.78
"4","SISTEMAS",86.83
"2","SISTEMAS",70
"2","SISTEMAS",96.33
"2","SISTEMAS",86.17
"6","SISTEMAS",87.28
"8","SISTEMAS",88.45
"9","SISTEMAS",79.86
"2","SISTEMAS",88.17
"5","SISTEMAS",84.79
"4","SISTEMAS",93.83
"5","SISTEMAS",85.52
"5","SISTEMAS",79.67
"2","SISTEMAS",76.83
"4","SISTEMAS",79.25
"4","SISTEMAS",83.78
"4","SISTEMAS",80.4
"8","SISTEMAS",83.21
"3","SISTEMAS",88.75
"7","SISTEMAS",86.67
"4","SISTEMAS",83.08
"4","SISTEMAS",96.78
"9","SISTEMAS",81.87
"3","SISTEMAS",85.09
"6","SISTEMAS",91.23
"6","SISTEMAS",81.33
"3","SISTEMAS",81.64
"8","SISTEMAS",80.9
"2","SISTEMAS",97.5
"4","SISTEMAS",84.28
"2","SISTEMAS",94.5
"3","SISTEMAS",89.58
"7","SISTEMAS",86.97
"5","SISTEMAS",83.29
"2","SISTEMAS",91.83
"4","SISTEMAS",81.9
"2","SISTEMAS",81.8
"8","SISTEMAS",90.66
"9","SISTEMAS",85.63
"2","SISTEMAS",92.67
"4","SISTEMAS",86.29
"8","SISTEMAS",85.88
"6","SISTEMAS",85
"6","SISTEMAS",83.77
"5","SISTEMAS",88.58
"2","SISTEMAS",85.67
"8","SISTEMAS",90.98
"6","SISTEMAS",83.93
"3","SISTEMAS",93.57
"8","SISTEMAS",78.29
"3","SISTEMAS",86.5
"2","SISTEMAS",94.17
"5","SISTEMAS",86.78
"9","SISTEMAS",87.45
"3","SISTEMAS",83.5
"14","TIC",79.12
"10","TIC",82.96
"10","TIC",83.26
"10","TIC",82.28
"12","TIC",79.21
"2","TIC",88.83
"4","TIC",88.12
"8","TIC",84.74
"4","TIC",83.12
"6","TIC",84.39
"2","TIC",85.17
"8","TIC",81.95
"4","TIC",79.13
"4","TIC",88.59
"2","TIC",91.83
"8","TIC",79.95
"4","TIC",82.33
"2","TIC",89.17
"4","TIC",78.47
"2","TIC",92.83
"6","TIC",88.66
"6","TIC",82.26
"4","TIC",82.59
"4","TIC",86
"6","TIC",81.04
"4","TIC",90.18
"2","TIC",84.83
"6","TIC",84.71
"6","TIC",83.61
"6","TIC",90.62
"4","TIC",77.44
"6","TIC",82.89
"8","TIC",84.06
"4","TIC",85.35
"2","TIC",90.5
"2","TIC",88.67
"4","TIC",93.65
"2","TIC",93
"4","TIC",77.2
"4","TIC",78.47
"6","TIC",84.48
"4","TIC",89.35
"8","TIC",83.81
"8","TIC",86.53
"8","TIC",89.81
"8","TIC",77.67
"2","TIC",89.83
"2","TIC",88.4
"8","TIC",80.24
"2","TIC",89.67
"2","TIC",81
"2","TIC",86
"2","TIC",91.8
"6","TIC",86.07
"6","TIC",92.34
"6","TIC",88.17
"8","TIC",81.74
"2","TIC",85.8
"8","TIC",81.15
"4","TIC",86.29
"6","TIC",90.21
"2","TIC",92
"8","TIC",84.89
"6","TIC",84.46
"8","TIC",82.74
"8","TIC",89.93
"2","TIC",83.4
"2","TIC",87.6
"4","TIC",83.27
"6","TIC",86.28
"2","TIC",89.17
"2","TIC",87.67
"4","TIC",89.94
"6","TIC",91.07
"8","TIC",79.35
"4","TIC",80.5
"12","INFORMATICA",81.76
"10","INFORMATICA",88.68
"12","INFORMATICA",90.14
"12","INFORMATICA",81.42
"10","INFORMATICA",89.72
"10","INFORMATICA",82.03
"10","INFORMATICA",85.15
"10","INFORMATICA",88.05
"10","INFORMATICA",88.12
"10","INFORMATICA",77.08
"10","INFORMATICA",82.52
"10","INFORMATICA",87.96
"10","INFORMATICA",82.5
"10","INFORMATICA",91.44
"15","INFORMATICA",78.02
"12","INFORMATICA",83.74
"10","INFORMATICA",84.96
"6","INFORMATICA",85.14
"4","INFORMATICA",83
"4","INFORMATICA",89.83
"4","INFORMATICA",84.24
"6","INFORMATICA",94.57
"2","INFORMATICA",88.8
"4","INFORMATICA",85.5
"8","INFORMATICA",88
"6","INFORMATICA",95.87
"4","INFORMATICA",92.29
"4","INFORMATICA",90.14
"4","INFORMATICA",91.44
"8","INFORMATICA",88.27
"8","INFORMATICA",80.15
"8","INFORMATICA",82.52
"2","INFORMATICA",91.33
"6","INFORMATICA",85.12
"6","INFORMATICA",81.44
"2","INFORMATICA",96.83
"2","INFORMATICA",90.5
"2","INFORMATICA",91.67
"2","INFORMATICA",88
"6","INFORMATICA",83.48
"6","INFORMATICA",88.63
"6","INFORMATICA",91.23
"4","INFORMATICA",92.39
"6","INFORMATICA",89.8
"2","INFORMATICA",92.6
"2","INFORMATICA",83.2
"2","INFORMATICA",84.83
"6","INFORMATICA",92.33
"4","INFORMATICA",84
"2","INFORMATICA",85.5
"4","INFORMATICA",91.06
"4","INFORMATICA",83.11
"2","INFORMATICA",88
"4","INFORMATICA",86.41
"8","INFORMATICA",82.44
"2","INFORMATICA",89.83
"3","INFORMATICA",83.17
"6","INFORMATICA",92.03
"2","INFORMATICA",92.67
"8","INFORMATICA",86.29
"8","INFORMATICA",90.78
"8","INFORMATICA",88.17
"4","INFORMATICA",91.35
"4","INFORMATICA",92.67
"5","INFORMATICA",89.27
"4","INFORMATICA",93.94
"2","INFORMATICA",86.5
"8","INFORMATICA",81.88
"4","INFORMATICA",89.41
"4","INFORMATICA",84.76
"6","INFORMATICA",80.36
"4","INFORMATICA",88.67
"2","INFORMATICA",81.4
"2","INFORMATICA",89.33
"2","INFORMATICA",86.5
"2","INFORMATICA",89.33
"2","INFORMATICA",88
"2","INFORMATICA",90.83
"6","INFORMATICA",86.08
"4","INFORMATICA",86.82
"4","INFORMATICA",84.87
"2","INFORMATICA",91
"2","INFORMATICA",91.83
"2","INFORMATICA",91.33
"4","INFORMATICA",85
"6","INFORMATICA",84.91
"2","INFORMATICA",89.67
"8","INFORMATICA",91.44
"8","INFORMATICA",83.29
"8","INFORMATICA",80.44
"8","INFORMATICA",85.88
"4","INFORMATICA",86.83
"8","INFORMATICA",86.62
"2","INFORMATICA",94.2
"2","INFORMATICA",91.5
"10","ADMINISTRACION",87.67
"10","ADMINISTRACION",90.29
"10","ADMINISTRACION",85.6
"10","ADMINISTRACION",89.56
"11","ADMINISTRACION",87.25
"10","ADMINISTRACION",87.1
"11","ADMINISTRACION",88.16
"12","ADMINISTRACION",90.12
"10","ADMINISTRACION",89.04
"10","ADMINISTRACION",88.6
"10","ADMINISTRACION",93.36
"10","ADMINISTRACION",92.02
"10","ADMINISTRACION",93.06
"8","ADMINISTRACION",90.71
"10","ADMINISTRACION",87.7
"10","ADMINISTRACION",86.93
"10","ADMINISTRACION",91.65
"12","ADMINISTRACION",86.33
"10","ADMINISTRACION",91.64
"11","ADMINISTRACION",86.96
"12","ADMINISTRACION",88.15
"12","ADMINISTRACION",82
"11","ADMINISTRACION",83.27
"10","ADMINISTRACION",89.98
"10","ADMINISTRACION",91.44
"12","ADMINISTRACION",84.82
"10","ADMINISTRACION",93.91
"10","ADMINISTRACION",90.33
"10","ADMINISTRACION",85.12
"11","ADMINISTRACION",87.04
"12","ADMINISTRACION",81.71
"10","ADMINISTRACION",91.38
"12","ADMINISTRACION",87.58
"10","ADMINISTRACION",86.29
"15","ADMINISTRACION",84.1
"10","ADMINISTRACION",87.11
"11","ADMINISTRACION",88.91
"10","ADMINISTRACION",90.93
"10","ADMINISTRACION",89.12
"10","ADMINISTRACION",89.54
"12","ADMINISTRACION",87.49
"12","ADMINISTRACION",91.67
"10","ADMINISTRACION",89.27
"11","ADMINISTRACION",84.91
"11","ADMINISTRACION",90.27
"10","ADMINISTRACION",94.42
"13","ADMINISTRACION",87.09
"10","ADMINISTRACION",88.51
"11","ADMINISTRACION",88.55
"10","ADMINISTRACION",88.73
"10","ADMINISTRACION",91.07
"10","ADMINISTRACION",89.25
"14","ADMINISTRACION",90.84
"10","ADMINISTRACION",89.85
"13","ADMINISTRACION",86.36
"10","ADMINISTRACION",94.87
"2","ADMINISTRACION",86.6
"6","ADMINISTRACION",87.93
"6","ADMINISTRACION",89.29
"3","ADMINISTRACION",90.83
"7","ADMINISTRACION",85.24
"8","ADMINISTRACION",89.12
"2","ADMINISTRACION",99
"6","ADMINISTRACION",87.03
"6","ADMINISTRACION",93.47
"2","ADMINISTRACION",91.17
"4","ADMINISTRACION",84
"8","ADMINISTRACION",89.27
"8","ADMINISTRACION",90.74
"6","ADMINISTRACION",89.89
"2","ADMINISTRACION",96.33
"6","ADMINISTRACION",92.48
"9","ADMINISTRACION",90.55
"8","ADMINISTRACION",92.12
"2","ADMINISTRACION",93.83
"2","ADMINISTRACION",86.25
"2","ADMINISTRACION",96.67
"6","ADMINISTRACION",94.63
"9","ADMINISTRACION",90.04
"6","ADMINISTRACION",92.4
"2","ADMINISTRACION",90.83
"9","ADMINISTRACION",86.93
"6","ADMINISTRACION",96.77
"8","ADMINISTRACION",83.97
"7","ADMINISTRACION",91.26
"8","ADMINISTRACION",81.42
"7","ADMINISTRACION",90.17
"8","ADMINISTRACION",86.43
"5","ADMINISTRACION",89.58
"4","ADMINISTRACION",83.36
"2","ADMINISTRACION",93.67
"2","ADMINISTRACION",83.5
"5","ADMINISTRACION",87.33
"6","ADMINISTRACION",85
"8","ADMINISTRACION",86.54
"8","ADMINISTRACION",94.4
"2","ADMINISTRACION",85.17
"9","ADMINISTRACION",88.91
"6","ADMINISTRACION",84.59
"3","ADMINISTRACION",93.67
"6","ADMINISTRACION",87.38
"8","ADMINISTRACION",86
"8","ADMINISTRACION",89.08
"6","ADMINISTRACION",92.9
"8","ADMINISTRACION",90.31
"2","ADMINISTRACION",94.17
"6","ADMINISTRACION",86
"6","ADMINISTRACION",93.77
"3","ADMINISTRACION",87.91
"9","ADMINISTRACION",91.35
"2","ADMINISTRACION",79.83
"9","ADMINISTRACION",86.38
"4","ADMINISTRACION",93.19
"6","ADMINISTRACION",92
"8","ADMINISTRACION",82
"9","ADMINISTRACION",88.53
"6","ADMINISTRACION",89.47
"2","ADMINISTRACION",97.17
"4","ADMINISTRACION",89.29
"8","ADMINISTRACION",88.84
"6","ADMINISTRACION",93
"7","ADMINISTRACION",89.11
"8","ADMINISTRACION",94.93
"5","ADMINISTRACION",83.75
"4","ADMINISTRACION",86.42
"3","ADMINISTRACION",95.58
"8","ADMINISTRACION",93.79
"6","ADMINISTRACION",93.77
"4","ADMINISTRACION",94.06
"9","ADMINISTRACION",92.15
"9","ADMINISTRACION",92.75
"3","ADMINISTRACION",93.55
"9","ADMINISTRACION",85.83
"8","ADMINISTRACION",88.28
"8","ADMINISTRACION",86.86
"5","ADMINISTRACION",95.42
"7","ADMINISTRACION",86.88
"8","ADMINISTRACION",89.79
"3","ADMINISTRACION",86.73
"6","ADMINISTRACION",85.86
"6","ADMINISTRACION",85.2
"3","ADMINISTRACION",92.75
"9","ADMINISTRACION",93.55
"2","ADMINISTRACION",89.25
"3","ADMINISTRACION",92.92
"8","ADMINISTRACION",82.5
"9","ADMINISTRACION",91.44
"4","ADMINISTRACION",92.44
"4","ADMINISTRACION",95.17
"2","ADMINISTRACION",93
"8","ADMINISTRACION",85.13
"2","ADMINISTRACION",97.67
"8","ADMINISTRACION",90.98
"6","ADMINISTRACION",92.3
"6","ADMINISTRACION",88.32
"2","ADMINISTRACION",87.5
"4","ADMINISTRACION",97.17
"4","ADMINISTRACION",84.5
"9","ADMINISTRACION",92.67
"7","ADMINISTRACION",86.36
"6","ADMINISTRACION",88.79
"2","ADMINISTRACION",98.17
"8","ADMINISTRACION",91.93
"2","ADMINISTRACION",94.5
"4","ADMINISTRACION",86.6
"2","ADMINISTRACION",92.83
"2","ADMINISTRACION",85
"4","ADMINISTRACION",84.92
"4","ADMINISTRACION",97.11
"4","ADMINISTRACION",91.72
"4","ADMINISTRACION",91.4
"5","ADMINISTRACION",87.71
"6","ADMINISTRACION",86.29
"4","ADMINISTRACION",94.41
"8","ADMINISTRACION",88.79
"9","ADMINISTRACION",90
"4","ADMINISTRACION",92.78
"9","ADMINISTRACION",89.48
"8","ADMINISTRACION",85.86
"8","ADMINISTRACION",94.62
"9","ADMINISTRACION",89.47
"6","ADMINISTRACION",86.66
"7","ADMINISTRACION",88.62
"5","ADMINISTRACION",86.58
"3","ADMINISTRACION",91.5
"8","ADMINISTRACION",92.81
"4","ADMINISTRACION",98.39
"2","ADMINISTRACION",96
"6","ADMINISTRACION",91.96
"4","ADMINISTRACION",91.39
"8","ADMINISTRACION",91.67
"3","ADMINISTRACION",92.67
"4","ADMINISTRACION",87.88
"8","ADMINISTRACION",83.37
"9","ADMINISTRACION",91.58
"3","ADMINISTRACION",91.08
"8","ADMINISTRACION",91.44
"4","ADMINISTRACION",90.17
"3","ADMINISTRACION",90.92
"8","ADMINISTRACION",91.51
"6","ADMINISTRACION",93.23
"2","ADMINISTRACION",98.5
"7","ADMINISTRACION",88.65
"5","ADMINISTRACION",83.05
"5","ADMINISTRACION",88.29
"4","ADMINISTRACION",95.72
"2","ADMINISTRACION",86.83
"3","ADMINISTRACION",88.56
"2","ADMINISTRACION",91.17
"2","ADMINISTRACION",89.17
"9","ADMINISTRACION",90.81
"7","ADMINISTRACION",93.92
"5","ADMINISTRACION",89.04
"4","ADMINISTRACION",92.11
"8","ADMINISTRACION",84.67
"10","ADMINISTRACION",90.9
"4","ADMINISTRACION",96.72
"6","ADMINISTRACION",92.27
"6","ADMINISTRACION",90.73
"2","ADMINISTRACION",92.67
"7","ADMINISTRACION",91.94
"9","ADMINISTRACION",92.27
"6","ADMINISTRACION",91.87
"9","ADMINISTRACION",83.75
"8","ADMINISTRACION",91.49
"9","ADMINISTRACION",87.13
"5","ADMINISTRACION",87.78
"8","ADMINISTRACION",87.49
"6","ADMINISTRACION",90.31
"9","ADMINISTRACION",86.23
"6","ADMINISTRACION",88.79
"3","ADMINISTRACION",89.45
"2","ADMINISTRACION",92
"7","ADMINISTRACION",85.29
"2","ADMINISTRACION",89.33
"7","ADMINISTRACION",94.03
"2","ADMINISTRACION",95.67
"6","ADMINISTRACION",94.53
"3","ADMINISTRACION",93.5
"2","ADMINISTRACION",91.67
"4","ADMINISTRACION",93.4
"6","ADMINISTRACION",86.48
"2","ADMINISTRACION",96
"5","ADMINISTRACION",87.54
"3","ADMINISTRACION",87.67
"3","ADMINISTRACION",93.08
"4","ADMINISTRACION",90.27
"6","ADMINISTRACION",93.48
"9","ADMINISTRACION",91.17
"2","ADMINISTRACION",97.67
"6","ADMINISTRACION",93.43
"7","ADMINISTRACION",88.94
"4","ADMINISTRACION",86.89
"7","ADMINISTRACION",94.48
"8","ADMINISTRACION",89.05
"9","ADMINISTRACION",85.06
"9","ADMINISTRACION",86.02
"7","ADMINISTRACION",87.32
"6","ADMINISTRACION",96.28
"8","ADMINISTRACION",91.43
"9","ADMINISTRACION",90.18
"7","ADMINISTRACION",88.57
"8","ADMINISTRACION",91.98
"8","ADMINISTRACION",94.83
"5","ADMINISTRACION",91.21
"4","ADMINISTRACION",88.27
"8","ADMINISTRACION",82.94
"5","ADMINISTRACION",86.25
"4","ADMINISTRACION",93.56
"9","ADMINISTRACION",91.85
"2","ADMINISTRACION",84.2
"9","ADMINISTRACION",89.23
"2","ADMINISTRACION",86.33
"3","ADMINISTRACION",87.82
"6","ADMINISTRACION",96.63
"4","ADMINISTRACION",93.5
"6","ADMINISTRACION",89.77
"8","ADMINISTRACION",86.61
"2","ADMINISTRACION",95.5
"9","ADMINISTRACION",90.73
"6","ADMINISTRACION",92.03
"3","ADMINISTRACION",89.9
"5","ADMINISTRACION",88.92
"8","ADMINISTRACION",89.12
"2","ADMINISTRACION",90.17
"4","ADMINISTRACION",88.88
"4","ADMINISTRACION",96.72
"4","ADMINISTRACION",92.58
"4","ADMINISTRACION",88.22
"5","ADMINISTRACION",86.42
"4","ADMINISTRACION",88.78
"9","ADMINISTRACION",85.88
"3","ADMINISTRACION",83.73
"9","ADMINISTRACION",83.57
"4","ADMINISTRACION",99.11
"2","ADMINISTRACION",97.5
"6","ADMINISTRACION",87.15
"6","ADMINISTRACION",93.13
"8","ADMINISTRACION",91.37
"4","ADMINISTRACION",93.78
"2","ADMINISTRACION",92.67
"7","ADMINISTRACION",86.97
"4","ADMINISTRACION",95.06
"5","ADMINISTRACION",90.46
"4","ADMINISTRACION",90.82
"5","ADMINISTRACION",89.46
"4","ADMINISTRACION",90.87
"6","ADMINISTRACION",90.39
"8","ADMINISTRACION",88.67
"8","ADMINISTRACION",91.86
"6","ADMINISTRACION",88.03
"4","ADMINISTRACION",88.27
"8","ADMINISTRACION",89.69
"5","ADMINISTRACION",90.5
"9","ADMINISTRACION",85.09
"5","ADMINISTRACION",87.59
"9","ADMINISTRACION",86.74
"2","ADMINISTRACION",82.69
"2","ADMINISTRACION",93.83
"4","ADMINISTRACION",94.17
"2","ADMINISTRACION",97.67
"2","ADMINISTRACION",98.67
"2","ADMINISTRACION",94
"3","ADMINISTRACION",92.69
"6","ADMINISTRACION",88.61
"5","ADMINISTRACION",91.42
"2","ADMINISTRACION",90.25
"4","ADMINISTRACION",93.41
"5","ADMINISTRACION",88.05
"4","ADMINISTRACION",92.73
"2","ADMINISTRACION",89
"4","ADMINISTRACION",97.89
"4","ADMINISTRACION",84.38
"7","ADMINISTRACION",91.81
"8","ADMINISTRACION",89.12
"2","ADMINISTRACION",84
"8","ADMINISTRACION",88.85
"3","ADMINISTRACION",88.64
"2","ADMINISTRACION",81.83
"2","ADMINISTRACION",96.83
"6","ADMINISTRACION",93.03
"2","ADMINISTRACION",85.5
"4","ADMINISTRACION",87.54
"6","ADMINISTRACION",92.16
"4","ADMINISTRACION",97.21
"2","ADMINISTRACION",96.83
"7","ADMINISTRACION",93.65
"6","ADMINISTRACION",88.54
"4","ADMINISTRACION",95.61
"9","ADMINISTRACION",86.06
"6","ADMINISTRACION",86.92
"8","ADMINISTRACION",95.63
"6","ADMINISTRACION",89.15
"6","ADMINISTRACION",90.68
"6","ADMINISTRACION",89.32
